Code,Year,Deaths - Exposure to forces of nature %,Deaths - Under 5 ,Deaths -  Age: 5-14 years ,Deaths - Age: 15-49 years ,Deaths - Age: 50-69 years,Deaths - Age: 70+ years ,Deaths - No access to handwashing facility ,Deaths - Smoking,Deaths - Secondhand smoke,Deaths - Unsafe water source ,Deaths - Household air pollution from solid fuels ,Deaths - Air pollution ,Deaths Outdoor air pollution,IDDeath
CHL,2007,0.016972326,2297.618962,475.0890188,10722.65522,22563.52511,52320.94181,70.26524124,9366.74696,1630.890475,66.90163144,818.8247013,4892.433279,4108.24,2007CHL
CHL,2005,0.067557243,2309.707185,522.6590488,10693.25828,21719.46797,50608.91237,71.16403068,9210.423624,1644.076093,68.41214359,899.9631762,4780.581884,3911.32,2005CHL
CHL,2004,0.005813668,2439.679414,550.6952948,10826.72823,21852.78117,50335.37178,75.37673739,9246.229247,1693.505725,71.69367641,952.2284622,4864.862874,3941.88,2004CHL
CHL,2002,0.025648708,2410.10065,593.8940258,10767.75144,21290.82689,46813.53838,83.52437824,8792.788379,1701.772429,75.00226424,1033.119618,4744.183847,3735.1,2002CHL
CHL,2003,0,2373.537202,570.6601056,10829.21842,21815.99857,48883.20821,78.44872208,9104.526308,1708.892209,74.0207766,992.8574262,4834.181047,3868.05,2003CHL
CHL,2013,0.003968327,2023.64029,388.2431906,10272.23481,25682.25017,62432.8286,79.28443503,10008.02877,1735.517978,91.4531141,687.4728182,5350.838015,4712.83,2013CHL
CHL,2008,0.011358482,2262.098126,456.3298627,10685.98611,22702.7102,51933.3988,69.39134867,9246.159054,1582.630765,68.31066093,769.9915508,4811.883507,4077.39,2008CHL
CHL,2016,0.011111539,1832.079398,375.1175774,10070.06373,27483.76169,68288.64946,83.11861528,10152.88817,1813.720486,97.7067918,678.8932325,5405.795727,4783.16,2016CHL
CHL,1999,0,3131.761593,632.5911486,10887.10838,21025.59117,45705.74184,124.2866696,8610.101954,1916.560217,94.22706763,1268.848176,5104.078377,3855.91,1999CHL
CHL,2017,0.024979444,1760.342583,363.0950617,9995.01956,28519.50436,71678.19075,86.6902177,10405.15837,1887.178462,100.0541872,685.0091437,5665.898069,5042.89,2017CHL
CHL,2015,0.210355046,1956.320192,395.3885226,10195.30184,26692.03219,65822.54189,80.41476319,10020.71908,1767.966891,98.59173815,653.5039389,5387.095897,4787.79,2015CHL
CHL,1990,0,5525.393544,823.8673221,12266.74277,21994.51496,38137.91559,178.9393239,9775.076868,2243.800149,201.8877608,1976.136288,5403.986691,3445.22,1990CHL
CHL,1991,0.109441544,4987.575121,775.5105283,11256.04561,20646.83992,37260.56265,163.147643,8926.910856,2105.037404,173.1128268,1800.548013,5093.346502,3309.51,1991CHL
CHL,1992,0,4786.140414,732.6134635,10586.55668,19931.89486,37420.83454,155.6025222,8428.903025,2045.333201,149.8650294,1708.826671,4974.857971,3282.36,1992CHL
CHL,2000,0.020075883,2837.924737,613.9862058,10693.77625,20619.57539,44933.02119,104.6160331,8407.808041,1776.905615,86.4007761,1145.208501,4790.483432,3666.08,2000CHL
CHL,1994,0.003870072,3949.871647,715.6738733,11209.71849,21394.91411,40248.61544,154.8981503,8636.250712,2114.792266,123.9473856,1662.20473,5203.836309,3558.5,1994CHL
CHL,1995,0.037882704,3737.832455,707.8126166,11499.12275,22127.27011,41120.49142,155.3337118,8776.981312,2128.826533,118.499444,1617.422409,5264.108849,3663.55,1995CHL
CHL,1996,0,3587.488031,714.2890163,11424.53613,22020.62865,41831.16136,151.5817234,8705.256891,2089.039571,110.9025801,1527.662418,5240.250115,3729.54,1996CHL
CHL,1997,0.041512056,3304.988059,702.6068834,11192.0745,21587.67893,42708.23875,144.2072574,8557.208802,2008.877865,104.0891723,1423.753048,5145.925549,3739.86,1997CHL
CHL,1998,0.004960671,3348.076739,671.2608337,10971.16715,21251.94197,44392.68651,135.0018074,8571.855091,1969.803586,98.9729524,1339.556033,5144.867348,3824.65,1998CHL
CHL,1993,0.157885131,4344.867908,740.1497722,10973.60223,20681.55081,39265.10959,155.9746083,8573.494259,2100.631335,134.0841583,1703.098898,5141.674996,3455.61,1993CHL
CHN,1996,0.064707249,871190.4921,244153.0712,1529781.473,2130491.983,3553127.441,33754.47999,1501975.581,401141.4948,39382.77732,647443.0155,1279200.435,721349.03,1996CHN
CHN,1994,0.037314054,1008442.384,244773.2555,1493316.981,2143106.022,3418706.459,40773.84142,1416976.915,410245.2808,49466.43065,703422.5086,1303848.577,692662.63,1994CHN
CHN,1993,0.018933453,1095444.966,243893.2025,1470471.82,2156462.313,3342321.043,45141.49558,1380468.195,412577.7307,55537.10799,727229.4602,1312770.532,677909.65,1993CHN
CHN,1992,0.017554635,1189908.586,234942.4948,1431909.369,2165343.336,3272552.015,50367.07527,1340377.101,414908.6241,62689.25362,751972.4829,1321502.942,661838.22,1992CHN
CHN,1991,0.025919949,1273933.21,219963.9015,1367129.13,2180566.934,3211356.044,55494.59201,1297260.494,415552.3526,70446.42153,773978.0438,1326215.781,644203.92,1991CHN
CHN,2001,0.011092814,578493.9238,151650.846,1288608.904,2179471.299,4113884.966,19838.38819,1694408.8,365578.6101,22296.40654,522363.285,1216676.749,773997.88,2001CHN
CHN,2016,0.009503105,182679.96,58313.61289,900199.3744,3227600.099,6001222.687,5539.491396,2174910.64,386112.58,3999.888921,294692.8235,1236921.271,998723.02,2016CHN
CHN,2017,0.00550254,165071.0677,52736.71281,879251.8799,3163087.602,6191956.929,5348.404261,2197652.614,386641.4086,3886.420648,271089.3473,1242986.55,1029847.77,2017CHN
CHN,2015,0.00490048,199705.3451,60657.71176,926034.57,3123029.443,5790836.938,5798.397582,2103487.913,379339.6278,4180.28686,288000.949,1243674.924,1012631.56,2015CHN
CHN,2014,0.016680564,213148.1161,61007.42924,952592.3182,2899976.401,5578364.637,6054.154462,1996964.155,367020.066,4387.828842,288313.4932,1202598.302,970238.11,2014CHN
CHN,1997,0.020337611,810244.3757,231854.4634,1504843.844,2111939.569,3641425.285,30607.04193,1536007.021,393343.6248,35011.68006,618333.5306,1263387.226,732950.46,1997CHN
CHN,1990,0.016260479,1316832.847,214207.0333,1334563.939,2162827.33,3114693.095,59454.97119,1244435.027,410019.0179,77388.78133,790215.8358,1317681.777,618256.69,1990CHN
CHN,1998,0.054176268,747192.7848,210012.7488,1489837.825,2098016.672,3767070.657,27691.96091,1584994.366,385908.8935,31504.49686,594156.4745,1254927.887,747528.94,1998CHN
CHN,1999,0.018257375,688652.7993,191891.4762,1459148.679,2110134.126,3843149.473,24858.72847,1622265.235,375906.7875,28206.95392,567625.2866,1235738.718,752159.53,1999CHN
CHN,2004,0.009090956,442239.4757,83070.75166,1057956.76,2368963.649,4625537.199,14488.45126,1808208.317,363803.5379,15268.48409,469658.0331,1234985.638,841293.68,2004CHN
CHN,2000,0.005708235,631625.8587,175558.0091,1404905.304,2147142.871,3980040.367,22321.97357,1665028.578,371236.1663,25217.51173,548103.7099,1228432.731,762281.53,2000CHN
CHN,2005,0.00881319,404269.6198,76297.61799,1029166.399,2334215.984,4644416.553,12846.1033,1776703.089,354909.2601,13056.37026,438221.4401,1203463.726,837291.8,2005CHN
CHN,2006,0.011564707,371144.4671,66420.70953,978772.6195,2277236.834,4589475.711,11334.69817,1727332.88,339363.5264,11052.87062,396879.4547,1151925.123,821884.34,2006CHN
CHN,2007,0.013805489,343410.1511,60128.49334,962100.5906,2262461.43,4653905.999,10103.64382,1722225.965,333847.2261,9453.174856,370381.3576,1136269.83,829885.84,2007CHN
CHN,2009,0.006636348,295623.6421,66581.3395,996693.2596,2297529.386,5069548.437,8502.629487,1791369.902,344058.2097,7212.267418,342412.8227,1175645.268,896220.83,2009CHN
CHN,2011,0.009214916,255813.7493,61109.19771,987152.0098,2452005.299,5402979.43,7306.503699,1879636.795,356251.2125,5690.977683,312172.1231,1214993.739,964444.57,2011CHN
CHN,2010,0.078953811,274505.2257,64636.04103,1007804.133,2357016.963,5272481.95,7842.432513,1842276.022,351457.2253,6362.259717,329472.0686,1200374.418,933719.72,2010CHN
CHN,2003,0.012884833,480939.7655,91943.47007,1077051.942,2340134.298,4496857.793,15949.27257,1789983.243,365508.3568,17372.59642,490701.7752,1236765.205,824090.15,2003CHN
CHN,2013,0.015611671,223224.4178,60858.29991,967768.1485,2678785.906,5423294.85,6335.113803,1914269.023,356255.9464,4704.716092,289374.3083,1189212.908,956501.46,2013CHN
CHN,2008,1.040404525,324007.6975,70038.371,1020242.591,2290389.821,4843927.267,9222.118825,1746685.586,336640.4198,8180.468294,354268.2523,1148521.995,857241.24,2008CHN
CHN,2002,0.016943874,529371.644,121206.6438,1190360.421,2248965.572,4285200.684,17626.93389,1736746.982,364826.957,19692.15189,505481.9682,1223526.009,796799.96,2002CHN
CHN,1995,0.028945666,936239.5193,248091.1735,1529450.108,2132950.247,3472713.563,36957.8789,1460824.661,405304.0501,43832.63656,675680.373,1289508.327,704607.84,1995CHN
CHN,2012,0.00904416,238734.6189,60476.95076,975457.3076,2569330.355,5467446.867,6780.889796,1910145.364,358697.7617,5144.919549,308827.2466,1196746.044,946696.45,2012CHN
CIV,2009,0.012883522,83995.88443,7261.205033,57854.76377,34517.37136,26350.22927,7427.960718,5732.366934,2801.269303,9935.339276,11499.79271,13267.97422,1797.93,2009CIV
CIV,2013,0,75236.47187,6490.45476,53462.52044,35792.37403,27982.40693,7716.820391,6050.976572,2985.710601,10110.02399,12009.34268,13997.9621,2021.74,2013CIV
CIV,2012,0,77588.75,6700.647321,55002.33284,35620.08813,27610.08246,7478.834923,5953.831301,2919.843336,9819.642402,11706.07574,13700.38685,2026.51,2012CIV
CIV,2011,0,79729.80455,7462.980577,57822.01804,35436.88729,27217.39586,7077.839103,5852.717768,2819.75033,9286.942429,11370.48209,13259.48818,1920.31,2011CIV
CIV,2010,0.008602989,82313.63849,8085.447165,57536.10554,34970.21852,26796.62984,7181.618272,5785.568427,2803.191571,9508.301699,11419.68766,13192.87764,1803.69,2010CIV
CIV,2014,0.023460065,73741.4232,6431.741924,51899.43077,35993.65805,28456.36609,7634.618076,6154.978035,2981.258886,9984.620751,11939.41796,13947.74887,2042.48,2014CIV
CIV,2001,0,90895.68953,7265.91085,61186.97156,32481.72071,21775.58371,7829.930453,5390.538917,2494.292701,10627.69404,11515.12039,13269.40082,1778.89,2001CIV
CIV,2006,0,88703.157,7315.735512,61348.92021,34537.25033,25207.97677,8384.065138,5723.233694,2794.878974,11549.58095,12018.61476,13794.02149,1803.64,2006CIV
CIV,2005,0,90234.34832,7389.630644,62234.59149,34367.65192,24635.66501,8128.421605,5649.798091,2706.652758,11190.76604,11781.17414,13505.76978,1751.96,2005CIV
CIV,2004,0,91057.92153,7456.833018,62826.35339,34025.57642,24059.02124,7765.23302,5592.615139,2631.461722,10560.30424,11598.29023,13302.98466,1731.31,2004CIV
CIV,2003,0,91399.75903,7496.789101,62779.72365,33474.92337,23323.74619,7574.281909,5493.633819,2562.771478,10229.08873,11432.5954,13153.46887,1746.66,2003CIV
CIV,2008,0.002829918,85782.50489,7276.6889,58874.84218,34434.64819,26040.10579,7732.121883,5727.332803,2806.859666,10434.65041,11665.87173,13440.6764,1804.03,2008CIV
CIV,2007,0,87442.85464,7299.214922,60442.34785,34541.28627,25662.64295,8164.504265,5741.399413,2822.271838,11146.74281,11981.11915,13754.42601,1802.19,2007CIV
CIV,2002,0,91324.00025,7484.377307,62407.86233,32949.34449,22549.28909,7616.1056,5428.54978,2520.442038,10271.20646,11429.65387,13177.14415,1772.6,2002CIV
CIV,2015,0.008331495,70958.91978,6222.798826,50333.37069,36044.03023,28958.23536,7570.120285,6226.797658,2955.907907,9922.4632,11468.02064,14029.69037,2597.2,2015CIV
CIV,2000,0,90217.24161,7188.227604,60653.76193,31871.9551,20879.9372,7967.596087,5332.810653,2481.555427,10795.04991,11618.28022,13368.77878,1774.43,2000CIV
CIV,2017,0.008127745,65781.10751,5905.100584,47146.55737,36383.82017,29852.48704,7127.21586,6312.139392,2812.046903,9363.352589,10917.41862,13404.02689,2523.8,2017CIV
CIV,2016,0.010629151,68162.59271,6014.332119,48875.4546,36194.92914,29399.69507,7303.725594,6262.449123,2886.073178,9553.848213,11193.9314,13704.52705,2546.85,2016CIV
CIV,1990,0,74891.59332,4918.274749,29864.65776,18828.04677,12110.00443,6603.709004,3580.89866,1782.431039,8930.915187,9378.767422,10464.49461,1107.3,1990CIV
CIV,1992,0,78818.99737,5377.949561,37977.03179,21577.55693,13611.21398,6970.865489,3955.835634,1880.603231,9518.44512,9771.842074,10971.89201,1222.28,1992CIV
CIV,1993,0,81040.37857,5679.347733,42463.21465,23278.49025,14557.17139,7234.475051,4221.302658,1960.805953,9922.351128,10101.0715,11366.56325,1288.25,1993CIV
CIV,1991,0,76855.43117,5130.797969,33699.92091,20061.70439,12783.81979,6820.000846,3736.29352,1823.704721,9299.414834,9531.093283,10669.20732,1159.96,1991CIV
CIV,1995,0,85971.6043,6304.466967,50773.44563,26857.86043,16469.26352,7883.069014,4745.80488,2148.974767,10911.44405,10865.97886,12270.63416,1427.94,1995CIV
CIV,1996,0.014542111,87188.78174,6520.451816,53805.01306,28085.99115,17298.5081,7944.007007,4887.591758,2222.810327,10932.39093,11090.02993,12576.56142,1509.68,1996CIV
CIV,1997,0,88493.20044,6732.947823,56209.51476,29003.53614,18080.49686,8053.465893,4968.253544,2287.203786,11068.32738,11219.21074,12788.2805,1591.83,1997CIV
CIV,1998,0,89586.79386,6932.520368,58231.42494,29889.22961,18952.29734,8146.050923,5079.948258,2360.376708,11168.75205,11401.88002,13048.54037,1669.37,1998CIV
CIV,1999,0,90224.51243,7100.667102,59544.15355,30889.9043,19889.92592,8104.810378,5196.422445,2423.199223,11061.06327,11491.16389,13210.53493,1742.46,1999CIV
CIV,1994,0,83553.27509,5990.904335,46727.33027,25026.48992,15476.80669,7529.340678,4485.565686,2052.04671,10357.8288,10506.63945,11836.52186,1352.98,1994CIV
CMR,1994,0.004382962,67713.38899,4748.489674,22697.59389,22479.07734,19363.67415,10135.7004,3463.136497,1239.624749,15668.87938,7458.098787,10737.67168,3353.79,1994CMR
CMR,1999,0.014489515,72928.22031,5571.193214,34912.51024,28405.98789,23990.31169,10655.45723,4157.628898,1369.240218,16258.80624,8288.249143,12162.85735,3947.64,1999CMR
CMR,1998,0,72009.66723,5448.27024,32030.01918,27246.34933,22976.11881,10811.49212,4019.820622,1344.941811,16632.75297,8084.277631,11886.92246,3874.97,1998CMR
CMR,1996,0,70077.04132,5101.708901,26624.91572,24722.12398,20941.56608,10771.25953,3721.624456,1291.351422,16732.66767,7769.336489,11288.68422,3592.72,1996CMR
CMR,1995,0,68696.35091,4945.437836,24732.83576,23656.23967,20097.05271,10527.64404,3588.358357,1262.227235,16358.42775,7597.327109,10965.50588,3441.88,1995CMR
CMR,1993,0,66819.93725,4586.967762,21049.27077,21413.00638,18704.79749,9732.599815,3351.81533,1215.703516,14965.15318,7314.154579,10502.49631,3262.76,1993CMR
CMR,1990,0,61659.75925,3987.005476,17207.34588,18752.58182,17032.49476,8653.071045,3001.839389,1125.360461,13187.79329,6904.289791,9659.158075,2827.93,1990CMR
CMR,1991,0.001624877,63692.45579,4180.019593,18323.57708,19470.22004,17509.09354,9170.506738,3089.161599,1150.602517,14097.90859,6987.381587,9894.453585,2980.54,1991CMR
CMR,2015,0.002016763,60768.49961,7566.394484,54367.66305,39762.32019,36454.41579,7889.513513,5235.887443,1494.611211,10689.67479,7253.775053,13620.40053,6468.15,2015CMR
CMR,2003,0.010362357,78412.38693,6188.530086,47778.24259,33007.89185,27906.14084,10510.70857,4580.809283,1448.557359,15748.75324,9033.981018,13193.82625,4241.14,2003CMR
CMR,2016,0,57861.51804,7386.502324,52647.62043,39839.18187,37083.42273,7864.17647,5245.387483,1490.035834,10671.75999,7058.188624,13527.68398,6572.89,2016CMR
CMR,2017,0.001573933,55417.6171,7345.662746,51023.06863,39930.00793,37498.69166,7701.19255,5243.707323,1467.816461,10469.62448,6716.620004,13301.43366,6689.68,2017CMR
CMR,1992,0,65115.05847,4360.643467,19529.48608,20352.78301,18069.08645,9369.889276,3201.64545,1183.277098,14371.4064,7166.476351,10205.64593,3113.26,1992CMR
CMR,2000,0.001734664,74387.68969,5720.278438,38205.38443,29720.64008,25119.14044,10651.73989,4332.81645,1404.185901,16163.90065,8574.610747,12512.80497,4013.47,2000CMR
CMR,2001,0.016685683,75949.06973,5868.709601,41368.06634,30841.57919,26007.6781,10425.58824,4421.609561,1406.582664,15734.61987,8629.237065,12641.73809,4089.5,2001CMR
CMR,1997,0,70780.34902,5259.690297,29165.58143,25944.87661,21936.89114,10719.83031,3872.437148,1321.462836,16531.37396,7956.137049,11623.49265,3740.29,1997CMR
CMR,2005,0.000983528,79740.76442,6540.348777,52606.13145,34898.80206,29893.10382,10194.48318,4790.936982,1478.119354,15099.86054,9221.047493,13480.52022,4345.13,2005CMR
CMR,2006,0,79222.50582,6714.091379,54280.21143,35507.39744,30624.42538,10090.17405,4895.21412,1502.619862,14810.8356,9255.429644,13689.08103,4520.83,2006CMR
CMR,2007,0.003846024,78593.11073,6910.305093,55410.23111,36127.37148,31317.70832,9743.416981,4982.530997,1515.090346,14101.293,9235.690195,13778.30196,4631.05,2007CMR
CMR,2008,0.004314389,77635.28747,7117.428616,55786.59776,36445.60804,32019.60384,9616.735071,5055.846117,1536.141582,13777.82213,9307.490632,13942.79692,4724.86,2008CMR
CMR,2010,0.006267903,74361.58968,7447.578406,55474.60617,37121.36491,33433.1931,9879.131846,5169.415721,1594.75478,14058.05411,9410.541649,14310.78181,4992.1,2010CMR
CMR,2002,0,77287.50768,6009.898292,44557.16198,31914.32375,26894.38499,10702.10629,4492.84609,1442.264255,16126.19334,8889.090517,13040.06868,4229.95,2002CMR
CMR,2012,0.012309847,69158.84977,7578.770619,54347.6367,38015.83195,34475.81989,8826.087671,5216.446081,1566.386412,12161.61088,8770.12723,14053.65978,5379.02,2012CMR
CMR,2013,0,66682.24809,7598.208742,53969.87075,38562.10284,35079.7129,8504.501953,5224.989571,1544.133264,11632.29298,8556.814952,13735.6141,5275.2,2013CMR
CMR,2004,0,79345.67721,6350.019736,50434.01783,34026.88235,28924.36964,10304.16516,4676.720536,1457.153609,15343.35651,9141.994546,13319.70431,4261.33,2004CMR
CMR,2009,0,76448.29344,7291.94032,55721.20532,36730.13041,32698.30956,9714.736246,5118.074984,1571.826845,13825.04214,9386.474723,14186.62003,4890.77,2009CMR
CMR,2014,0,64021.26113,7711.432305,54448.38808,39259.76133,35760.51041,8208.123706,5225.055023,1516.017367,11192.09649,8174.971803,13408.12629,5330.32,2014CMR
CMR,2011,0,72347.77706,7569.883424,55159.27114,37648.03847,33976.06827,9569.362191,5192.799456,1583.186482,13527.28221,9225.295049,14146.04252,5014.31,2011CMR
COD,2006,0.00058075,336412.8469,22384.54738,133617.2613,105759.4984,91307.26749,27249.12974,14562.66033,5275.216109,32385.16844,46745.23099,54621.73562,8351.42,2006COD
COD,2008,0.005099523,336304.7481,23267.99734,139523.8228,112124.3392,95489.06529,28406.34249,14935.24363,5264.235637,34325.11913,47639.75388,55900.92559,8773.82,2008COD
COD,2009,0,334794.4714,24137.2644,143628.5475,115129.8959,97069.54755,29299.06876,15139.09236,5275.778276,35774.37508,48332.22038,56710.05591,8910.48,2009COD
COD,2010,0.006540133,327781.7218,23236.19325,138611.5006,116545.3886,98210.71871,29654.41634,15268.65309,5264.084079,36436.25512,48285.93388,56870.49122,9132.96,2010COD
COD,2011,0,320178.0854,23049.56369,137409.8203,119691.3529,99525.53277,29471.35908,15570.04736,5249.433836,36246.70162,47949.92648,56867.95961,9488.21,2011COD
COD,2001,0.009365457,331917.7165,22332.14996,126257.3814,99232.58529,82847.9647,29234.00261,15124.72193,5511.291843,35872.64709,45390.2068,53626.14453,8635.42,2001COD
COD,2013,0,297876.3345,22679.75991,134120.9931,125205.8733,101223.2061,27893.16849,15887.72859,5149.273106,33897.32542,45731.14341,55862.3744,10737.15,2013COD
COD,2005,0.002053855,335387.1015,22251.21332,131872.7591,103392.3734,89353.05084,26967.90308,14468.58185,5280.24542,31968.66558,46009.35885,53832.80976,8279.14,2005COD
COD,2002,0.035431298,337485.5809,23214.64791,132709.2638,100123.0854,84435.53602,29034.92084,14855.4063,5442.272959,35618.08734,45629.01027,53696.9322,8479.93,2002COD
COD,2016,0.007760509,261541.2299,21367.87158,126807.1465,132153.1381,104191.3932,25881.116,16355.20307,4988.632418,31413.33163,42445.96676,53754.38549,11970.4,2016COD
COD,2015,0.005213539,272003.3657,21628.04079,128345.1981,129085.6865,102746.5599,26485.04863,16158.78151,5044.087302,32011.41366,43551.51491,54498.70884,11584.26,2015COD
COD,2012,0.000144125,311538.8463,23095.64289,136721.0795,122993.1444,100717.1663,29023.81864,15818.47248,5227.988788,35571.07882,47360.52266,56873.56994,10105.07,2012COD
COD,2004,0,337131.6519,22431.35051,131497.9905,103323.6431,88308.77887,27321.56082,14744.16036,5370.228644,32507.24794,46378.77785,54241.99412,8310.7,2004COD
COD,2007,0.004588894,337467.0313,22747.97682,135996.3255,108555.1413,93291.91461,27724.38838,14663.8974,5262.245492,33155.27964,47135.94415,55166.79228,8522.69,2007COD
COD,2000,0,329238.116,22247.74377,123916.8036,97052.1415,80344.68454,29751.24622,15081.75675,5481.139489,37107.42924,44700.46637,52785.63243,8470.54,2000COD
COD,2003,0.004239687,338972.0428,22983.23867,132840.6498,102774.3013,87040.65159,28473.09775,15028.86599,5465.440886,34435.51009,46533.91826,54575.98517,8476.51,2003COD
COD,2017,0.082693758,252769.78,21564.42167,126790.0847,135749.3141,105999.4947,25418.67361,16609.2889,4980.360441,30914.96124,42040.34687,53515.46627,12165.11,2017COD
COD,1990,0.00454125,274531.8939,16789.72174,81643.11517,80924.35019,53159.58451,23554.02658,13009.89615,4779.435239,29125.07266,34689.67766,41149.98618,6724.32,1990COD
COD,1991,0,280074.3725,17311.26394,85378.49587,82332.84817,55814.24966,24092.60496,13304.40743,4856.605152,29799.11004,35357.0933,42183.03605,7100.82,1991COD
COD,1992,0.001690251,284094.3333,17814.21056,89028.50539,83649.76453,58410.80057,24367.27605,13510.87087,4914.940553,30003.52792,35953.0467,43044.66871,7375.78,1992COD
COD,1993,0,290109.9876,18529.4413,95522.88403,85224.7528,61075.20002,24901.03433,13617.1809,4974.519766,30671.14369,36944.0347,44107.67843,7458.47,1993COD
COD,2014,0.024746182,285383.765,22254.4687,131258.0156,127557.3986,101814.2341,27115.06654,16021.71326,5088.515141,32843.87451,44997.9174,55092.4317,10716.06,2014COD
COD,1995,0,301838.0446,19740.77195,102720.9787,90548.9561,67622.57696,26145.22784,14355.41093,5134.717321,32336.42128,39198.58194,46567.74391,7690.57,1995COD
COD,1996,0,313937.3843,25209.14785,129670.2994,96728.02311,72304.60677,27156.26138,14887.44865,5262.993245,33871.55908,40397.85829,48106.44374,8048.84,1996COD
COD,1997,0,320505.1309,26230.96886,135053.7718,96619.35462,73866.17668,27872.75728,14747.73926,5271.653089,34835.98514,41004.57054,48876.61742,8217.85,1997COD
COD,1998,0,323592.8601,22690.75173,120443.3984,96695.61268,75977.60319,29998.74719,14914.90294,5361.819698,38393.00156,42268.3628,50335.76363,8427.04,1998COD
COD,1999,0.000309115,325846.0394,22796.03403,123683.3209,97303.55492,77906.70138,29171.93617,14994.19528,5396.454456,36545.9642,43387.9447,51361.08762,8346.13,1999COD
COD,1994,0.006858611,299930.9848,19242.98236,97766.62724,87814.22074,64433.80991,27303.69747,13929.64031,5053.998618,34851.18487,37956.72791,45289.05877,7639.28,1994COD
COG,2000,0,12690.99686,1420.2285,12044.46169,8080.626534,6558.493938,1463.821835,1458.77102,412.4272365,2039.034043,2040.535933,2773.159597,754.35,2000COG
COG,1999,0.004870443,12714.62576,1495.802403,12323.26258,8394.405923,6180.000366,1424.364968,1492.256752,416.4030432,1954.45992,2061.472146,2794.400679,754.4,1999COG
COG,1998,0,12881.03548,1835.330403,14087.22578,8532.87561,6135.986169,1385.257563,1498.086085,412.3852237,1891.243956,2041.090385,2759.110764,739.13,1998COG
COG,1997,0,13368.56646,2638.422333,18257.49006,8937.429291,6151.558602,1339.570039,1544.365928,418.3395984,1803.047963,2082.918936,2788.813823,727.16,1997COG
COG,1996,0,11382.59532,1268.905459,11171.82843,8273.840497,5935.27752,1263.384972,1529.132768,410.9446259,1674.711315,2057.101372,2731.430918,695.1,1996COG
COG,1995,0,10961.25867,1200.687932,10649.01454,8116.253544,5859.60962,1221.271892,1524.190661,399.6925545,1617.662499,2026.38153,2661.64401,655.67,1995COG
COG,1992,0,9947.232365,999.8783846,8837.219328,7369.985628,5144.172477,1101.534214,1434.203088,360.779124,1461.740985,1839.939277,2401.361812,579.74,1992COG
COG,1993,0,10271.38046,1114.166989,9843.861676,7670.955254,5272.037299,1118.025115,1444.187785,367.2668862,1480.167473,1862.248465,2441.537898,597.9,1993COG
COG,2017,0,6767.101056,1160.762112,11619.91638,10040.06012,8323.771182,1196.174173,1556.248047,410.192171,1707.278717,1283.464097,2440.38727,1179.92,2017COG
COG,1991,0,9680.040536,959.2783638,8357.166386,7222.869365,4982.668338,1087.855123,1426.427328,357.21094,1444.748797,1819.192216,2370.668174,569.54,1991COG
COG,1990,0,9445.375015,911.6290251,7662.021176,7095.253871,5002.824444,1088.148813,1456.679243,359.3570276,1443.469042,1844.773655,2386.417799,559.8,1990COG
COG,2001,0,12663.91959,1347.390221,11675.60289,8134.054541,6308.070991,1457.293599,1391.117763,396.2720315,2058.70346,1938.590911,2664.042236,746.46,2001COG
COG,1994,0,10608.09485,1152.12041,10228.07991,7860.1538,5516.783202,1179.474418,1491.236255,386.1194478,1564.598509,1955.535922,2563.580259,627.52,1994COG
COG,2002,0,12636.37047,1340.428939,11663.63608,7999.960959,6406.704903,1470.915608,1345.324122,387.1743764,2107.928499,1868.374399,2595.397538,747.76,2002COG
COG,2013,0,8233.182134,1135.016587,11179.84549,8845.922203,7523.294947,1410.503739,1417.155885,393.0568936,2104.185599,1399.212478,2377.763469,999.81,2013COG
COG,2004,0,12184.26017,1249.89195,11653.55218,8098.708223,6587.165499,1562.531372,1336.669917,390.4962557,2298.696458,1842.149932,2588.231719,767.22,2004COG
COG,2003,0,12549.33712,1323.060189,11671.64137,8109.820881,6419.397299,1514.222634,1346.632788,389.4628883,2198.183433,1860.938017,2598.240484,758.22,2003COG
COG,2015,0,7200.206359,1124.736841,11236.02587,9303.441108,8037.325172,1225.355801,1481.025052,399.1403904,1758.328713,1342.671159,2380.711296,1060.01,2015COG
COG,2014,0,7615.719924,1125.555011,11280.27789,9097.552353,7754.900941,1268.897078,1451.199487,396.6612529,1835.541947,1369.257924,2385.531889,1037.87,2014COG
COG,2012,0.051276514,8634.282107,1162.262329,11281.80783,8599.600909,7469.835041,1408.344987,1390.958638,393.373638,2085.529369,1471.121555,2381.569103,931.43,2012COG
COG,2011,0,9098.34816,1128.218715,11048.49625,8428.511422,7285.595454,1469.286057,1357.098388,391.1019654,2196.930733,1504.125318,2394.406721,911.1,2011COG
COG,2016,0,6853.336031,1134.372623,11434.59585,9627.848775,8103.438496,1183.975411,1512.118364,401.9157209,1687.649678,1305.413628,2392.782829,1109.63,2016COG
COG,2009,0,10024.94657,1139.211827,11403.54563,8247.429092,7130.137247,1629.883861,1350.220948,398.3085481,2468.797127,1644.061094,2479.610924,856.43,2009COG
COG,2008,0,10477.56425,1149.311735,11572.59387,8250.716246,6967.397927,1669.026312,1338.591856,398.8846847,2529.624912,1690.526109,2515.27954,845.69,2008COG
COG,2007,0,11099.99993,1173.427149,11617.86399,8168.206317,6913.557518,1725.086642,1325.457967,395.6822292,2630.756626,1730.09105,2535.961553,826.94,2007COG
