Code,Year,Deaths - Exposure to forces of nature %,Deaths - Under 5 ,Deaths -  Age: 5-14 years ,Deaths - Age: 15-49 years ,Deaths - Age: 50-69 years,Deaths - Age: 70+ years ,Deaths - No access to handwashing facility ,Deaths - Smoking,Deaths - Secondhand smoke,Deaths - Unsafe water source ,Deaths - Household air pollution from solid fuels ,Deaths - Air pollution ,Deaths Outdoor air pollution,IDDeath
PRT,1997,0,976.5654536,356.9055812,9306.481628,22662.62752,72522.30175,32.19961121,14730.909,2267.757137,3.967033933,992.4549756,5437.214106,4527.54,1997PRT
PRT,1996,0.01131917,1009.968586,375.7392345,9444.074548,23291.26899,71895.31147,30.64613848,15073.95647,2272.381888,4.614793939,1068.685641,5444.83797,4457.64,1996PRT
PRT,1995,0,1039.975301,403.2391843,9169.974092,23020.56619,69468.13159,28.88166894,14733.87198,2216.77867,4.843997684,1131.086616,5272.381197,4218.18,1995PRT
PRT,1992,0.001945467,1420.145644,487.0963959,9180.803623,24504.87571,67211.8444,27.55986985,15216.06543,2260.148656,10.55343376,1499.66618,5361.990003,3936.09,1992PRT
PRT,1993,0.00572752,1293.650274,445.8877212,9106.639614,24601.05031,69311.22853,28.44991205,15334.05548,2307.056951,8.759732496,1398.554125,5479.607405,4157.9,1993PRT
PRT,1991,0,1608.05009,562.639163,9098.041096,24998.8818,67293.00229,28.14926402,15424.03355,2298.862713,13.6294256,1653.847949,5432.908255,3852.61,1991PRT
PRT,1990,0,1648.062992,565.0872103,8735.783707,24732.36269,65551.04255,28.29370264,15256.8362,2260.631651,16.49907825,1756.132477,5322.21565,3637.47,1990PRT
PRT,2002,0.003763474,727.1861876,250.700934,8474.700592,20811.41421,76021.75259,32.22031061,13962.38584,2108.851446,4.715039982,624.8273385,5367.324539,4834.62,2002PRT
PRT,2001,0.012354803,757.4247259,258.1641147,8768.331063,21044.02489,74395.77405,32.27405969,14041.80595,2142.786255,3.797668842,676.1183942,5296.900881,4708.96,2001PRT
PRT,1994,0,1125.620727,426.1379343,8683.345868,22895.5949,67091.5176,27.50956469,14412.05114,2165.826147,6.153775166,1212.176032,5159.454913,4021.07,1994PRT
PRT,2016,0,323.511954,84.78780169,4274.772969,18659.30358,87224.22219,50.36438581,11804.88122,1536.424731,16.23621946,177.8318949,4145.220366,4046.95,2016PRT
PRT,2003,0.001865442,613.6597001,225.2524107,8132.224948,20550.99531,77692.0302,33.2679917,13832.3531,2070.56893,5.511523948,569.3792997,5409.17718,4934.46,2003PRT
PRT,2015,0.000936446,312.7021004,92.17446856,4403.16937,18133.48401,83846.8877,49.10267049,11711.82663,1506.944246,16.75367538,183.5315926,4276.219463,4176,2015PRT
PRT,2004,0,555.6328128,202.3852855,7552.013962,19479.47818,74744.63386,32.91370178,13109.56623,1916.44704,5.543670623,485.8995334,5112.242482,4717.57,2004PRT
PRT,2014,0.001870042,305.1539679,99.98057509,4773.960534,18492.87869,83279.07647,49.79434288,12098.22097,1548.115689,18.82038327,195.187383,4286.350866,4173.18,2014PRT
PRT,2013,0,317.4470948,109.5149452,5048.167505,18632.13917,82911.88212,49.79291291,12373.41174,1586.093976,18.40581587,209.7933977,4537.530961,4415.27,2013PRT
PRT,2012,0,351.5747378,123.1350833,5357.503004,18542.23091,82461.2514,48.73542599,12507.18412,1623.334401,16.21187742,228.3520091,4600.102492,4460.17,2012PRT
PRT,2011,0,365.1151693,128.9787171,5719.381759,18596.60904,80949.14133,46.42217871,12609.90521,1645.325274,14.4414284,244.9752294,4823.67517,4671.71,2011PRT
PRT,2017,0,289.1568213,79.87891201,4307.714947,19100.55407,89976.91269,51.16219076,11869.44749,1557.621078,15.56479995,175.106846,4328.693244,4237.9,2017PRT
PRT,2009,0,434.7471047,143.5679255,6338.625067,18671.68356,80181.76568,43.8292047,12817.40802,1732.169425,11.57115034,299.7373161,4931.891411,4726.17,2009PRT
PRT,2008,0.001907934,434.9824747,152.3747874,6536.510341,18653.46975,79049.33604,41.90527143,12828.86573,1756.491279,9.994805739,330.8789048,4968.110984,4731.26,2008PRT
PRT,2007,0,446.2644016,161.0206206,6831.959302,18798.3791,77695.00429,39.60751828,12901.54486,1789.12811,8.545462145,356.8260991,5003.758494,4740.84,2007PRT
PRT,2006,0,467.0672458,172.1886275,7020.999782,18903.20324,74924.73015,37.34405985,12981.51905,1806.624027,6.804487713,388.3542153,4965.579956,4669.61,2006PRT
PRT,2005,0,523.152325,189.8476568,7284.899205,19187.06663,74097.1402,34.85143223,12983.77273,1853.881152,5.94869374,432.0301999,5005.941747,4665.92,2005PRT
PRT,2010,0.047187083,363.1623593,137.1371885,6099.793772,18587.06441,80775.99974,44.94785701,12756.53936,1688.949984,12.79479988,270.3265685,4829.193238,4651.24,2010PRT
PRY,2003,0.008138261,3290.566035,543.7612248,4636.938334,5785.235728,10346.34103,193.234252,3240.286276,495.2573676,290.6564524,1375.35863,1862.668727,499.22,2003PRY
PRY,2002,0.004265477,3352.672948,503.5633022,4397.374413,5399.285431,9823.872829,204.4529093,3090.924906,472.0475622,315.1986273,1322.967264,1771.565266,460.03,2002PRY
PRY,2001,0,3433.136801,503.2430726,4269.007069,5209.727195,9547.262369,216.3545713,3036.94475,462.9556366,335.2334335,1305.616839,1732.591235,438.25,2001PRY
PRY,2000,0,3497.63404,515.6370767,4242.180475,5205.111214,9331.617683,231.053673,3039.108992,464.0711729,358.3277785,1314.422123,1731.612843,428.62,2000PRY
PRY,1999,0.00448932,3538.115779,532.6357226,4008.930436,5183.771165,9030.023348,243.4294748,3004.369219,459.9467358,374.3430276,1321.871464,1727.379535,416.85,1999PRY
PRY,1998,0.252781863,3636.505634,532.3285092,3845.953585,4944.095573,8808.048521,258.714095,2912.18299,452.8453244,399.1405433,1318.188651,1706.855101,399.85,1998PRY
PRY,1995,0,3970.097047,518.9261799,3590.202361,4543.696816,8157.879557,305.4834467,2755.105367,452.5791132,478.336206,1344.626525,1695.498382,361.32,1995PRY
PRY,1996,0.028152198,3878.935861,535.4681713,3793.974674,4729.820819,8390.551652,292.7038377,2826.877527,458.1303963,453.3312712,1351.330226,1720.128555,379.61,1996PRY
PRY,1994,0,3990.09054,488.1536904,3448.794789,4494.572587,8345.307804,320.4568349,2773.80842,464.8343707,504.5029052,1396.997222,1742.727396,356.63,1994PRY
PRY,1993,0,4096.527795,477.3974568,3261.369594,4316.817636,8113.501158,334.7593419,2679.765885,458.3354709,530.238206,1385.443801,1712.353563,337.72,1993PRY
PRY,2004,0.003796638,3246.311419,635.8139942,5129.973394,6246.120693,11100.45234,181.0013429,3426.820928,524.9615737,261.6014374,1442.192381,1974.204423,544.61,2004PRY
PRY,2015,0.025287281,1889.684654,365.5232685,5539.46553,8876.289894,15028.78123,102.6294602,4171.249767,640.1450377,103.9058969,1371.40968,2130.772194,773.61,2015PRY
PRY,1997,0.155504811,3750.956312,530.7436616,3773.68737,4758.715094,8420.251381,273.6083708,2803.642291,445.4395778,424.1347554,1305.447405,1676.210524,381.48,1997PRY
PRY,1992,0,4172.325672,469.5429974,2933.673281,3986.34217,7344.269899,343.4285286,2479.867104,426.5890369,552.417487,1290.827284,1585.058938,304.31,1992PRY
PRY,2005,0.011298938,3048.81641,584.2266731,4967.555555,6456.875067,11508.5144,164.9707175,3517.399285,537.9623583,228.4730596,1462.857944,2018.213436,568.23,2005PRY
PRY,2007,0,2768.808615,517.758637,5080.986674,6901.759857,11914.38523,138.0828627,3628.392501,549.1532309,175.6017788,1451.790432,2049.16889,610.28,2007PRY
PRY,2006,0.003662155,2931.353254,534.6249976,5109.952414,6858.693216,11912.24762,152.0627922,3645.653949,555.4810052,200.9474101,1495.346005,2082.020579,599.84,2006PRY
PRY,1990,0,4399.110953,465.7980858,2636.400467,3617.919226,6819.421503,366.2274007,2303.004296,412.9381142,605.7344311,1248.345477,1509.663941,271.02,1990PRY
PRY,1991,0,4216.932097,460.5387477,2717.057503,3721.77575,6989.222735,349.4895488,2325.065067,412.9046657,572.1691243,1247.384569,1518.704757,281.02,1991PRY
PRY,2017,0,1758.677234,351.4036792,5604.210533,9364.573872,15616.87985,101.122424,4293.22832,665.5687452,102.8773214,1326.430817,2113.024429,800.78,2017PRY
PRY,2014,0.006281572,2230.08265,406.479159,5527.090333,8729.712688,14929.46588,108.4865896,4170.766072,637.9720266,112.7590873,1426.831029,2143.529793,731.09,2014PRY
PRY,2016,0.018690216,1769.239056,346.7536663,5574.775484,9175.248062,15344.7448,100.8680889,4248.818032,653.6887971,101.1870268,1353.409452,2088.740892,749.31,2016PRY
PRY,2012,0.035828345,2426.964247,395.471748,5352.605714,8303.493789,14234.34259,113.5560893,4078.944749,616.5790075,122.3591192,1475.71616,2174.897362,713.52,2012PRY
PRY,2011,0.006586704,2488.847369,433.0030703,5376.699933,8051.38994,14030.76171,117.5146452,4058.621096,613.2303315,127.954098,1497.585233,2202.251374,718.98,2011PRY
PRY,2010,0.003325522,2546.232714,444.4176937,5423.986207,7883.458735,13770.40197,122.5513575,4047.08777,610.616022,135.695445,1523.70786,2226.839717,717.4,2010PRY
PRY,2009,0.003428617,2617.825657,471.8873229,5457.036849,7613.259461,12978.89729,126.1373747,3907.009825,589.3933316,146.0537752,1503.213741,2170.659137,681.14,2009PRY
PRY,2008,0.003601841,2676.007367,504.612839,5243.232173,7123.639137,12211.3292,128.6832027,3693.073336,558.3422973,157.5965617,1448.029528,2069.313149,634.22,2008PRY
PRY,2013,0.015630143,2351.248569,413.5337864,5530.760313,8680.157341,15015.77022,113.1431649,4216.008,644.718049,118.2018695,1498.523702,2211.051302,727.23,2013PRY
PSE,1997,0,3083.440439,362.0894233,1565.673523,2439.707401,3977.850602,43.26024508,873.6931371,290.9573087,27.51521121,40.97425848,867.1611351,834.51,1997PSE
PSE,2000,0,3412.706868,704.106477,3116.587438,2707.958722,4384.049114,40.36103699,927.6043772,313.6290587,23.11246701,38.90906921,928.9649764,898.98,2000PSE
PSE,1999,0,3067.736382,396.8177935,1741.612723,2537.254376,4188.936478,41.07727792,903.204341,304.5839043,24.44144518,39.29591926,904.864934,874.22,1999PSE
PSE,1998,0,3073.112053,376.2191974,1635.73594,2486.803142,4072.643881,42.22510455,886.8417484,297.4262533,26.01255993,39.95119667,885.5625938,854.08,1998PSE
PSE,2004,0,3778.341327,933.5385041,4308.469783,3177.320315,5106.026043,40.95490914,1024.760434,347.2635902,21.99809892,37.74177302,1039.166766,1011.13,2004PSE
PSE,2001,0,3592.273736,848.4354354,3777.960394,2814.77761,4531.337541,40.19437293,953.9549742,319.8098746,22.54843208,38.24622234,953.1026379,924,2001PSE
PSE,1994,0,3144.672875,350.1054622,1497.105107,2249.588145,3712.703617,45.8223078,826.9400345,268.5402214,34.55573669,42.9758749,799.6151654,764.47,1994PSE
PSE,1993,0,3232.619481,369.7242472,1579.518168,2203.400441,3655.75787,46.59621687,817.4623317,263.167266,36.36112475,44.12392139,783.9383562,747.55,1993PSE
PSE,1992,0,3272.688783,375.2268938,1598.036925,2160.056904,3613.969918,47.22517699,811.0220607,258.4196562,38.00077995,45.86105309,768.7278705,730.52,1992PSE
PSE,1991,0,3287.578857,362.5981894,1533.619704,2084.035149,3579.500422,47.89630779,803.5471666,253.1997273,39.86307593,47.68513283,751.240685,711.1,1991PSE
PSE,2017,0,1901.139565,299.8504844,2169.220127,3940.352206,6137.195002,31.6159853,1138.537368,346.464793,25.70535633,12.20669036,1124.295045,1122.7,2017PSE
PSE,1995,0,3101.325982,347.8316831,1489.807072,2312.370354,3791.28786,45.08606466,840.9994226,275.5597852,32.61262285,42.39500086,818.160125,783.71,1995PSE
PSE,2002,0,3811.710153,1016.891534,4576.4461,2980.650443,4759.29536,40.60703807,992.925921,330.2096908,22.15473078,37.94680887,988.6387367,960.16,2002PSE
PSE,1996,0,3087.932657,353.4170198,1521.597268,2373.961164,3872.557171,44.1322072,856.4420692,282.5862832,29.91177599,41.03861868,841.936133,809.03,1996PSE
PSE,2016,0,1988.806506,320.8385602,2181.324901,3779.750488,5930.111187,31.87495958,1095.659392,340.8888836,25.45369874,13.5571901,1090.514805,1087.1,2016PSE
PSE,2015,0.028153124,2115.619033,346.2215642,2239.43272,3658.529627,5852.82697,33.26044397,1065.241821,339.4424838,27.1254692,14.82959781,1086.434927,1081.73,2015PSE
PSE,2014,0,2328.685016,436.6882822,2671.021953,3605.393682,5734.609546,34.92379423,1039.708478,338.3262944,29.29052414,16.73512911,1071.232201,1064.34,2014PSE
PSE,1990,0,3282.878452,358.8848971,1499.505958,2034.237198,3551.402208,48.24038382,799.1285214,248.6510781,41.32741492,49.69656014,734.0096636,691.77,1990PSE
PSE,2013,0.043137601,2374.826861,349.7240469,2096.891877,3460.50747,5631.924599,36.20805439,1017.068132,337.8184754,31.51785493,17.98060111,1062.995071,1054.7,2013PSE
PSE,2012,0,2686.090339,497.0165445,2807.106821,3502.345722,5745.439908,37.97552944,1006.058446,344.6985171,33.40877721,20.42751788,1069.624303,1058.9,2012PSE
PSE,2011,0,2812.874831,466.571993,2557.232055,3409.18144,5593.191034,39.00630495,996.6229389,342.2588436,34.26636309,22.28185399,1059.973764,1047.37,2011PSE
PSE,2003,0,3685.91367,867.9098188,3957.553968,2996.769314,4840.677812,40.57080644,1005.420582,333.9003821,21.86860866,37.73339839,1001.879889,973.65,2003PSE
PSE,2009,0,3843.347263,1175.566064,6103.30893,3574.722791,5597.419569,40.41474394,1011.663874,344.4273975,30.90729899,26.86042727,1062.29206,1045.16,2009PSE
PSE,2008,0,3997.231017,1235.195676,6270.130854,3531.632889,5544.560813,40.35833703,1022.790706,346.8974156,27.73847905,28.55726954,1064.281863,1045.47,2008PSE
PSE,2007,0,3547.225695,769.0820942,3810.968835,3277.380778,5440.796278,40.42420692,1036.844411,350.4409279,25.18958749,30.815064,1069.029493,1048.03,2007PSE
PSE,2006,0,3914.01617,1074.582061,5198.256922,3345.840301,5344.404305,40.38700024,1037.687796,350.5831821,23.35568197,33.67254531,1060.271829,1036.34,2006PSE
PSE,2005,0,3574.074266,750.9638484,3541.686891,3160.555335,5188.310915,40.7108511,1028.819108,349.0334282,22.77141026,36.69685927,1046.731965,1019.68,2005PSE
PSE,2010,0,2949.613965,470.6827747,2508.963125,3322.886358,5557.739107,40.40393771,999.8219973,342.1107282,34.03204287,24.77427522,1058.942714,1043.88,2010PSE
QAT,2003,0,145.7751028,36.48333793,504.568429,522.4181516,358.2211158,0.876900231,115.6836931,34.98181917,0.684906632,0.024689957,152.9316528,154.46,2003QAT
QAT,2015,0,204.4973751,47.37246884,1316.410006,1143.344733,636.1327943,2.401650227,239.9955646,65.04380985,1.563210528,0.021216236,303.6871787,306.34,2015QAT
QAT,2014,0,204.2462226,45.63883624,1308.370936,1077.354862,606.1497361,2.308568623,228.6827834,61.86822867,1.44448135,0.024795232,279.5206241,281.91,2014QAT
QAT,2013,0,201.7356067,43.51730437,1278.97703,994.9734621,576.4907624,2.137314128,215.7662253,58.38321161,1.34557018,0.02324909,272.1299378,274.48,2013QAT
QAT,2011,0,193.8978146,40.69321444,1222.454915,847.9899667,530.5747425,1.812758318,192.5225079,52.3506025,1.21254878,0.025201833,240.0048225,242.09,2011QAT
QAT,2008,0,169.9385435,37.80424613,892.2794105,713.0430165,475.2684254,1.31846256,160.8885741,44.52548622,0.851178507,0.024542448,203.8362655,205.67,2008QAT
QAT,2012,0,200.3480003,42.59978823,1275.292243,915.9049965,551.6605527,1.975072628,203.304472,55.16157028,1.284425305,0.022744503,257.941523,260.19,2012QAT
QAT,2007,0,160.9828698,36.6601853,776.2435455,654.8554605,439.8404844,1.151846099,145.3090305,41.11474497,0.748343511,0.024006074,186.7188588,188.42,2007QAT
QAT,2006,0,154.0981115,36.71949082,676.7134656,614.9975925,419.5323741,1.033891999,136.0694875,39.07332146,0.698479681,0.024309229,176.1968519,177.83,2006QAT
QAT,2005,0,149.1630936,37.11332166,593.230791,584.7313115,403.3609163,0.955451633,129.6693236,37.64089115,0.698096125,0.024891688,168.5327505,170.15,2005QAT
QAT,2016,0,203.8242587,49.74140088,1367.295392,1220.884772,677.064183,2.488263409,255.1093202,69.29393162,1.568771057,0.02145087,316.354178,319.15,2016QAT
QAT,2010,0,187.6666139,39.66803636,1144.30603,798.3243414,512.8640342,1.666000649,183.0136182,49.92261035,1.120791999,0.024288754,230.0204384,232.04,2010QAT
QAT,2002,0,146.8137145,38.16081826,478.3359555,500.0493155,354.5189077,0.866088247,112.9961881,34.71068354,0.695296597,0.025564136,149.6233154,151.16,2002QAT
QAT,2009,0,179.4354522,39.137579,1050.367527,765.4548163,493.704524,1.492499138,173.4852672,47.59060301,0.963608818,0.024616385,218.7004544,220.64,2009QAT
QAT,2000,0,153.2345739,39.36332122,450.5918779,479.0936135,352.2477742,0.850039614,113.0768819,35.54134802,0.700207556,0.028502281,148.8287487,150.42,2000QAT
QAT,2004,0,145.6643772,36.0303391,536.8671999,549.3389226,371.325357,0.896917852,120.0866767,35.69936447,0.686696866,0.024303241,158.1139066,159.68,2004QAT
QAT,2017,0,200.739634,51.52571502,1428.139291,1329.12705,736.1073103,2.6160738,277.0562145,75.74879044,1.616976009,0.020585329,344.6368802,347.72,2017QAT
QAT,1990,0,219.549535,38.09695967,396.6538113,324.0947538,215.8749133,0.904537836,86.39569136,27.28248873,0.876691977,0.055347192,108.5942533,109.82,1990QAT
QAT,1991,0,210.5507273,39.0777594,405.4754513,341.5952792,228.6665207,0.872447213,90.33817697,28.76352649,0.798993948,0.049944227,114.742485,116.04,1991QAT
QAT,1992,0,201.0986856,39.51284987,415.4534261,360.1425222,244.7688711,0.853461263,94.83210254,30.22283464,0.730916124,0.04497484,120.9744577,122.35,1992QAT
QAT,1993,0,193.9839302,40.08721352,417.6594214,380.1521306,269.8029341,0.839481825,99.87632484,31.82422342,0.671718094,0.041661025,127.7616214,129.23,1993QAT
QAT,2001,0,149.3800254,39.1814556,454.6261763,486.8566826,350.2070443,0.862507955,111.7060629,34.75998618,0.72802164,0.026588456,147.6419362,149.2,2001QAT
QAT,1995,0,180.960324,39.21186575,441.6869211,411.6485576,285.6994283,0.794664693,107.4627904,33.82935748,0.578266702,0.036589498,137.3012276,138.86,1995QAT
QAT,1996,0,175.5056302,39.14678775,449.8789712,425.3360118,302.8545008,0.813292323,109.4566749,34.91164971,0.61647627,0.033705422,142.1235994,143.74,1996QAT
QAT,1997,0,169.1366491,39.06225833,451.9976598,433.7111771,322.2405584,0.822448065,110.3263624,35.3471059,0.638836221,0.030848413,144.6874443,146.33,1997QAT
QAT,1998,0,163.4822906,39.45387594,440.3167344,453.9718701,337.9838401,0.832367198,111.8573187,35.65096141,0.666664866,0.028498559,146.7734457,148.42,1998QAT
QAT,1999,0,158.4739881,39.46276196,440.6626213,471.4376299,347.7500764,0.842544874,113.1768518,35.79216624,0.689041598,0.029218129,148.5446294,150.18,1999QAT
QAT,1994,0,187.1982947,39.66251789,428.2211587,396.1811841,281.0655024,0.818254249,103.909308,32.96442161,0.62120913,0.03879039,132.9738091,134.5,1994QAT
ROU,2001,0.004208836,4644.864594,1403.437121,25956.3379,80302.71125,149048.5135,116.0068676,47491.63828,8024.717995,111.1649245,7727.793844,19997.23756,12438.11,2001ROU
ROU,2000,0.006262126,4966.389629,1570.495055,25820.99816,78652.7636,144494.4979,124.8394251,45994.91425,7925.315666,128.2852141,8001.512734,19828.20534,11995.82,2000ROU
ROU,1999,0.010361607,5106.47207,1752.699657,27224.43948,80853.33852,145641.0758,133.8865798,47071.20553,8159.292778,136.1032964,8522.023964,20620.39141,12276.38,1999ROU
ROU,2016,0.000772288,1645.992799,414.6378628,16015.8222,68965.07228,171930.4452,69.10204721,41013.69812,5963.739551,49.20054017,3715.759725,15086.8047,11494.78,2016ROU
ROU,1997,0.011370143,6215.548749,2079.247176,32297.40593,91086.8864,149760.6037,160.6804346,51941.90296,8888.721429,147.5897733,9906.051504,22931.50115,13222.74,1997ROU
ROU,1996,0.00035363,6146.385209,2082.859596,32234.1644,92155.91338,150162.8234,164.3817578,52235.84896,8941.774337,152.2379711,10345.15628,23355.95994,13219.36,1996ROU
ROU,1993,0.001138964,7246.364185,1770.190465,27817.45283,88207.52416,138356.3004,172.0750093,49090.07075,8300.833775,169.9421174,10715.30728,22690.92504,12219.48,1993ROU
ROU,1994,0.000752163,6914.864119,1967.328747,29132.13552,89172.774,138713.4627,170.7749407,49572.16453,8379.434441,170.2234882,10440.558,22491.62571,12274.47,1994ROU
ROU,1992,0,7533.986809,1715.674051,26899.77041,86910.42501,138199.2225,171.2514679,48692.21754,8205.112067,171.0302989,10927.11799,22895.43129,12240.38,1992ROU
ROU,1991,0.043268745,7936.598502,1782.752467,25288.57937,82276.06404,132319.8497,169.9173854,46135.29342,7794.322532,180.0137403,10663.31495,22069.40765,11687.84,1991ROU
ROU,2003,0.001877051,4158.836658,1005.598368,24827.48823,79250.43629,157134.0087,99.6076727,48549.85143,7983.64265,81.81345359,7117.022213,19749.0646,12794.73,2003ROU
ROU,2002,0.005231789,4309.283694,1207.62848,25691.51862,81017.56414,155369.7596,109.7007462,48709.15369,8137.08919,94.64942255,7602.402447,20231.41387,12798.57,2002ROU
ROU,1995,0.000364993,5979.360282,2008.746623,30925.48647,90836.79921,144228.2899,161.854099,50988.2985,8607.744791,151.8323237,10293.56664,22793.9452,12712.91,1995ROU
ROU,2017,0.003448383,1557.854372,416.154504,16034.07515,69389.23581,173703.6774,65.39495727,40499.03361,5869.004763,43.97288279,3589.936836,15126.37283,11662.21,2017ROU
ROU,1998,0.011473598,5657.646944,1958.491811,29845.27041,85648.21693,147076.7531,146.0536774,49227.62396,8493.120389,140.8878538,9160.506802,21659.43675,12682.3,1998ROU
ROU,2010,0.001158404,2428.902446,546.6511818,18427.0989,70227.51745,167347.943,72.23457104,45163.73195,6777.572708,39.15958507,4536.272985,16933.45358,12531.41,2010ROU
ROU,2004,0.005401963,4166.54409,857.8174578,23290.14061,75857.17176,154994.8004,91.93862625,47040.11169,7628.417103,71.61441847,6544.316679,18784.47113,12392.82,2004ROU
ROU,2008,0.002354273,2868.707168,626.8272495,19694.05864,71316.79289,160350.6873,76.3071745,45259.43493,6929.974038,44.83791711,5009.104025,17146.97543,12272.94,2008ROU
ROU,2005,0.00307124,3845.883808,760.7885847,22022.17908,74701.39957,159152.7282,86.63397778,46677.78438,7544.360061,63.11145195,6238.676657,18508.60854,12418.02,2005ROU
ROU,2007,0.00516396,3087.11235,660.088725,19655.04509,70680.15321,157663.3891,77.85720974,44574.6019,6981.347022,48.59733394,5301.700409,17208.44166,12042.58,2007ROU
ROU,2009,0.004261277,2634.914751,580.7911857,19353.1867,71379.1699,164191.369,74.41961978,45557.9816,6896.559338,41.56578659,4776.342012,17130.9928,12489.67,2009ROU
ROU,2006,0.00351182,3567.744511,712.2990651,20591.58005,72449.32954,158957.5656,82.2508278,45557.59347,7271.186805,56.44988358,5766.049087,17864.99149,12240.46,2006ROU
ROU,2011,0,2220.486171,495.6684035,16382.6384,65953.86582,164468.0859,69.93989984,42415.17064,6361.303094,38.33774166,4031.276695,16139.69624,12237.67,2011ROU
ROU,2012,0,2099.229691,490.116561,16043.74985,66498.86518,167676.3102,69.52010444,42442.18856,6324.569421,38.98566414,4039.669771,15787.09682,11872.88,2012ROU
ROU,2013,0.00199273,1993.650063,455.5656218,15854.99708,66092.64099,166517.5787,68.45083091,41491.31703,6145.455681,42.52700716,3921.661579,15168.46463,11367.02,2013ROU
ROU,2014,0.001957528,1962.093674,436.9202919,16049.14808,67421.26881,169556.6723,69.928414,41818.8111,6143.828704,46.51449772,3889.669429,15233.52605,11466.16,2014ROU
ROU,1990,0.005234193,10286.64328,1965.057845,25373.38222,81059.16238,129683.6963,199.7390401,46026.08841,7855.007132,220.2524861,11050.17869,22399.08301,11648.39,1990ROU
ROU,2015,0.000388675,1805.769546,423.814812,15809.51277,67642.78433,171603.9189,70.19793761,41304.99959,6066.640524,49.13049449,3757.827523,15420.88642,11789.26,2015ROU
RUS,2008,0.003240808,18960.56356,4614.927056,378258.5112,670160.4009,1059924.31,649.7145562,355798.8328,50236.98803,230.9247991,707.1657872,135028.6908,135019.81,2008RUS
RUS,2004,0.004239772,21916.89292,6946.176356,458022.7088,773004.2973,1057782.634,770.1315916,396516.6835,58552.07683,363.7219497,735.6977163,149742.2425,149825.49,2004RUS
RUS,2005,0.004378883,20703.36048,6227.573411,482872.9471,806512.7408,1082584.7,780.0804487,409102.8904,60163.93748,328.7628688,848.1954641,150585.6111,150527.11,2005RUS
RUS,2006,0.003579363,20121.44182,5481.329599,427890.549,727762.1205,1037991.264,706.9277554,369642.3965,54358.85582,279.100934,782.6516135,140319.8867,140263.16,2006RUS
RUS,2007,0.002545821,19780.47963,4951.864323,391408.2416,679997.0956,1027114.678,662.3513809,351022.921,50920.97134,249.063316,749.8342527,134428.8881,134373.7,2007RUS
RUS,2009,0.002518122,18375.3156,4538.774891,341795.8428,627016.4676,1058421.609,615.7325949,341510.9918,47213.12518,214.6772232,647.5187389,127978.2205,128002.66,2009RUS
RUS,2003,0.003394293,22872.79797,7263.364198,455926.2284,782889.4817,1090710.809,791.5299797,408567.4055,60288.34963,414.8349537,666.5690245,155615.2769,155834.63,2003RUS
RUS,2012,0.013209435,20279.23704,4257.613775,281980.9026,565459.0181,1037987.537,558.7774446,314765.1921,41768.33876,203.8892494,524.742758,111204.0073,111293.52,2012RUS
RUS,2013,0.002543004,19131.71111,4059.134745,272075.5135,568586.4533,1014989.15,541.6505111,307658.1043,40375.3872,195.9456264,486.2714977,107161.2963,107282.14,2013RUS
RUS,2014,0.002661393,17480.69699,4008.169217,272991.0761,597653.6752,1011618.481,537.7919902,311506.3617,40256.49613,188.5328741,473.097217,104465.9442,104595.96,2014RUS
RUS,2016,0.006002034,13160.58753,3754.383551,248245.0169,601539.4127,979140.2269,478.7694936,300749.6825,38382.22875,160.8162191,412.6358518,100111.4678,100301.57,2016RUS
RUS,2002,0.018893039,23451.06201,7892.572449,442800.058,769992.7301,1085133.933,780.6926304,405592.7622,59459.12214,459.5509756,571.0988129,154122.2007,154464.7,2002RUS
RUS,2010,0.003415767,17483.41913,4473.258314,351744.9863,648788.6576,1097499.926,601.7115698,346946.0657,46876.90255,205.040841,614.9595115,126281.1976,126333.07,2010RUS
RUS,2001,0.005402966,24590.49129,8712.639471,430420.5207,741678.8803,1065000.639,757.0528824,394649.2455,57597.64926,510.157429,507.21691,148608.8662,149017.07,2001RUS
RUS,2000,0.004270049,24892.91207,9528.718745,425164.5623,730600.445,1051774.834,728.0812707,388684.3845,56491.97229,556.4386047,477.6919046,143211.2667,143655.04,2000RUS
RUS,1999,0.00460913,25600.81084,10299.75519,393981.9437,698505.6142,1020681.607,671.3381911,367463.8353,53950.09235,596.5739754,467.151182,140183.8147,140654.52,1999RUS
RUS,2015,0.004825917,14765.38334,3810.337858,259681.9457,604683.6479,993832.4454,505.7156861,306334.4304,39325.37203,172.1551625,437.3069829,103877.8716,104063.56,2015RUS
RUS,2017,0.000872077,12160.17677,3786.903402,242819.9557,592621.0593,983333.7775,470.6781972,301067.822,37847.85949,155.526737,381.8490798,99392.1623,99613.01,2017RUS
RUS,1990,0.005362932,41108.91311,11311.62607,224225.5575,569864.6567,790887.9105,588.9728532,281692.7181,40749.00416,895.378366,524.1951736,108602.1069,108885.91,1990RUS
RUS,1991,0.00592625,37213.41396,12071.70597,234880.5882,593787.4466,793156.0587,556.3008723,286866.1527,41112.01817,805.880624,494.3713348,111504.9161,111832.08,1991RUS
RUS,1992,0.006490613,33429.93949,12316.38325,278031.7848,660507.985,814787.0254,552.0415414,315624.444,43777.8245,739.4742415,486.4033484,120036.4855,120421.24,1992RUS
