Code,Year,Solar (% sub energy),Hydro (% sub energy),Wind (% sub energy),IDRES
CHN,2010,0.006,6.403,0.033,2010CHN
CHN,2011,0.022,5.704,0.038,2011CHN
CHN,2012,0.028,6.835,0.036,2012CHN
CHN,2013,0.064,6.907,0.025,2013CHN
CHN,2014,0.173,7.817,0.002,2014CHN
CHN,2015,0.287,8.096,0.027,2015CHN
CHN,2016,0.474,8.224,0.028,2016CHN
CHN,2017,0.81,8.015,0,2017CHN
CHN,2018,1.166,7.901,0,2018CHN
CHN,2019,1.408,7.988,0,2019CHN
COL,1965,0,11.153,0,1965COL
COL,1966,0,11.372,0,1966COL
COL,1967,0,11.908,0,1967COL
COL,1968,0,12.596,0,1968COL
COL,1969,0,13.767,0,1969COL
COL,1970,0,14.046,0,1970COL
COL,1971,0,15.166,0,1971COL
COL,1972,0,14.955,0,1972COL
COL,1973,0,16.299,0,1973COL
COL,1974,0,16.515,0,1974COL
COL,1975,0,17.912,0,1975COL
COL,1976,0,18.068,0.005,1976COL
COL,1977,0,18.056,0.025,1977COL
COL,1978,0,19.496,0.048,1978COL
COL,1979,0,20.158,0.086,1979COL
COL,1980,0,21.595,0.099,1980COL
COL,1981,0,20.828,0.135,1981COL
COL,1982,0,21.277,0.34,1982COL
COL,1983,0,20.413,0.557,1983COL
COL,1984,0,22.18,0.978,1984COL
COL,1985,0,22.953,1.401,1985COL
COL,1986,0,25.714,1.97,1986COL
COL,1987,0,25.773,2.246,1987COL
COL,1988,0,27.164,2.737,1988COL
COL,1989,0,28.198,3.224,1989COL
COL,1990,0,30.956,3.395,1990COL
COL,1991,0,30.054,3.774,1991COL
COL,1992,0,23.09,0,1992COL
COL,1993,0,26.221,0,1993COL
COL,1994,0,28.106,0,1994COL
COL,1995,0,27.617,0,1995COL
COL,1996,0,29.703,0,1996COL
COL,1997,0,25.741,0,1997COL
COL,1998,0,25.028,0,1998COL
COL,1999,0,29.624,0,1999COL
COL,2000,0.002,27.797,0,2000COL
COL,2001,0.002,28.811,0,2001COL
COL,2002,0.004,30.853,0,2002COL
COL,2003,0.006,31.537,0,2003COL
COL,2004,0.007,32.626,0,2004COL
COL,2005,0.008,33.106,0,2005COL
COL,2006,0,31.843,0,2006COL
COL,2007,0,32.782,0,2007COL
COL,2008,0,31.469,0,2008COL
COL,2009,0,29.008,0,2009COL
COL,2010,0,26.75,0,2010COL
COL,2011,0,30.359,0,2011COL
COL,2012,0,27.705,0,2012COL
COL,2013,0,25.325,0,2013COL
COL,2014,0,24.081,0,2014COL
COL,2015,0,23.768,0,2015COL
COL,2016,0,23.442,0,2016COL
COL,2017,0,28.06,0,2017COL
COL,2018,0.006,27.362,0,2018COL
COL,2019,0.057,23.878,0,2019COL
HRV,1990,0,10.594,0,1990HRV
HRV,1991,0,19.505,0,1991HRV
HRV,1992,0,15.15,0,1992HRV
HRV,1993,0,15.194,0,1993HRV
HRV,1994,0,17.997,0,1994HRV
HRV,1995,0,18.183,0,1995HRV
HRV,1996,0,23.528,0,1996HRV
HRV,1997,0,17.613,0,1997HRV
HRV,1998,0,17.132,0,1998HRV
HRV,1999,0,20.196,0,1999HRV
HRV,2000,0,18.791,0,2000HRV
HRV,2001,0,19.77,0.003,2001HRV
HRV,2002,0,15.95,0.003,2002HRV
HRV,2003,0,14.113,0.003,2003HRV
HRV,2004,0,18.906,0.003,2004HRV
HRV,2005,0,17.515,0.003,2005HRV
HRV,2006,0,16.561,0.003,2006HRV
HRV,2007,0,11.598,0.238,2007HRV
HRV,2008,0,14.28,0.877,2008HRV
HRV,2009,0,18.471,1.511,2009HRV
HRV,2010,0,22.304,2.097,2010HRV
HRV,2011,0,13.943,1.659,2011HRV
HRV,2012,0.006,14.374,1.929,2012HRV
HRV,2013,0.031,23.364,1.802,2013HRV
HRV,2014,0.094,24.307,1.627,2014HRV
HRV,2015,0.161,18.032,1.694,2015HRV
HRV,2016,0.178,18.501,1.82,2016HRV
HRV,2017,0.211,14.213,0,2017HRV
HRV,2018,0.19,19.579,0,2018HRV
HRV,2019,0.206,15.313,0,2019HRV
CYP,1965,0,0,0,1965CYP
CYP,1966,0,0,0,1966CYP
CYP,1967,0,0,0,1967CYP
CYP,1968,0,0,0,1968CYP
CYP,1969,0,0,0,1969CYP
CYP,1970,0,0,0,1970CYP
CYP,1971,0,0,0,1971CYP
CYP,1972,0,0,0,1972CYP
CYP,1973,0,0,0,1973CYP
CYP,1974,0,0,0,1974CYP
CYP,1975,0,0,0,1975CYP
CYP,1976,0,0,0,1976CYP
CYP,1977,0,0,0,1977CYP
CYP,1978,0,0,0,1978CYP
CYP,1979,0,0,0,1979CYP
CYP,1980,0,0,0,1980CYP
CYP,1981,0,0,0,1981CYP
CYP,1982,0,0,0,1982CYP
CYP,1983,0,0,0,1983CYP
CYP,1984,0,0,0,1984CYP
CYP,1985,0,0,0,1985CYP
CYP,1986,0,0,0,1986CYP
CYP,1987,0,0,0,1987CYP
CYP,1988,0,0,0,1988CYP
CYP,1989,0,0,0,1989CYP
CYP,1990,0,0,0,1990CYP
CYP,1991,0,0,0,1991CYP
CYP,1992,0,0,0,1992CYP
CYP,1993,0,0,0,1993CYP
CYP,1994,0,0,0,1994CYP
CYP,1995,0,0,0,1995CYP
CYP,1996,0,0,0,1996CYP
CYP,1997,0,0,0,1997CYP
CYP,1998,0,0,0,1998CYP
CYP,1999,0,0,0.001,1999CYP
CYP,2000,0,0,0.002,2000CYP
CYP,2001,0,0,0.005,2001CYP
CYP,2002,0,0,0.011,2002CYP
CYP,2003,0,0,0.025,2003CYP
CYP,2004,0.003,0,0.064,2004CYP
CYP,2005,0.004,0,0.126,2005CYP
CYP,2006,0.008,0,0.154,2006CYP
CYP,2007,0.013,0,0.171,2007CYP
CYP,2008,0.022,0,0.206,2008CYP
CYP,2009,0.03,0,0.217,2009CYP
CYP,2010,0.054,0,0.252,2010CYP
CYP,2011,0.092,0,0.255,2011CYP
CYP,2012,0.18,0,0.31,2012CYP
CYP,2013,0.427,0,0.272,2013CYP
CYP,2014,0.754,0,0.307,2014CYP
CYP,2015,1.101,0,0.316,2015CYP
CYP,2016,1.16,0,0.366,2016CYP
CYP,2017,1.323,0,0,2017CYP
CYP,2018,1.473,0,0,2018CYP
CYP,2019,1.648,0,0,2019CYP
CZE,1965,0,1.324,0,1965CZE
CZE,1966,0,1.238,0,1966CZE
CZE,1967,0,1.134,0,1967CZE
CZE,1968,0,0.841,0,1968CZE
CZE,1969,0,0.658,0,1969CZE
CZE,1970,0,0.902,0,1970CZE
CZE,1971,0,0.606,0,1971CZE
CZE,1972,0,0.631,0,1972CZE
CZE,1973,0,0.536,0,1973CZE
CZE,1974,0,0.893,0,1974CZE
CZE,1975,0,0.856,0.003,1975CZE
CZE,1976,0,0.663,0.007,1976CZE
CZE,1977,0,0.874,0.013,1977CZE
CZE,1978,0,0.802,0.014,1978CZE
CZE,1979,0,0.994,0.026,1979CZE
CZE,1980,0,1.074,0.04,1980CZE
CZE,1981,0,0.93,0.048,1981CZE
CZE,1982,0,0.762,0.066,1982CZE
CZE,1983,0,0.754,0.157,1983CZE
CZE,1984,0,0.572,0.225,1984CZE
CZE,1985,0,0.736,0.382,1985CZE
CZE,1986,0,0.817,0.608,1986CZE
CZE,1987,0,1.05,0.84,1987CZE
CZE,1988,0,0.89,0.884,1988CZE
CZE,1989,0,0.719,1.168,1989CZE
CZE,1990,0,0.591,1.245,1990CZE
CZE,1991,0,0.609,1.276,1991CZE
CZE,1992,0,0.808,1.345,1992CZE
CZE,1993,0,0.796,1.178,1993CZE
CZE,1994,0,0.872,2.049,1994CZE
CZE,1995,0,1.147,3.099,1995CZE
CZE,1996,0,1.09,3.435,1996CZE
CZE,1997,0,0.981,5.009,1997CZE
CZE,1998,0,0.83,5.04,1998CZE
CZE,1999,0,1.043,5.689,1999CZE
CZE,2000,0,1.032,5.986,2000CZE
CZE,2001,0,1.172,7.454,2001CZE
CZE,2002,0,1.409,7.715,2002CZE
CZE,2003,0,0.735,6.423,2003CZE
CZE,2004,0,1.041,7.91,2004CZE
CZE,2005,0,1.238,7.893,2005CZE
CZE,2006,0,1.294,8.096,2006CZE
CZE,2007,0.001,1.06,8.904,2007CZE
CZE,2008,0.007,1.046,11.741,2008CZE
CZE,2009,0.048,1.301,13.262,2009CZE
CZE,2010,0.315,1.426,13.668,2010CZE
CZE,2011,1.1,1.108,16.535,2011CZE
CZE,2012,1.129,1.159,18.412,2012CZE
CZE,2013,1.09,1.504,16.408,2013CZE
CZE,2014,1.137,1.022,18.761,2014CZE
CZE,2015,1.226,0.972,17.757,2015CZE
CZE,2016,1.165,1.094,20.66,2016CZE
CZE,2017,1.141,0.973,0,2017CZE
CZE,2018,1.212,0.844,0,2018CZE
CZE,2019,1.193,1.049,0,2019CZE
DNK,1965,0,0.042,0,1965DNK
DNK,1966,0,0.038,0,1966DNK
DNK,1967,0,0.037,0,1967DNK
DNK,1968,0,0.029,0,1968DNK
DNK,1969,0,0.027,0,1969DNK
DNK,1970,0,0.027,0,1970DNK
DNK,1971,0,0.029,0,1971DNK
DNK,1972,0,0.028,0,1972DNK
DNK,1973,0,0.028,0,1973DNK
DNK,1974,0,0.031,0,1974DNK
DNK,1975,0,0.028,0,1975DNK
DNK,1976,0,0.023,0,1976DNK
DNK,1977,0,0.031,0,1977DNK
DNK,1978,0,0.031,0,1978DNK
DNK,1979,0,0.034,0,1979DNK
DNK,1980,0,0.041,0,1980DNK
DNK,1981,0,0.047,0,1981DNK
DNK,1982,0,0.042,0,1982DNK
DNK,1983,0,0.049,0,1983DNK
DNK,1984,0,0.043,0,1984DNK
DNK,1985,0,0.038,0,1985DNK
DNK,1986,0,0.036,0,1986DNK
DNK,1987,0,0.038,0,1987DNK
DNK,1988,0,0.043,0,1988DNK
DNK,1989,0,0.033,0,1989DNK
DNK,1990,0,0.039,0,1990DNK
DNK,1991,0,0.03,0,1991DNK
DNK,1992,0,0.035,0,1992DNK
DNK,1993,0,0.033,0,1993DNK
DNK,1994,0,0.037,0,1994DNK
DNK,1995,0,0.035,0,1995DNK
DNK,1996,0,0.019,0,1996DNK
DNK,1997,0,0.02,0,1997DNK
DNK,1998,0,0.03,0,1998DNK
DNK,1999,0.001,0.035,0,1999DNK
DNK,2000,0.001,0.036,0,2000DNK
DNK,2001,0.001,0.032,0,2001DNK
DNK,2002,0.001,0.037,0,2002DNK
DNK,2003,0.002,0.023,0,2003DNK
DNK,2004,0.002,0.03,0.002,2004DNK
DNK,2005,0.003,0.026,0.005,2005DNK
DNK,2006,0.002,0.025,0.006,2006DNK
DNK,2007,0.003,0.031,0.006,2007DNK
DNK,2008,0.003,0.029,0.005,2008DNK
DNK,2009,0.005,0.023,0.004,2009DNK
DNK,2010,0.007,0.024,0.082,2010DNK
DNK,2011,0.018,0.02,0.109,2011DNK
DNK,2012,0.134,0.023,0.135,2012DNK
DNK,2013,0.636,0.016,0.115,2013DNK
DNK,2014,0.753,0.019,0.096,2014DNK
DNK,2015,0.787,0.023,0.099,2015DNK
DNK,2016,0.955,0.025,0.102,2016DNK
DNK,2017,0.954,0.023,0,2017DNK
DNK,2018,1.217,0.019,0,2018DNK
DNK,2019,1.232,0.022,0,2019DNK
ECU,1965,0,8.031,0,1965ECU
ECU,1966,0,8.737,0,1966ECU
ECU,1967,0,8.897,0,1967ECU
ECU,1968,0,7.866,0,1968ECU
ECU,1969,0,8.218,0,1969ECU
ECU,1970,0,7.653,0,1970ECU
ECU,1971,0,7.567,0,1971ECU
ECU,1972,0,7.323,0,1972ECU
ECU,1973,0,6.685,0,1973ECU
ECU,1974,0,6.583,0,1974ECU
ECU,1975,0,8.172,0,1975ECU
ECU,1976,0,7.146,0,1976ECU
ECU,1977,0,5.537,0,1977ECU
ECU,1978,0,7.514,0,1978ECU
ECU,1979,0,6.463,0,1979ECU
ECU,1980,0,6.265,0,1980ECU
ECU,1981,0,5.042,0,1981ECU
ECU,1982,0,5.273,0,1982ECU
ECU,1983,0,10.386,0,1983ECU
ECU,1984,0,17.612,0,1984ECU
ECU,1985,0,15.085,0,1985ECU
ECU,1986,0,17.637,0,1986ECU
ECU,1987,0,19.516,0,1987ECU
ECU,1988,0,17.825,0,1988ECU
ECU,1989,0,17.743,0,1989ECU
ECU,1990,0,17.296,0,1990ECU
ECU,1991,0,15.928,0,1991ECU
ECU,1992,0,15.685,0,1992ECU
ECU,1993,0,17.699,0,1993ECU
ECU,1994,0,18.395,0,1994ECU
ECU,1995,0,15.268,0,1995ECU
ECU,1996,0,16.503,0.006,1996ECU
ECU,1997,0,15.247,0.04,1997ECU
ECU,1998,0,15.102,0.083,1998ECU
ECU,1999,0,18.301,0.096,1999ECU
ECU,2000,0,20.577,0.122,2000ECU
ECU,2001,0,18.726,0.203,2001ECU
ECU,2002,0,20.078,0.195,2002ECU
ECU,2003,0,18.726,0.219,2003ECU
ECU,2004,0,17.796,0.225,2004ECU
ECU,2005,0,15.498,0.294,2005ECU
ECU,2006,0,15.086,0.314,2006ECU
ECU,2007,0,18.11,0.403,2007ECU
ECU,2008,0,21.149,0.461,2008ECU
ECU,2009,0,17.532,0.472,2009ECU
ECU,2010,0,14.671,0.409,2010ECU
ECU,2011,0,17.754,0.297,2011ECU
ECU,2012,0,18.371,0.48,2012ECU
ECU,2013,0.005,15.937,0.611,2013ECU
ECU,2014,0.023,15.656,0.494,2014ECU
ECU,2015,0.049,17.866,0.464,2015ECU
ECU,2016,0.053,21.599,0.64,2016ECU
ECU,2017,0.049,26.299,0,2017ECU
ECU,2018,0.047,25.476,0,2018ECU
ECU,2019,0.199,29.541,0,2019ECU
EGY,1965,0,5.267,0,1965EGY
EGY,1966,0,5.274,0,1966EGY
EGY,1967,0,6.643,0,1967EGY
EGY,1968,0,9.41,0,1968EGY
EGY,1969,0,15.256,0,1969EGY
EGY,1970,0,14.378,0,1970EGY
EGY,1971,0,15.061,0,1971EGY
EGY,1972,0,13.872,0,1972EGY
EGY,1973,0,14.659,0,1973EGY
EGY,1974,0,15.295,0,1974EGY
EGY,1975,0,15.331,0,1975EGY
EGY,1976,0,15.121,0,1976EGY
EGY,1977,0,15.751,0,1977EGY
EGY,1978,0,16.363,0,1978EGY
EGY,1979,0,14.476,0.007,1979EGY
EGY,1980,0,12.95,0.027,1980EGY
EGY,1981,0,11.857,0.033,1981EGY
EGY,1982,0,10.91,0.233,1982EGY
EGY,1983,0,9.406,0.333,1983EGY
EGY,1984,0,8.482,0.348,1984EGY
EGY,1985,0,7.766,0.529,1985EGY
EGY,1986,0,7.438,0.868,1986EGY
EGY,1987,0,7.099,1.013,1987EGY
EGY,1988,0,6.782,1.298,1988EGY
EGY,1989,0,6.899,1.504,1989EGY
EGY,1990,0,7.005,1.76,1990EGY
EGY,1991,0,6.89,2.048,1991EGY
EGY,1992,0,6.818,2.581,1992EGY
EGY,1993,0,6.948,2.119,1993EGY
EGY,1994,0,7.245,2.322,1994EGY
EGY,1995,0,7.134,1.917,1995EGY
EGY,1996,0,6.947,2.531,1996EGY
EGY,1997,0,6.835,0,1997EGY
EGY,1998,0,6.75,0,1998EGY
EGY,1999,0,7,0,1999EGY
EGY,2000,0,6.965,0,2000EGY
EGY,2001,0,6.678,0,2001EGY
EGY,2002,0,6.345,0,2002EGY
EGY,2003,0,5.497,0,2003EGY
EGY,2004,0,5.175,0,2004EGY
EGY,2005,0,4.829,0,2005EGY
EGY,2006,0,4.623,0,2006EGY
EGY,2007,0,4.825,0,2007EGY
EGY,2008,0,4.778,0,2008EGY
EGY,2009,0.001,4.167,0,2009EGY
EGY,2010,0.007,3.704,0,2010EGY
EGY,2011,0.026,3.635,0,2011EGY
EGY,2012,0.015,3.448,0,2012EGY
EGY,2013,0.016,3.508,0,2013EGY
EGY,2014,0.011,3.588,0,2014EGY
EGY,2015,0.017,3.508,0,2015EGY
EGY,2016,0.025,3.269,0.001,2016EGY
EGY,2017,0.141,3.072,0.001,2017EGY
EGY,2018,0.345,3.053,0.002,2018EGY
EGY,2019,0.843,3.072,0.002,2019EGY
EST,1985,0,0,0.004,1985EST
EST,1986,0,0,0.006,1986EST
EST,1987,0,0,0.009,1987EST
EST,1988,0,0,0.011,1988EST
EST,1989,0,0,0.018,1989EST
EST,1990,0,0,0.027,1990EST
EST,1991,0,0,0.036,1991EST
EST,1992,0,0,0.046,1992EST
EST,1993,0,0,0.056,1993EST
EST,1994,0,0,0.085,1994EST
EST,1995,0,0,0.129,1995EST
EST,1996,0,0,0.165,1996EST
EST,1997,0,0,0.257,1997EST
EST,1998,0,0,0.302,1998EST
EST,1999,0,0.021,0.408,1999EST
EST,2000,0,0.026,0.487,2000EST
EST,2001,0,0.034,0.635,2001EST
EST,2002,0,0.03,0.753,2002EST
EST,2003,0,0.059,0.868,2003EST
EST,2004,0,0.094,1.106,2004EST
EST,2005,0,0.095,1.268,2005EST
EST,2006,0,0.061,1.495,2006EST
EST,2007,0,0.084,1.624,2007EST
EST,2008,0,0.111,2.01,2008EST
EST,2009,0,0.142,2.308,2009EST
EST,2010,0,0.099,2.677,2010EST
EST,2011,0.001,0.106,2.955,2011EST
EST,2012,0.001,0.146,3.508,2012EST
EST,2013,0.005,0.087,3.484,2013EST
EST,2014,0.011,0.091,4.077,2014EST
EST,2015,0.021,0.097,4.252,2015EST
EST,2016,0.036,0.125,4.909,2016EST
EST,2017,0.041,0.083,0,2017EST
EST,2018,0.065,0.045,0,2018EST
EST,2019,0.269,0.06,0,2019EST
,1965,0,6.793,0,
,1966,0,7.083,0,
,1967,0,6.878,0,
,1968,0,6.681,0,
,1969,0,6.131,0,
,1970,0,6.019,0,
,1971,0,5.92,0,
,1972,0,5.88,0,
,1973,0,5.644,0,
,1974,0,6.188,0,
,1975,0,6.38,0,
,1976,0,5.582,0,
,1977,0,6.648,0,
,1978,0,6.392,0,
,1979,0,6.481,0,
,1980,0,6.448,0,
,1981,0,6.7,0,
,1982,0,6.769,0,
,1983,0,6.906,0,
,1984,0,6.803,0,
,1985,0,5.897,0,
,1986,0,5.605,0,
,1987,0,5.984,0,
,1988,0,6.347,0.001,
,1989,0,5.543,0.002,
,1990,0,5.587,0.004,
,1991,0,5.789,0.006,
,1992,0,6.158,0.009,
,1993,0,6.529,0.009,
,1994,0,6.753,0.013,
,1995,0.001,6.715,0.018,
,1996,0.001,6.341,0.038,
,1997,0.001,6.6,0.06,
,1998,0.001,6.838,0.053,
,1999,0.001,6.919,0.047,
,2000,0.002,7.061,0.063,
,2001,0.002,6.871,0.083,
,2002,0.003,6.317,0.127,
,2003,0.005,5.79,0.107,
,2004,0.008,6.105,0.132,
,2005,0.016,6.055,0.188,
,2006,0.026,5.863,0.214,
,2007,0.04,5.903,0.208,
,2008,0.078,6.199,0.363,
,2009,0.157,6.511,0.383,
,2010,0.246,6.877,0.591,
,2011,0.503,6.133,0.873,
,2012,0.772,6.723,1.84,
,2013,0.938,7.139,2.353,
,2014,1.103,7.187,3.779,
,2015,1.209,6.997,4.554,
,2016,1.23,7.029,4.861,
,2017,1.322,6.21,0,
,2018,1.463,6.812,0,
,2019,1.645,6.728,0,
FIN,1965,0,22.846,0,1965FIN
FIN,1966,0,22.266,0,1966FIN
FIN,1967,0,23.723,0,1967FIN
FIN,1968,0,19.666,0,1968FIN
FIN,1969,0,14.871,0,1969FIN
FIN,1970,0,14.698,0,1970FIN
FIN,1971,0,16.066,0,1971FIN
FIN,1972,0,14.797,0,1972FIN
FIN,1973,0,13.676,0,1973FIN
FIN,1974,0,17.157,0,1974FIN
FIN,1975,0,16.222,0,1975FIN
FIN,1976,0,11.846,0,1976FIN
FIN,1977,0,14.424,0,1977FIN
FIN,1978,0,11.157,0,1978FIN
FIN,1979,0,11.46,0,1979FIN
FIN,1980,0,10.815,0,1980FIN
FIN,1981,0,14.372,0,1981FIN
FIN,1982,0,13.954,0,1982FIN
FIN,1983,0,14.629,0,1983FIN
FIN,1984,0,13.688,0,1984FIN
FIN,1985,0,12.132,0,1985FIN
FIN,1986,0,12.047,0,1986FIN
FIN,1987,0,12.746,0,1987FIN
FIN,1988,0,12.424,0,1988FIN
FIN,1989,0,12.059,0,1989FIN
FIN,1990,0,9.435,0,1990FIN
FIN,1991,0,11.237,0,1991FIN
FIN,1992,0.001,12.938,0,1992FIN
FIN,1993,0.001,11.402,0.001,1993FIN
FIN,1994,0.001,9.475,0.001,1994FIN
FIN,1995,0.001,10.909,0.002,1995FIN
FIN,1996,0.001,9.526,0.003,1996FIN
FIN,1997,0.001,9.506,0.004,1997FIN
FIN,1998,0.001,11.508,0.012,1998FIN
FIN,1999,0.001,9.952,0.024,1999FIN
FIN,2000,0.001,11.385,0.034,2000FIN
FIN,2001,0.001,9.966,0.051,2001FIN
FIN,2002,0.001,8,0.083,2002FIN
FIN,2003,0.001,6.596,0.189,2003FIN
FIN,2004,0.002,10.4,0.356,2004FIN
FIN,2005,0.002,10.271,0.494,2005FIN
FIN,2006,0.002,8.031,0.722,2006FIN
FIN,2007,0.003,9.895,0.876,2007FIN
FIN,2008,0.003,12.32,1.098,2008FIN
FIN,2009,0.003,9.811,1.352,2009FIN
FIN,2010,0.003,9.087,1.433,2010FIN
FIN,2011,0.004,9.348,1.601,2011FIN
FIN,2012,0.004,13.029,1.95,2012FIN
FIN,2013,0.005,9.784,1.985,2013FIN
FIN,2014,0.006,10.549,2.256,2014FIN
FIN,2015,0.009,13.245,2.546,2015FIN
FIN,2016,0.017,12.111,3.176,2016FIN
FIN,2017,0.038,11.631,0,2017FIN
FIN,2018,0.07,10.247,0,2018FIN
FIN,2019,0.145,9.978,0,2019FIN
FRA,1965,0,10.008,0,1965FRA
FRA,1966,0,10.89,0,1966FRA
FRA,1967,0,8.885,0,1967FRA
FRA,1968,0,9.357,0,1968FRA
FRA,1969,0,8.912,0,1969FRA
FRA,1970,0,8.785,0,1970FRA
FRA,1971,0,7.277,0,1971FRA
FRA,1972,0,6.803,0,1972FRA
FRA,1973,0,6.117,0,1973FRA
FRA,1974,0,7.349,0,1974FRA
FRA,1975,0,8.345,0,1975FRA
FRA,1976,0,6.325,0,1976FRA
FRA,1977,0,9.833,0,1977FRA
FRA,1978,0,8.424,0,1978FRA
FRA,1979,0,7.95,0,1979FRA
FRA,1980,0,8.432,0,1980FRA
FRA,1981,0,8.854,0,1981FRA
FRA,1982,0,8.99,0,1982FRA
FRA,1983,0,8.636,0,1983FRA
FRA,1984,0,7.908,0,1984FRA
FRA,1985,0,7.28,0.001,1985FRA
FRA,1986,0,7.171,0.002,1986FRA
FRA,1987,0,7.948,0.005,1987FRA
FRA,1988,0,8.513,0.007,1988FRA
FRA,1989,0,5.1,0.019,1989FRA
FRA,1990,0,5.692,0.042,1990FRA
FRA,1991,0,5.726,0.064,1991FRA
FRA,1992,0,6.803,0.105,1992FRA
FRA,1993,0,6.404,0.138,1993FRA
FRA,1994,0,7.88,0.204,1994FRA
FRA,1995,0,7.141,0.311,1995FRA
FRA,1996,0,6.216,0.389,1996FRA
FRA,1997,0,6.084,0.665,1997FRA
FRA,1998,0,5.789,0.717,1998FRA
FRA,1999,0,6.647,1.085,1999FRA
FRA,2000,0,6.006,1.279,2000FRA
FRA,2001,0.001,6.599,1.734,2001FRA
FRA,2002,0.001,5.385,1.861,2002FRA
FRA,2003,0.001,5.168,2.036,2003FRA
FRA,2004,0.001,5.146,2.734,2004FRA
FRA,2005,0.001,4.445,2.749,2005FRA
FRA,2006,0.001,4.872,2.775,2006FRA
FRA,2007,0.002,5.042,2.64,2007FRA
FRA,2008,0.004,5.522,3.523,2008FRA
FRA,2009,0.016,5.203,3.585,2009FRA
FRA,2010,0.055,5.527,3.536,2010FRA
FRA,2011,0.189,4.081,4.07,2011FRA
FRA,2012,0.364,5.32,5.48,2012FRA
FRA,2013,0.423,6.32,5.313,2013FRA
FRA,2014,0.549,5.832,6.901,2014FRA
FRA,2015,0.666,4.997,7.32,2015FRA
FRA,2016,0.757,5.569,8.546,2016FRA
FRA,2017,0.85,4.567,0,2017FRA
FRA,2018,0.935,5.795,0,2018FRA
FRA,2019,1.08,5.389,0,2019FRA
DEU,1965,0,1.518,0,1965DEU
DEU,1966,0,1.638,0,1966DEU
DEU,1967,0,1.559,0,1967DEU
DEU,1968,0,1.482,0,1968DEU
DEU,1969,0,1.115,0,1969DEU
DEU,1970,0,1.35,0,1970DEU
DEU,1971,0,1.027,0,1971DEU
DEU,1972,0,0.974,0,1972DEU
DEU,1973,0,1.062,0,1973DEU
DEU,1974,0,1.252,0,1974DEU
DEU,1975,0,1.26,0,1975DEU
DEU,1976,0,0.959,0,1976DEU
DEU,1977,0,1.221,0,1977DEU
DEU,1978,0,1.23,0,1978DEU
DEU,1979,0,1.167,0,1979DEU
DEU,1980,0,1.252,0,1980DEU
DEU,1981,0,1.35,0,1981DEU
DEU,1982,0,1.387,0,1982DEU
DEU,1983,0,1.296,0,1983DEU
DEU,1984,0,1.235,0.001,1984DEU
DEU,1985,0,1.13,0.001,1985DEU
DEU,1986,0,1.216,0.001,1986DEU
DEU,1987,0,1.321,0.002,1987DEU
DEU,1988,0,1.3,0.002,1988DEU
DEU,1989,0,1.193,0.007,1989DEU
DEU,1990,0,1.152,0.043,1990DEU
DEU,1991,0,1.08,0.033,1991DEU
DEU,1992,0,1.295,0.03,1992DEU
DEU,1993,0,1.324,0.031,1993DEU
DEU,1994,0,1.424,0.031,1994DEU
DEU,1995,0,1.512,0.057,1995DEU
DEU,1996,0.001,1.278,0.126,1996DEU
DEU,1997,0.001,1.304,0.333,1997DEU
DEU,1998,0.002,1.318,0.549,1998DEU
DEU,1999,0.002,1.455,0.467,1999DEU
DEU,2000,0.004,1.738,0.693,2000DEU
DEU,2001,0.005,1.586,0.755,2001DEU
DEU,2002,0.011,1.626,0.842,2002DEU
DEU,2003,0.021,1.211,1.087,2003DEU
DEU,2004,0.038,1.366,1.134,2004DEU
DEU,2005,0.088,1.342,1.44,2005DEU
DEU,2006,0.147,1.327,1.678,2006DEU
DEU,2007,0.212,1.457,1.871,2007DEU
DEU,2008,0.299,1.385,2.331,2008DEU
DEU,2009,0.473,1.366,2.844,2009DEU
DEU,2010,0.803,1.435,3.21,2010DEU
DEU,2011,1.385,1.249,3.021,2011DEU
DEU,2012,1.83,1.532,3.737,2012DEU
DEU,2013,2.079,1.542,4.205,2013DEU
DEU,2014,2.509,1.363,4.269,2014DEU
DEU,2015,2.632,1.29,4.854,2015DEU
DEU,2016,2.532,1.366,5.664,2016DEU
DEU,2017,2.573,1.316,0,2017DEU
DEU,2018,3.048,1.197,0,2018DEU
DEU,2019,3.224,1.37,0,2019DEU
GRC,1965,0,2.816,0,1965GRC
GRC,1966,0,5.566,0,1966GRC
GRC,1967,0,4.849,0,1967GRC
GRC,1968,0,3.843,0,1968GRC
GRC,1969,0,5.47,0,1969GRC
GRC,1970,0,6.318,0,1970GRC
GRC,1971,0,5.332,0,1971GRC
GRC,1972,0,4.796,0,1972GRC
GRC,1973,0,3.459,0,1973GRC
GRC,1974,0,3.736,0,1974GRC
GRC,1975,0,2.828,0,1975GRC
GRC,1976,0,2.386,0,1976GRC
GRC,1977,0,2.354,0,1977GRC
GRC,1978,0,3.599,0,1978GRC
GRC,1979,0,4.894,0,1979GRC
GRC,1980,0,4.717,0,1980GRC
GRC,1981,0,4.831,0,1981GRC
GRC,1982,0,4.982,0,1982GRC
GRC,1983,0,3.252,0,1983GRC
GRC,1984,0,3.811,0,1984GRC
GRC,1985,0,3.535,0,1985GRC
GRC,1986,0,4.07,0,1986GRC
GRC,1987,0,3.197,0,1987GRC
GRC,1988,0,2.576,0,1988GRC
GRC,1989,0,1.907,0,1989GRC
GRC,1990,0,1.686,0,1990GRC
GRC,1991,0,2.931,0,1991GRC
