Code,Year,Solar (% sub energy),Hydro (% sub energy),Wind (% sub energy),IDRES
GRC,1992,0,2.053,0,1992GRC
GRC,1993,0,2.094,0,1993GRC
GRC,1994,0,2.344,0,1994GRC
GRC,1995,0,3.072,0,1995GRC
GRC,1996,0,3.685,0,1996GRC
GRC,1997,0,3.202,0,1997GRC
GRC,1998,0,2.886,0,1998GRC
GRC,1999,0,3.571,0,1999GRC
GRC,2000,0,2.723,0,2000GRC
GRC,2001,0,1.521,0,2001GRC
GRC,2002,0,2.01,0,2002GRC
GRC,2003,0,3.234,0.001,2003GRC
GRC,2004,0.001,3.145,0.001,2004GRC
GRC,2005,0.001,3.337,0.001,2005GRC
GRC,2006,0.001,3.751,0.001,2006GRC
GRC,2007,0.001,1.615,0.001,2007GRC
GRC,2008,0.003,2.128,0.001,2008GRC
GRC,2009,0.033,3.547,0.001,2009GRC
GRC,2010,0.109,5.142,0.001,2010GRC
GRC,2011,0.429,2.82,0.001,2011GRC
GRC,2012,1.251,3.252,0.001,2012GRC
GRC,2013,2.829,4.921,0,2013GRC
GRC,2014,3.105,3.665,0.001,2014GRC
GRC,2015,3.154,4.931,0.001,2015GRC
GRC,2016,3.211,4.529,0.001,2016GRC
GRC,2017,3.078,3.055,0,2017GRC
GRC,2018,2.921,4.425,0,2018GRC
GRC,2019,3.081,3.117,0,2019GRC
HKG,1965,0,0,0,1965HKG
HKG,1966,0,0,0,1966HKG
HKG,1967,0,0,0,1967HKG
HKG,1968,0,0,0,1968HKG
HKG,1969,0,0,0,1969HKG
HKG,1970,0,0,0,1970HKG
HKG,1971,0,0,0,1971HKG
HKG,1972,0,0,0,1972HKG
HKG,1973,0,0,0,1973HKG
HKG,1974,0,0,0,1974HKG
HKG,1975,0,0,0,1975HKG
HKG,1976,0,0,0,1976HKG
HKG,1977,0,0,0,1977HKG
HKG,1978,0,0,0,1978HKG
HKG,1979,0,0,0,1979HKG
HKG,1980,0,0,0,1980HKG
HKG,1981,0,0,0,1981HKG
HKG,1982,0,0,0,1982HKG
HKG,1983,0,0,0,1983HKG
HKG,1984,0,0,0,1984HKG
HKG,1985,0,0,0,1985HKG
HKG,1986,0,0,0,1986HKG
HKG,1987,0,0,0,1987HKG
HKG,1988,0,0,0,1988HKG
HKG,1989,0,0,0,1989HKG
HKG,1990,0,0,0,1990HKG
HKG,1991,0,0,0,1991HKG
HKG,1992,0,0,0,1992HKG
HKG,1993,0,0,0,1993HKG
HKG,1994,0,0,0,1994HKG
HKG,1995,0,0,0,1995HKG
HKG,1996,0,0,0,1996HKG
HKG,1997,0,0,0,1997HKG
HKG,1998,0,0,0.001,1998HKG
HKG,1999,0,0,0.001,1999HKG
HKG,2000,0,0,0.004,2000HKG
HKG,2001,0,0,0.006,2001HKG
HKG,2002,0,0,0.009,2002HKG
HKG,2003,0,0,0.038,2003HKG
HKG,2004,0,0,0.098,2004HKG
HKG,2005,0,0,0.184,2005HKG
HKG,2006,0,0,0.322,2006HKG
HKG,2007,0,0,0.499,2007HKG
HKG,2008,0,0,0.592,2008HKG
HKG,2009,0,0,0.782,2009HKG
HKG,2010,0,0,0.761,2010HKG
HKG,2011,0.001,0,0.69,2011HKG
HKG,2012,0.001,0,0.689,2012HKG
HKG,2013,0.001,0,0.665,2013HKG
HKG,2014,0.001,0,0.698,2014HKG
HKG,2015,0.001,0,0.552,2015HKG
HKG,2016,0.001,0,0.652,2016HKG
HKG,2017,0.001,0,0,2017HKG
HKG,2018,0.001,0,0,2018HKG
HKG,2019,0.001,0,0,2019HKG
HUN,1965,0,0.113,0,1965HUN
HUN,1966,0,0.148,0,1966HUN
HUN,1967,0,0.127,0,1967HUN
HUN,1968,0,0.133,0,1968HUN
HUN,1969,0,0.133,0,1969HUN
HUN,1970,0,0.114,0,1970HUN
HUN,1971,0,0.121,0,1971HUN
HUN,1972,0,0.134,0,1972HUN
HUN,1973,0,0.114,0,1973HUN
HUN,1974,0,0.088,0,1974HUN
HUN,1975,0,0.168,0,1975HUN
HUN,1976,0,0.159,0,1976HUN
HUN,1977,0,0.137,0,1977HUN
HUN,1978,0,0.118,0,1978HUN
HUN,1979,0,0.126,0,1979HUN
HUN,1980,0,0.097,0,1980HUN
HUN,1981,0,0.146,0,1981HUN
HUN,1982,0,0.138,0,1982HUN
HUN,1983,0,0.137,0,1983HUN
HUN,1984,0,0.156,0,1984HUN
HUN,1985,0,0.129,0,1985HUN
HUN,1986,0,0.129,0,1986HUN
HUN,1987,0,0.136,0,1987HUN
HUN,1988,0,0.139,0,1988HUN
HUN,1989,0,0.133,0,1989HUN
HUN,1990,0,0.152,0,1990HUN
HUN,1991,0,0.177,0,1991HUN
HUN,1992,0,0.153,0,1992HUN
HUN,1993,0,0.163,0,1993HUN
HUN,1994,0,0.156,0,1994HUN
HUN,1995,0,0.157,0,1995HUN
HUN,1996,0,0.196,0,1996HUN
HUN,1997,0,0.21,0,1997HUN
HUN,1998,0,0.149,0,1998HUN
HUN,1999,0,0.174,0,1999HUN
HUN,2000,0,0.177,0,2000HUN
HUN,2001,0,0.178,0,2001HUN
HUN,2002,0,0.188,0,2002HUN
HUN,2003,0,0.163,0,2003HUN
HUN,2004,0,0.193,0,2004HUN
HUN,2005,0,0.177,0,2005HUN
HUN,2006,0,0.164,0,2006HUN
HUN,2007,0,0.187,0,2007HUN
HUN,2008,0.001,0.191,0,2008HUN
HUN,2009,0.001,0.222,0,2009HUN
HUN,2010,0.001,0.178,0.025,2010HUN
HUN,2011,0.001,0.21,0.038,2011HUN
HUN,2012,0.008,0.216,0.047,2012HUN
HUN,2013,0.027,0.226,0.039,2013HUN
HUN,2014,0.07,0.316,0.033,2014HUN
HUN,2015,0.14,0.233,0.017,2015HUN
HUN,2016,0.237,0.252,0.027,2016HUN
HUN,2017,0.322,0.203,0,2017HUN
HUN,2018,0.564,0.202,0,2018HUN
HUN,2019,1.242,0.197,0,2019HUN
ISL,1965,0,23.831,0,1965ISL
ISL,1966,0,22.105,0,1966ISL
ISL,1967,0,23.785,0,1967ISL
ISL,1968,0,23.237,0,1968ISL
ISL,1969,0,29.251,0,1969ISL
ISL,1970,0,39.845,0,1970ISL
ISL,1971,0,39.891,0,1971ISL
ISL,1972,0,40.58,0,1972ISL
ISL,1973,0,43.058,0,1973ISL
ISL,1974,0,45.777,0,1974ISL
ISL,1975,0,46.623,0,1975ISL
ISL,1976,0,48.076,0,1976ISL
ISL,1977,0,48.74,0,1977ISL
ISL,1978,0,48.255,0,1978ISL
ISL,1979,0,50.122,0,1979ISL
ISL,1980,0,53.638,0,1980ISL
ISL,1981,0,53.149,0,1981ISL
ISL,1982,0,57.347,0,1982ISL
ISL,1983,0,58.519,0,1983ISL
ISL,1984,0,57.923,0,1984ISL
ISL,1985,0,57.344,0,1985ISL
ISL,1986,0,57.535,0,1986ISL
ISL,1987,0,56.801,0.004,1987ISL
ISL,1988,0,57.301,0.013,1988ISL
ISL,1989,0,55.976,0.01,1989ISL
ISL,1990,0,55.135,0.01,1990ISL
ISL,1991,0,56.483,0.019,1991ISL
ISL,1992,0,56.534,0.047,1992ISL
ISL,1993,0,56.401,0.08,1993ISL
ISL,1994,0,56.381,0.085,1994ISL
ISL,1995,0,56.668,0.087,1995ISL
ISL,1996,0,54.452,0.114,1996ISL
ISL,1997,0,56.773,0.119,1997ISL
ISL,1998,0,56.672,0.154,1998ISL
ISL,1999,0,55.665,0.147,1999ISL
ISL,2000,0,55.104,0.175,2000ISL
ISL,2001,0,56.081,0.326,2001ISL
ISL,2002,0,56.895,0.35,2002ISL
ISL,2003,0,57.154,0.516,2003ISL
ISL,2004,0,56.044,0.59,2004ISL
ISL,2005,0,54.556,0.683,2005ISL
ISL,2006,0,51.308,0.714,2006ISL
ISL,2007,0,51.401,0.81,2007ISL
ISL,2008,0,60.633,0.936,2008ISL
ISL,2009,0,59.634,1.013,2009ISL
ISL,2010,0,60.781,1.061,2010ISL
ISL,2011,0,59.993,1.1,2011ISL
ISL,2012,0,58.241,1.036,2012ISL
ISL,2013,0,58.491,1.308,2013ISL
ISL,2014,0,58.264,1.512,2014ISL
ISL,2015,0,59.405,1.62,2015ISL
ISL,2016,0,57.433,1.657,2016ISL
ISL,2017,0,56.964,0,2017ISL
ISL,2018,0,53.922,0,2018ISL
ISL,2019,0,54.625,0,2019ISL
IND,1965,0,8.643,0,1965IND
IND,1966,0,8.758,0,1966IND
IND,1967,0,9.507,0,1967IND
IND,1968,0,10.267,0,1968IND
IND,1969,0,10.283,0,1969IND
IND,1970,0,11.151,0,1970IND
IND,1971,0,11.763,0,1971IND
IND,1972,0,10.844,0,1972IND
IND,1973,0,11.316,0,1973IND
IND,1974,0,10.271,0,1974IND
IND,1975,0,11.421,0,1975IND
IND,1976,0,11.392,0,1976IND
IND,1977,0,11.753,0,1977IND
IND,1978,0,14.048,0,1978IND
IND,1979,0,12.826,0,1979IND
IND,1980,0,12.743,0,1980IND
IND,1981,0,12.261,0,1981IND
IND,1982,0,10.437,0,1982IND
IND,1983,0,9.558,0,1983IND
IND,1984,0,10.001,0,1984IND
IND,1985,0,9.14,0,1985IND
IND,1986,0,8.662,0,1986IND
IND,1987,0,7.582,0,1987IND
IND,1988,0,7.771,0,1988IND
IND,1989,0,8.257,0,1989IND
IND,1990,0,8.061,0,1990IND
IND,1991,0,8.51,0,1991IND
IND,1992,0,7.67,0,1992IND
IND,1993,0,7.555,0,1993IND
IND,1994,0,8.135,0,1994IND
IND,1995,0,7.16,0,1995IND
IND,1996,0.001,6.259,0,1996IND
IND,1997,0.001,6.028,0,1997IND
IND,1998,0,6.773,0,1998IND
IND,1999,0,6.486,0,1999IND
IND,2000,0.001,5.771,0,2000IND
IND,2001,0.001,5.336,0,2001IND
IND,2002,0.001,4.823,0,2002IND
IND,2003,0.001,4.665,0,2003IND
IND,2004,0.001,6.275,0,2004IND
IND,2005,0.001,5.696,0,2005IND
IND,2006,0,6.224,0.001,2006IND
IND,2007,0.003,6.194,0.001,2007IND
IND,2008,0.003,5.471,0.001,2008IND
IND,2009,0.003,4.666,0.001,2009IND
IND,2010,0.005,4.526,0,2010IND
IND,2011,0.032,5.145,0,2011IND
IND,2012,0.078,4.275,0,2012IND
IND,2013,0.121,4.665,0.001,2013IND
IND,2014,0.161,4.571,0,2014IND
IND,2015,0.208,4.219,0.02,2015IND
IND,2016,0.348,3.866,0.019,2016IND
IND,2017,0.619,3.902,0,2017IND
IND,2018,0.976,3.752,0,2018IND
IND,2019,1.211,4.236,0,2019IND
IDN,1965,0,6.022,0,1965IDN
IDN,1966,0,7.898,0,1966IDN
IDN,1967,0,8.981,0,1967IDN
IDN,1968,0,10.412,0,1968IDN
IDN,1969,0,9.643,0,1969IDN
IDN,1970,0,10.946,0,1970IDN
IDN,1971,0,3.768,0,1971IDN
IDN,1972,0,3.176,0,1972IDN
IDN,1973,0,3.554,0,1973IDN
IDN,1974,0,3.674,0,1974IDN
IDN,1975,0,3.146,0,1975IDN
IDN,1976,0,1.756,0,1976IDN
IDN,1977,0,2.209,0,1977IDN
IDN,1978,0,1.424,0,1978IDN
IDN,1979,0,1.387,0,1979IDN
IDN,1980,0,1.174,0,1980IDN
IDN,1981,0,1.077,0,1981IDN
IDN,1982,0,1.153,0,1982IDN
IDN,1983,0,1.634,0,1983IDN
IDN,1984,0,1.647,0,1984IDN
IDN,1985,0,1.894,0,1985IDN
IDN,1986,0,2.751,0,1986IDN
IDN,1987,0,2.677,0,1987IDN
IDN,1988,0,2.786,0,1988IDN
IDN,1989,0,3.141,0,1989IDN
IDN,1990,0,2.948,0,1990IDN
IDN,1991,0,3.102,0,1991IDN
IDN,1992,0,3.679,0,1992IDN
IDN,1993,0,3.209,0,1993IDN
IDN,1994,0,2.695,0,1994IDN
IDN,1995,0,2.629,0,1995IDN
IDN,1996,0,2.622,0.007,1996IDN
IDN,1997,0,1.605,0.007,1997IDN
IDN,1998,0,2.887,0.006,1998IDN
IDN,1999,0,2.649,0.005,1999IDN
IDN,2000,0,2.35,0.004,2000IDN
IDN,2001,0,2.567,0.007,2001IDN
IDN,2002,0,2.081,0.01,2002IDN
IDN,2003,0,1.76,0.016,2003IDN
IDN,2004,0,1.868,0.016,2004IDN
IDN,2005,0,2.008,0.022,2005IDN
IDN,2006,0,1.765,0.024,2006IDN
IDN,2007,0,1.917,0.022,2007IDN
IDN,2008,0,1.971,0.021,2008IDN
IDN,2009,0,1.867,0.02,2009IDN
IDN,2010,0,2.592,0.02,2010IDN
IDN,2011,0,1.679,0.018,2011IDN
IDN,2012,0,1.633,0.022,2012IDN
IDN,2013,0.001,2.06,0.022,2013IDN
IDN,2014,0.001,1.959,0.024,2014IDN
IDN,2015,0.001,1.762,0.025,2015IDN
IDN,2016,0.003,2.316,0.026,2016IDN
IDN,2017,0.003,2.215,0,2017IDN
IDN,2018,0.002,1.83,0,2018IDN
IDN,2019,0.006,1.7,0,2019IDN
IRN,1965,0,4.814,0,1965IRN
IRN,1966,0,4.753,0,1966IRN
IRN,1967,0,4.657,0,1967IRN
IRN,1968,0,4.561,0,1968IRN
IRN,1969,0,4.479,0,1969IRN
IRN,1970,0,4.096,0,1970IRN
IRN,1971,0,4.023,0,1971IRN
IRN,1972,0,4.668,0,1972IRN
IRN,1973,0,3.307,0,1973IRN
IRN,1974,0,3.218,0,1974IRN
IRN,1975,0,2.903,0,1975IRN
IRN,1976,0,2.889,0,1976IRN
IRN,1977,0,2.634,0,1977IRN
IRN,1978,0,4.222,0,1978IRN
IRN,1979,0,3.392,0,1979IRN
IRN,1980,0,3.803,0,1980IRN
IRN,1981,0,4.144,0,1981IRN
IRN,1982,0,3.853,0,1982IRN
IRN,1983,0,3.176,0,1983IRN
IRN,1984,0,2.748,0,1984IRN
IRN,1985,0,2.538,0,1985IRN
IRN,1986,0,3.24,0,1986IRN
IRN,1987,0,3.35,0,1987IRN
IRN,1988,0,3.345,0,1988IRN
IRN,1989,0,2.496,0,1989IRN
IRN,1990,0,2.432,0,1990IRN
IRN,1991,0,1.702,0,1991IRN
IRN,1992,0,2.545,0,1992IRN
IRN,1993,0,3.156,0,1993IRN
IRN,1994,0,1.84,0,1994IRN
IRN,1995,0,2.096,0,1995IRN
IRN,1996,0,2.053,0,1996IRN
IRN,1997,0,1.338,0,1997IRN
IRN,1998,0,1.631,0,1998IRN
IRN,1999,0,1.05,0,1999IRN
IRN,2000,0,0.734,0,2000IRN
IRN,2001,0,0.754,0,2001IRN
IRN,2002,0,1.339,0,2002IRN
IRN,2003,0,1.558,0,2003IRN
IRN,2004,0,1.758,0,2004IRN
IRN,2005,0,1.972,0,2005IRN
IRN,2006,0,2.297,0,2006IRN
IRN,2007,0,2.069,0,2007IRN
IRN,2008,0,0.82,0,2008IRN
IRN,2009,0,0.713,0,2009IRN
IRN,2010,0,1.077,0,2010IRN
IRN,2011,0,1.067,0,2011IRN
IRN,2012,0,1.232,0,2012IRN
IRN,2013,0,1.368,0,2013IRN
IRN,2014,0,1.293,0,2014IRN
IRN,2015,0,1.181,0,2015IRN
IRN,2016,0,1.294,0,2016IRN
IRN,2017,0.007,1.372,0,2017IRN
IRN,2018,0.01,0.861,0,2018IRN
IRN,2019,0.012,2.092,0,2019IRN
IRQ,1965,0,0.965,0,1965IRQ
IRQ,1966,0,1.135,0,1966IRQ
IRQ,1967,0,1.283,0,1967IRQ
IRQ,1968,0,1.45,0,1968IRQ
IRQ,1969,0,1.364,0,1969IRQ
IRQ,1970,0,1.311,0,1970IRQ
IRQ,1971,0,1.388,0,1971IRQ
IRQ,1972,0,1.171,0,1972IRQ
IRQ,1973,0,1.739,0,1973IRQ
IRQ,1974,0,2.434,0,1974IRQ
IRQ,1975,0,2.551,0,1975IRQ
IRQ,1976,0,1.988,0,1976IRQ
IRQ,1977,0,2.378,0,1977IRQ
IRQ,1978,0,3.091,0,1978IRQ
IRQ,1979,0,3.591,0,1979IRQ
IRQ,1980,0,2.017,0,1980IRQ
IRQ,1981,0,1.794,0,1981IRQ
IRQ,1982,0,1.69,0,1982IRQ
IRQ,1983,0,1.527,0,1983IRQ
IRQ,1984,0,1.415,0,1984IRQ
IRQ,1985,0,1.197,0,1985IRQ
IRQ,1986,0,1.061,0,1986IRQ
IRQ,1987,0,3.83,0,1987IRQ
IRQ,1988,0,3.285,0,1988IRQ
IRQ,1989,0,2.932,0.011,1989IRQ
IRQ,1990,0,5.661,0.033,1990IRQ
IRQ,1991,0,3.885,0.041,1991IRQ
IRQ,1992,0,6.005,0.034,1992IRQ
IRQ,1993,0,5.225,0.028,1993IRQ
IRQ,1994,0,4.628,0.095,1994IRQ
IRQ,1995,0,5.37,0.299,1995IRQ
IRQ,1996,0,4.718,0.313,1996IRQ
IRQ,1997,0,4.101,0.393,1997IRQ
IRQ,1998,0,5.481,0.504,1998IRQ
IRQ,1999,0,4.194,0.586,1999IRQ
IRQ,2000,0,2.958,0.699,2000IRQ
IRQ,2001,0,3.025,0.989,2001IRQ
IRQ,2002,0,3.918,1.599,2002IRQ
IRQ,2003,0,4.387,2.27,2003IRQ
IRQ,2004,0,4.938,2.642,2004IRQ
IRQ,2005,0,4.356,3.246,2005IRQ
IRQ,2006,0,4.322,4.335,2006IRQ
IRQ,2007,0,3.705,4.114,2007IRQ
IRQ,2008,0,2.28,6.725,2008IRQ
IRQ,2009,0,1.959,6.188,2009IRQ
IRQ,2010,0,2.335,7.107,2010IRQ
IRQ,2011,0,2.065,8.013,2011IRQ
IRQ,2012,0,2.496,9.616,2012IRQ
IRQ,2013,0.024,2.415,8.58,2013IRQ
IRQ,2014,0.031,1.543,10.293,2014IRQ
IRQ,2015,0.031,1.381,11.618,2015IRQ
IRQ,2016,0.027,1.573,13.025,2016IRQ
IRQ,2017,0.027,1.024,0,2017IRQ
IRQ,2018,0.026,0.811,0,2018IRQ
IRQ,2019,0.023,0.992,0,2019IRQ
IRL,1965,0,3.877,0,1965IRL
IRL,1966,0,3.117,0,1966IRL
IRL,1967,0,2.718,0,1967IRL
IRL,1968,0,2.228,0,1968IRL
IRL,1969,0,1.682,0,1969IRL
IRL,1970,0,2.946,0,1970IRL
IRL,1971,0,1.643,0,1971IRL
IRL,1972,0,2.296,0,1972IRL
IRL,1973,0,2.036,0,1973IRL
IRL,1974,0,2.475,0,1974IRL
IRL,1975,0,1.75,0,1975IRL
IRL,1976,0,1.944,0,1976IRL
IRL,1977,0,2.289,0,1977IRL
IRL,1978,0,2.062,0,1978IRL
IRL,1979,0,2.213,0,1979IRL
IRL,1980,0,2.32,0,1980IRL
IRL,1981,0,2.443,0,1981IRL
IRL,1982,0,2.295,0,1982IRL
IRL,1983,0,2.261,0,1983IRL
IRL,1984,0,2.012,0,1984IRL
IRL,1985,0,2.34,0,1985IRL
IRL,1986,0,2.378,0,1986IRL
IRL,1987,0,1.755,0,1987IRL
IRL,1988,0,2.243,0,1988IRL
IRL,1989,0,1.741,0,1989IRL
IRL,1990,0,1.656,0,1990IRL
IRL,1991,0,1.711,0,1991IRL
IRL,1992,0,1.861,0,1992IRL
IRL,1993,0,1.705,0,1993IRL
IRL,1994,0,1.973,0,1994IRL
IRL,1995,0,1.5,0,1995IRL
IRL,1996,0,1.436,0,1996IRL
IRL,1997,0,1.292,0,1997IRL
IRL,1998,0,1.623,0.012,1998IRL
IRL,1999,0,1.417,0.013,1999IRL
IRL,2000,0,1.362,0.013,2000IRL
IRL,2001,0,0.899,0.012,2001IRL
IRL,2002,0,1.377,0.012,2002IRL
IRL,2003,0,0.921,0.011,2003IRL
IRL,2004,0,0.951,0.01,2004IRL
IRL,2005,0,0.908,0.009,2005IRL
IRL,2006,0,1.014,0.009,2006IRL
IRL,2007,0,0.899,0.008,2007IRL
IRL,2008,0,1.304,0.006,2008IRL
IRL,2009,0.001,1.322,0.005,2009IRL
IRL,2010,0.001,0.876,0.006,2010IRL
IRL,2011,0.001,1.085,0.006,2011IRL
IRL,2012,0.001,1.238,0.006,2012IRL
IRL,2013,0.001,0.938,0.04,2013IRL
IRL,2014,0.001,1.105,0.039,2014IRL
IRL,2015,0.002,1.18,0.053,2015IRL
IRL,2016,0.007,0.95,0.051,2016IRL
IRL,2017,0.015,0.956,0,2017IRL
IRL,2018,0.022,0.933,0,2018IRL
IRL,2019,0.033,1.192,0,2019IRL
ISR,1965,0,0,0,1965ISR
ISR,1966,0,0,0,1966ISR
ISR,1967,0,0,0,1967ISR
ISR,1968,0,0,0,1968ISR
ISR,1969,0,0,0,1969ISR
ISR,1970,0,0,0,1970ISR
ISR,1971,0,0,0,1971ISR
ISR,1972,0,0,0,1972ISR
ISR,1973,0,0,0,1973ISR
ISR,1974,0,0,0,1974ISR
ISR,1975,0,0,0,1975ISR
ISR,1976,0,0,0,1976ISR
ISR,1977,0,0,0,1977ISR
ISR,1978,0,0,0,1978ISR
ISR,1979,0,0,0,1979ISR
ISR,1980,0,0,0,1980ISR
ISR,1981,0,0.006,0,1981ISR
ISR,1982,0,0.006,0,1982ISR
ISR,1983,0,0.003,0,1983ISR
ISR,1984,0,0.005,0,1984ISR
ISR,1985,0,0.006,0,1985ISR
ISR,1986,0,0.016,0,1986ISR
ISR,1987,0,0.024,0,1987ISR
ISR,1988,0,0.022,0,1988ISR
ISR,1989,0,0.006,0,1989ISR
ISR,1990,0,0.006,0.001,1990ISR
ISR,1991,0,0.012,0.001,1991ISR
ISR,1992,0,0.054,0.001,1992ISR
ISR,1993,0,0.045,0.005,1993ISR
ISR,1994,0,0.037,0.017,1994ISR
ISR,1995,0,0.036,0.032,1995ISR
ISR,1996,0,0.033,0.055,1996ISR
ISR,1997,0,0.035,0.075,1997ISR
ISR,1998,0,0.032,0.156,1998ISR
ISR,1999,0,0.041,0.186,1999ISR
ISR,2000,0,0.037,0.185,2000ISR
ISR,2001,0,0.012,0.229,2001ISR
ISR,2002,0,0.024,0.289,2002ISR
ISR,2003,0,0.035,0.365,2003ISR
ISR,2004,0,0.031,0.502,2004ISR
ISR,2005,0,0.03,0.61,2005ISR
ISR,2006,0,0.016,0.874,2006ISR
ISR,2007,0,0.014,1.176,2007ISR
ISR,2008,0,0.016,1.292,2008ISR
ISR,2009,0.024,0.024,1.796,2009ISR
ISR,2010,0.066,0.029,2.082,2010ISR
ISR,2011,0.176,0.027,2.232,2011ISR
ISR,2012,0.323,0.029,2.123,2012ISR
ISR,2013,0.463,0.026,2.49,2013ISR
ISR,2014,0.796,0.012,2.459,2014ISR
ISR,2015,1.035,0.022,2.428,2015ISR
ISR,2016,1.33,0.015,2.806,2016ISR
ISR,2017,1.253,0.015,0,2017ISR
ISR,2018,1.296,0.019,0,2018ISR
ISR,2019,2.153,0.018,0,2019ISR
ITA,1965,0,12.867,0,1965ITA
ITA,1966,0,12.147,0,1966ITA
ITA,1967,0,10.853,0,1967ITA
ITA,1968,0,10.118,0,1968ITA
ITA,1969,0,9.061,0,1969ITA
ITA,1970,0,8.045,0,1970ITA
ITA,1971,0,7.393,0,1971ITA
ITA,1972,0,7.459,0,1972ITA
ITA,1973,0,6.481,0,1973ITA
ITA,1974,0,6.531,0,1974ITA
ITA,1975,0,7.244,0,1975ITA
ITA,1976,0,6.552,0,1976ITA
ITA,1977,0,8.535,0,1977ITA
ITA,1978,0,7.405,0,1978ITA
ITA,1979,0,7.251,0,1979ITA
ITA,1980,0,7.329,0,1980ITA
ITA,1981,0,7.119,0,1981ITA
ITA,1982,0,6.998,0,1982ITA
ITA,1983,0,7.146,0,1983ITA
ITA,1984,0,7.199,0,1984ITA
ITA,1985,0,7.004,0,1985ITA
ITA,1986,0,6.819,0,1986ITA
ITA,1987,0,6.362,0,1987ITA
ITA,1988,0,6.393,0,1988ITA
ITA,1989,0,5.203,0,1989ITA
ITA,1990,0.001,4.81,0,1990ITA
ITA,1991,0.001,6.282,0,1991ITA
ITA,1992,0.001,6.281,0,1992ITA
ITA,1993,0.002,6.266,0,1993ITA
ITA,1994,0.002,6.767,0,1994ITA
ITA,1995,0.002,5.499,0,1995ITA
ITA,1996,0.002,6.11,0.002,1996ITA
ITA,1997,0.002,5.963,0.005,1997ITA
ITA,1998,0.002,5.755,0.011,1998ITA
ITA,1999,0.002,6.14,0.019,1999ITA
ITA,2000,0.002,5.899,0.038,2000ITA
ITA,2001,0.003,6.175,0.064,2001ITA
ITA,2002,0.003,5.222,0.083,2002ITA
ITA,2003,0.003,4.661,0.092,2003ITA
ITA,2004,0.004,5.252,0.119,2004ITA
ITA,2005,0.004,4.441,0.129,2005ITA
ITA,2006,0.004,4.548,0.163,2006ITA
ITA,2007,0.005,4.086,0.174,2007ITA
ITA,2008,0.024,5.222,0.207,2008ITA
ITA,2009,0.09,6.563,0.22,2009ITA
ITA,2010,0.246,6.587,0.24,2010ITA
ITA,2011,1.415,6.008,0.239,2011ITA
ITA,2012,2.527,5.61,0.251,2012ITA
ITA,2013,3.018,7.377,0.296,2013ITA
ITA,2014,3.28,8.608,0.299,2014ITA
ITA,2015,3.281,6.307,0.349,2015ITA
ITA,2016,3.112,5.717,0.412,2016ITA
ITA,2017,3.379,4.764,0,2017ITA
ITA,2018,3.104,6.45,0,2018ITA
ITA,2019,3.402,6.314,0,2019ITA
JPN,1965,0,11.675,0,1965JPN
JPN,1966,0,11.023,0,1966JPN
JPN,1967,0,8.305,0,1967JPN
JPN,1968,0,7.981,0,1968JPN
JPN,1969,0,7.184,0,1969JPN
JPN,1970,0,6.429,0,1970JPN
JPN,1971,0,6.744,0,1971JPN
JPN,1972,0,6.506,0,1972JPN
JPN,1973,0,4.596,0,1973JPN
JPN,1974,0,5.668,0,1974JPN
JPN,1975,0,5.986,0,1975JPN
JPN,1976,0,5.788,0,1976JPN
JPN,1977,0,5.015,0,1977JPN
JPN,1978,0,4.622,0,1978JPN
JPN,1979,0,5.126,0,1979JPN
JPN,1980,0,5.778,0,1980JPN
JPN,1981,0,5.813,0,1981JPN
JPN,1982,0,5.639,0,1982JPN
JPN,1983,0,5.747,0,1983JPN
JPN,1984,0,4.499,0,1984JPN
JPN,1985,0,5.172,0,1985JPN
JPN,1986,0,5.037,0,1986JPN
JPN,1987,0,4.569,0,1987JPN
JPN,1988,0,5.185,0,1988JPN
JPN,1989,0,5.094,0.001,1989JPN
JPN,1990,0,4.67,0.002,1990JPN
JPN,1991,0,4.952,0.005,1991JPN
JPN,1992,0.001,4.147,0.045,1992JPN
JPN,1993,0.001,4.73,0.092,1993JPN
JPN,1994,0.001,3.171,0.107,1994JPN
JPN,1995,0.002,3.73,0.109,1995JPN
JPN,1996,0.003,3.585,0.143,1996JPN
JPN,1997,0.004,3.943,0,1997JPN
JPN,1998,0.007,4.154,0,1998JPN
JPN,1999,0.01,3.84,0,1999JPN
JPN,2000,0.016,3.828,0,2000JPN
JPN,2001,0.023,3.708,0,2001JPN
JPN,2002,0.031,3.652,0,2002JPN
JPN,2003,0.043,4.18,0,2003JPN
JPN,2004,0.056,4.068,0,2004JPN
JPN,2005,0.071,3.361,0,2005JPN
JPN,2006,0.086,3.835,0,2006JPN
JPN,2007,0.1,3.23,0,2007JPN
JPN,2008,0.113,3.284,0,2008JPN
JPN,2009,0.145,3.356,0,2009JPN
JPN,2010,0.177,3.931,0,2010JPN
JPN,2011,0.253,3.836,0,2011JPN
JPN,2012,0.343,3.588,0,2012JPN
JPN,2013,0.603,3.703,0,2013JPN
JPN,2014,1.121,3.891,0,2014JPN
JPN,2015,1.658,4.118,0,2015JPN
JPN,2016,2.103,3.596,0,2016JPN
JPN,2017,2.584,3.775,0,2017JPN
JPN,2018,3.137,3.847,0,2018JPN
JPN,2019,3.593,3.529,0,2019JPN
KAZ,1985,0,1.82,0,1985KAZ
KAZ,1986,0,1.633,0,1986KAZ
KAZ,1987,0,1.915,0,1987KAZ
KAZ,1988,0,2.254,0,1988KAZ
