IDCode,Year,Nuclear (% sub energy),Renewables (% sub energy),Fossil fuels (% sub energy)
DZA,1965,0,4.487,95.513
DZA,1966,0,3.313,96.687
DZA,1967,0,4.042,95.958
DZA,1968,0,5.171,94.829
DZA,1969,0,2.996,97.004
DZA,1970,0,4.395,95.605
DZA,1971,0,2.311,97.689
DZA,1972,0,3.086,96.914
DZA,1973,0,3.933,96.067
DZA,1974,0,2.347,97.653
DZA,1975,0,1.296,98.704
DZA,1976,0,1.317,98.683
DZA,1977,0,0.829,99.171
DZA,1978,0,0.613,99.387
DZA,1979,0,0.544,99.456
DZA,1980,0,0.403,99.597
DZA,1981,0,0.473,99.527
DZA,1982,0,0.536,99.464
DZA,1983,0,0.241,99.759
DZA,1984,0,0.483,99.517
DZA,1985,0,0.684,99.316
DZA,1986,0,0.25,99.75
DZA,1987,0,0.486,99.514
DZA,1988,0,0.166,99.834
DZA,1989,0,0.211,99.789
DZA,1990,0,0.119,99.881
DZA,1991,0,0.261,99.739
DZA,1992,0,0.173,99.827
DZA,1993,0,0.329,99.671
DZA,1994,0,0.153,99.847
DZA,1995,0,0.171,99.829
DZA,1996,0,0.121,99.879
DZA,1997,0,0.07,99.93
DZA,1998,0,0.194,99.806
DZA,1999,0,0.181,99.819
DZA,2000,0,0.05,99.95
DZA,2001,0,0.061,99.939
DZA,2002,0,0.049,99.951
DZA,2003,0,0.214,99.786
DZA,2004,0,0.194,99.806
DZA,2005,0,0.408,99.592
DZA,2006,0,0.153,99.847
DZA,2007,0,0.15,99.85
DZA,2008,0,0.176,99.824
DZA,2009,0,0.2,99.8
DZA,2010,0,0.109,99.891
DZA,2011,0,0.221,99.779
DZA,2012,0,0.211,99.789
DZA,2013,0,0.061,99.939
DZA,2014,0,0.11,99.89
DZA,2015,0,0.091,99.909
DZA,2016,0,0.137,99.863
DZA,2017,0,0.232,99.768
DZA,2018,0,0.27,99.73
DZA,2019,0,0.273,99.727
ARG,1965,0,1.086,98.914
ARG,1966,0,1.065,98.935
ARG,1967,0,1.059,98.941
ARG,1968,0,1.207,98.793
ARG,1969,0,1.047,98.953
ARG,1970,0,1.321,98.679
ARG,1971,0,1.237,98.763
ARG,1972,0,1.196,98.804
ARG,1973,0,2.225,97.775
ARG,1974,0.726,3.557,95.717
ARG,1975,1.809,3.777,94.415
ARG,1976,1.753,3.45,94.797
ARG,1977,1.068,3.796,95.136
ARG,1978,1.852,4.991,93.157
ARG,1979,1.623,6.477,91.9
ARG,1980,1.412,9.19,89.398
ARG,1981,1.763,9.238,88.999
ARG,1982,1.143,10.812,88.045
ARG,1983,1.992,10.857,87.151
ARG,1984,2.72,11.709,85.571
ARG,1985,3.463,12.463,84.073
ARG,1986,3.108,11.491,85.401
ARG,1987,3.366,11.428,85.205
ARG,1988,2.979,7.786,89.235
ARG,1989,2.699,7.008,90.292
ARG,1990,3.941,9.733,86.326
ARG,1991,4.15,8.733,87.116
ARG,1992,3.523,9.89,86.587
ARG,1993,3.735,11.404,84.861
ARG,1994,3.897,13.293,82.811
ARG,1995,3.213,12.995,83.792
ARG,1996,3.167,11.17,85.662
ARG,1997,3.399,14.3,82.301
ARG,1998,3.07,13.559,83.371
ARG,1999,2.993,11.463,85.544
ARG,2000,2.501,14.066,83.433
ARG,2001,2.871,17.31,79.819
ARG,2002,2.471,17.992,79.538
ARG,2003,2.974,15.791,81.235
ARG,2004,2.918,13.488,83.594
ARG,2005,2.375,13.991,83.634
ARG,2006,2.523,14.79,82.687
ARG,2007,2.256,12.247,85.497
ARG,2008,2.247,11.832,85.921
ARG,2009,2.52,13.103,84.377
ARG,2010,2.097,13.051,84.852
ARG,2011,1.815,12.836,85.348
ARG,2012,1.755,12.042,86.203
ARG,2013,1.623,12.64,85.737
ARG,2014,1.441,12.892,85.668
ARG,2015,1.788,12.913,85.299
ARG,2016,2.097,11.968,85.934
ARG,2017,1.536,13.138,85.326
ARG,2018,1.736,13.363,84.901
ARG,2019,2.173,13.556,84.271
AUS,1965,0,5.472,94.528
AUS,1966,0,4.766,95.234
AUS,1967,0,4.651,95.349
AUS,1968,0,4.572,95.428
AUS,1969,0,4.782,95.218
AUS,1970,0,5.1,94.9
AUS,1971,0,5.48,94.52
AUS,1972,0,5.268,94.732
AUS,1973,0,5.257,94.743
AUS,1974,0,5.602,94.398
AUS,1975,0,5.924,94.076
AUS,1976,0,5.448,94.552
AUS,1977,0,4.955,95.045
AUS,1978,0,5.218,94.782
AUS,1979,0,4.881,95.119
AUS,1980,0,4.58,95.42
AUS,1981,0,4.68,95.32
AUS,1982,0,4.36,95.64
AUS,1983,0,4.111,95.889
AUS,1984,0,4.257,95.743
AUS,1985,0,4.482,95.518
AUS,1986,0,4.363,95.637
AUS,1987,0,4.131,95.869
AUS,1988,0,4.223,95.777
AUS,1989,0,4.028,95.972
AUS,1990,0,4.078,95.922
AUS,1991,0,4.331,95.669
AUS,1992,0,4.352,95.648
AUS,1993,0,4.346,95.654
AUS,1994,0,4.129,95.871
AUS,1995,0,3.931,96.069
AUS,1996,0,3.942,96.058
AUS,1997,0,3.854,96.146
AUS,1998,0,3.754,96.246
AUS,1999,0,3.717,96.283
AUS,2000,0,3.709,96.291
AUS,2001,0,3.594,96.406
AUS,2002,0,3.659,96.341
AUS,2003,0,3.725,96.275
AUS,2004,0,3.716,96.284
AUS,2005,0,3.971,96.029
AUS,2006,0,3.854,96.146
AUS,2007,0,3.81,96.19
AUS,2008,0,3.852,96.148
AUS,2009,0,4.311,95.689
AUS,2010,0,5.037,94.963
AUS,2011,0,6.293,93.707
AUS,2012,0,6.141,93.859
AUS,2013,0,6.86,93.14
AUS,2014,0,6.244,93.756
AUS,2015,0,6.504,93.496
AUS,2016,0,7.207,92.793
AUS,2017,0,6.885,93.115
AUS,2018,0,8.353,91.647
AUS,2019,0,8.567,91.433
AUT,1965,0,23.94,76.06
AUT,1966,0,24.66,75.34
AUT,1967,0,24.931,75.069
AUT,1968,0,23.942,76.058
AUT,1969,0,21.212,78.788
AUT,1970,0,23.624,76.376
AUT,1971,0,18.684,81.316
AUT,1972,0,18.56,81.44
AUT,1973,0,19.189,80.811
AUT,1974,0,22.621,77.379
AUT,1975,0,23.879,76.121
AUT,1976,0,19.89,80.11
AUT,1977,0,24.109,75.891
AUT,1978,0,23.115,76.885
AUT,1979,0,24.606,75.394
AUT,1980,0,25.617,74.383
AUT,1981,0,28.003,71.997
AUT,1982,0,29.015,70.985
AUT,1983,0,28.818,71.182
AUT,1984,0,25.484,74.516
AUT,1985,0,27.82,72.18
AUT,1986,0,28.812,71.188
AUT,1987,0,30.802,69.198
AUT,1988,0,31.323,68.677
AUT,1989,0,31.002,68.998
AUT,1990,0,27.545,72.455
AUT,1991,0,26.257,73.743
AUT,1992,0,29.605,70.395
AUT,1993,0,30.632,69.368
AUT,1994,0,29.87,70.13
AUT,1995,0,30.057,69.943
AUT,1996,0,27.57,72.43
AUT,1997,0,28.553,71.447
AUT,1998,0,29.015,70.985
AUT,1999,0,30.802,69.198
AUT,2000,0,31.496,68.504
AUT,2001,0,29.389,70.611
AUT,2002,0,28.903,71.097
AUT,2003,0,23.867,76.133
AUT,2004,0,26.262,73.738
AUT,2005,0,26.547,73.453
AUT,2006,0,27.137,72.863
AUT,2007,0,29.405,70.595
AUT,2008,0,29.831,70.169
AUT,2009,0,32.67,67.33
AUT,2010,0,29.984,70.016
AUT,2011,0,29.073,70.927
AUT,2012,0,34.142,65.858
AUT,2013,0,33.477,66.523
AUT,2014,0,34.771,65.229
AUT,2015,0,33.107,66.893
AUT,2016,0,33.768,66.232
AUT,2017,0,32.71,67.29
AUT,2018,0,32.566,67.434
AUT,2019,0,33.702,66.298
AZE,1985,0,1.555,98.445
AZE,1986,0,0.885,99.115
AZE,1987,0,0.913,99.087
AZE,1988,0,0.792,99.208
AZE,1989,0,0.777,99.223
AZE,1990,0,1.771,98.229
AZE,1991,0,1.956,98.044
AZE,1992,0,2.269,97.731
AZE,1993,0,3.635,96.365
AZE,1994,0,2.983,97.017
AZE,1995,0,2.697,97.303
AZE,1996,0,3.25,96.75
AZE,1997,0,3.781,96.219
AZE,1998,0,4.294,95.706
AZE,1999,0,3.327,96.673
AZE,2000,0,3.246,96.754
AZE,2001,0,2.837,97.163
AZE,2002,0,4.433,95.567
AZE,2003,0,4.979,95.021
AZE,2004,0,4.866,95.134
AZE,2005,0,4.872,95.128
AZE,2006,0,4.117,95.883
AZE,2007,0,4.246,95.754
AZE,2008,0,3.945,96.055
AZE,2009,0,4.594,95.406
AZE,2010,0,6.906,93.094
AZE,2011,0,4.79,95.21
AZE,2012,0,3.145,96.855
AZE,2013,0,2.601,97.399
AZE,2014,0,2.265,97.735
AZE,2015,0,2.571,97.429
AZE,2016,0,3.125,96.875
AZE,2017,0,2.845,97.155
AZE,2018,0,2.865,97.135
AZE,2019,0,2.48,97.52
BGD,1971,0,0,100
BGD,1972,0,3.06,96.94
BGD,1973,0,4.686,95.314
BGD,1974,0,3.329,96.671
BGD,1975,0,5.262,94.738
BGD,1976,0,5.196,94.804
BGD,1977,0,4.478,95.522
BGD,1978,0,4.811,95.189
BGD,1979,0,5.039,94.961
BGD,1980,0,4.44,95.56
BGD,1981,0,4.727,95.273
BGD,1982,0,3.583,96.417
BGD,1983,0,4.589,95.411
BGD,1984,0,5.757,94.243
BGD,1985,0,4.264,95.736
BGD,1986,0,2.383,97.617
BGD,1987,0,2.481,97.519
BGD,1988,0,2.909,97.091
BGD,1989,0,3.68,96.32
BGD,1990,0,3.332,96.668
BGD,1991,0,3.274,96.726
BGD,1992,0,2.851,97.149
BGD,1993,0,1.979,98.021
BGD,1994,0,2.599,97.401
BGD,1995,0,0.965,99.035
BGD,1996,0,1.832,98.168
BGD,1997,0,1.696,98.304
BGD,1998,0,1.916,98.084
BGD,1999,0,1.824,98.176
BGD,2000,0,1.53,98.47
BGD,2001,0,1.763,98.237
BGD,2002,0,1.281,98.719
BGD,2003,0,1.202,98.798
BGD,2004,0,1.156,98.844
BGD,2005,0,1.067,98.933
BGD,2006,0,0.984,99.016
BGD,2007,0,0.959,99.041
BGD,2008,0,1.149,98.851
BGD,2009,0,0.481,99.519
BGD,2010,0,0.813,99.187
BGD,2011,0,0.894,99.106
BGD,2012,0,0.775,99.225
BGD,2013,0,0.74,99.26
BGD,2014,0,0.605,99.395
BGD,2015,0,0.762,99.238
BGD,2016,0,0.748,99.252
BGD,2017,0,0.851,99.149
BGD,2018,0,0.71,99.29
BGD,2019,0,0.637,99.363
BLR,1985,0,0.014,99.986
BLR,1986,0,0.012,99.988
BLR,1987,0,0.012,99.988
BLR,1988,0,0.012,99.988
BLR,1989,0,0.012,99.988
BLR,1990,0,0.012,99.988
BLR,1991,0,0.011,99.989
BLR,1992,0,0.011,99.989
BLR,1993,0,0.016,99.984
BLR,1994,0,0.019,99.981
BLR,1995,0,0.022,99.978
BLR,1996,0,0.017,99.983
BLR,1997,0,0.022,99.978
BLR,1998,0,0.03,99.97
BLR,1999,0,0.021,99.979
BLR,2000,0,0.029,99.971
BLR,2001,0,0.033,99.967
BLR,2002,0,0.031,99.969
BLR,2003,0,0.03,99.97
BLR,2004,0,0.032,99.968
BLR,2005,0,0.035,99.965
BLR,2006,0,0.033,99.967
BLR,2007,0,0.045,99.955
BLR,2008,0,0.064,99.909
BLR,2009,0,0.098,99.819
BLR,2010,0,0.112,99.759
BLR,2011,0,0.121,99.773
BLR,2012,0,0.137,99.759
BLR,2013,0,0.204,99.703
BLR,2014,0,0.181,99.722
BLR,2015,0,0.238,99.679
BLR,2016,0,0.315,99.609
BLR,2017,0,0.638,99.287
BLR,2018,0,0.555,99.37
BLR,2019,0,0.56,99.365
BEL,1965,0,0.183,99.817
BEL,1966,0.004,0.209,99.787
BEL,1967,0.063,0.158,99.779
BEL,1968,0.036,0.146,99.818
BEL,1969,0.012,0.125,99.863
BEL,1970,0.029,0.127,99.844
BEL,1971,0,0.07,99.93
BEL,1972,0.005,0.089,99.906
BEL,1973,0.037,0.14,99.823
BEL,1974,0.075,0.176,99.75
BEL,1975,3.641,0.143,96.216
BEL,1976,5.079,0.084,94.837
BEL,1977,6.033,0.238,93.729
BEL,1978,6.057,0.234,93.709
BEL,1979,5.366,0.258,94.375
BEL,1980,6.168,0.284,93.548
BEL,1981,6.647,0.347,93.005
BEL,1982,8.467,0.205,91.328
BEL,1983,13.461,0.2,86.339
BEL,1984,14.827,0.2,84.972
BEL,1985,17.726,0.174,82.1
BEL,1986,19.567,0.229,80.204
BEL,1987,20.237,0.278,79.484
BEL,1988,20.38,0.259,79.362
BEL,1989,19.341,0.236,80.423
BEL,1990,18.918,0.246,80.836
BEL,1991,18.346,0.229,81.424
BEL,1992,18.669,0.265,81.066
BEL,1993,18.303,0.221,81.475
BEL,1994,16.801,0.248,82.951
BEL,1995,16.954,0.274,82.772
BEL,1996,16.711,0.216,83.072
BEL,1997,18.114,0.225,81.661
BEL,1998,17.292,0.284,82.424
BEL,1999,18.512,0.321,81.167
BEL,2000,17.785,0.386,81.83
BEL,2001,17.145,0.398,82.457
BEL,2002,17.477,0.42,82.103
BEL,2003,16.74,0.421,82.839
BEL,2004,16.554,0.524,82.923
BEL,2005,16.74,0.741,82.519
BEL,2006,16.269,1.03,82.702
BEL,2007,16.614,1.201,82.185
BEL,2008,15.337,1.487,83.176
BEL,2009,16.907,2.157,80.936
BEL,2010,16.024,2.705,81.271
BEL,2011,17.19,3.553,79.257
BEL,2012,14.852,4.438,80.71
BEL,2013,15.232,4.732,80.037
BEL,2014,12.841,5.397,81.761
BEL,2015,9.747,5.865,84.388
BEL,2016,14.997,5.642,79.361
BEL,2017,14.301,6.121,79.578
BEL,2018,9.884,6.689,83.427
BEL,2019,14.379,6.937,78.684
BRA,1965,0,26.319,73.681
BRA,1966,0,26.386,73.614
BRA,1967,0,26.641,73.359
BRA,1968,0,24.385,75.615
BRA,1969,0,23.901,76.099
BRA,1970,0,25.423,74.318
BRA,1971,0,25.274,74.398
BRA,1972,0,25.726,73.836
BRA,1973,0,24.618,75.092
BRA,1974,0,25.542,74.295
BRA,1975,0,26.609,73.259
BRA,1976,0,27.747,72.125
BRA,1977,0,29.318,70.239
BRA,1978,0,29.268,69.785
BRA,1979,0,30.743,67.96
BRA,1980,0,33.278,65.207
BRA,1981,0,34.638,63.918
BRA,1982,0,35.656,62.331
BRA,1983,0,37.685,59.581
BRA,1984,0.373,38.505,57.846
BRA,1985,0.722,38.72,56.774
BRA,1986,0.029,37.149,58.143
BRA,1987,0.189,36.762,58.423
BRA,1988,0.114,37.893,57.272
BRA,1989,0.336,38.184,56.481
BRA,1990,0.417,43.859,55.723
BRA,1991,0.259,44.44,55.301
BRA,1992,0.302,43.476,56.222
BRA,1993,0.073,43.727,56.201
BRA,1994,0.009,43.138,56.854
BRA,1995,0.375,42.923,56.701
BRA,1996,0.342,42.655,57.003
BRA,1997,0.423,42.06,57.517
BRA,1998,0.42,42.135,57.445
BRA,1999,0.503,41.706,57.791
BRA,2000,0.752,41.859,57.39
BRA,2001,1.799,37.819,60.381
BRA,2002,1.692,39.48,58.828
BRA,2003,1.595,40.939,57.466
BRA,2004,1.314,40.915,57.772
BRA,2005,1.077,41.76,57.163
BRA,2006,1.458,41.636,56.907
BRA,2007,1.226,42.989,55.785
BRA,2008,1.32,42.015,56.665
BRA,2009,1.226,44.945,53.828
BRA,2010,1.241,42.868,55.891
BRA,2011,1.272,42.45,56.277
BRA,2012,1.272,40.629,58.099
BRA,2013,1.174,38.35,60.476
BRA,2014,1.136,37.398,61.466
BRA,2015,1.097,38.632,60.271
BRA,2016,1.205,41.467,57.328
BRA,2017,1.174,41.15,57.676
BRA,2018,1.156,43.79,55.054
BRA,2019,1.162,45.017,53.822
BGR,1965,0,4.646,95.354
BGR,1966,0,4.355,95.645
BGR,1967,0,3.77,96.23
BGR,1968,0,2.175,97.825
BGR,1969,0,2.75,97.25
BGR,1970,0,2.861,97.139
BGR,1971,0,2.77,97.23
BGR,1972,0,2.599,97.401
BGR,1973,0,3.069,96.931
BGR,1974,1.076,2.411,96.513
BGR,1975,2.68,2.574,94.746
BGR,1976,4.946,2.929,92.125
BGR,1977,5.538,3.321,91.141
BGR,1978,5.369,2.643,91.988
BGR,1979,5.41,2.899,91.691
BGR,1980,5.113,3.079,91.808
BGR,1981,7.68,3.047,89.273
BGR,1982,8.833,2.507,88.66
BGR,1983,10.061,2.739,87.2
BGR,1984,10.463,2.678,86.859
BGR,1985,10.866,1.851,87.283
BGR,1986,9.789,1.886,88.324
BGR,1987,10.01,2.042,87.948
BGR,1988,12.616,2.043,85.341
BGR,1989,11.562,2.136,86.301
BGR,1990,12.62,1.616,85.764
BGR,1991,13.972,2.587,83.441
BGR,1992,13.043,2.329,84.627
BGR,1993,14.843,2.063,83.094
BGR,1994,16.928,1.62,81.452
BGR,1995,17.75,2.38,79.87
BGR,1996,18.601,3.003,78.397
BGR,1997,19.335,3,77.666
BGR,1998,19.157,3.511,77.333
BGR,1999,20.483,3.566,75.951
BGR,2000,23.406,3.442,73.152
BGR,2001,23.996,2.132,73.873
BGR,2002,25.374,2.753,71.873
BGR,2003,20.919,3.667,75.415
BGR,2004,20.874,3.934,75.192
BGR,2005,21.289,4.956,73.755
BGR,2006,21.584,4.715,73.701
BGR,2007,16.633,3.318,80.049
BGR,2008,18.089,3.399,78.504
BGR,2009,19.824,4.831,75.315
BGR,2010,18.937,7.188,73.787
BGR,2011,18.929,4.566,76.418
BGR,2012,19.156,6.465,73.919
BGR,2013,18.486,9.036,71.829
BGR,2014,19.333,9.003,71.056
BGR,2015,17.503,9.977,71.761
BGR,2016,18.852,8.492,71.763
BGR,2017,18.069,7.126,73.917
BGR,2018,18.676,10.771,69.674
BGR,2019,19.769,9.203,70.059
CAN,1965,0.026,23.981,75.993
CAN,1966,0.033,25.004,74.963
CAN,1967,0.028,24.438,75.534
CAN,1968,0.157,23.338,76.505
CAN,1969,0.086,24.352,75.563
CAN,1970,0.157,23.871,75.972
CAN,1971,0.625,23.779,75.596
CAN,1972,0.981,24.717,74.301
CAN,1973,1.941,24.773,73.286
CAN,1974,1.814,26.01,72.175
CAN,1975,1.58,25.448,72.972
CAN,1976,2.064,25.284,72.653
CAN,1977,2.948,24.755,72.297
CAN,1978,3.446,26.108,70.446
CAN,1979,3.782,26.318,69.9
CAN,1980,3.996,26.523,69.481
CAN,1981,4.258,28.474,67.267
CAN,1982,4.217,28.593,67.189
CAN,1983,5.384,29.687,64.929
CAN,1984,5.43,30,64.57
CAN,1985,6.1,30.775,63.124
CAN,1986,7.165,31.419,61.416
CAN,1987,7.51,30.959,61.531
CAN,1988,7.739,28.942,63.319
CAN,1989,7.334,27.177,65.49
CAN,1990,6.823,28.217,64.96
CAN,1991,7.926,29.252,62.822
CAN,1992,7.337,29.314,63.348
CAN,1993,8.367,29.338,62.295
CAN,1994,9.261,28.856,61.882
CAN,1995,8.228,28.898,62.874
CAN,1996,7.591,29.843,62.566
CAN,1997,6.701,29.184,64.115
CAN,1998,5.886,28.184,65.93
CAN,1999,5.864,28.454,65.682
CAN,2000,5.644,28.572,65.784
CAN,2001,6.055,27.152,66.793
CAN,2002,5.747,27.567,66.686
CAN,2003,5.637,26.248,68.115
CAN,2004,6.681,25.99,67.329
CAN,2005,6.692,27.285,66.023
CAN,2006,7.17,26.991,65.839
CAN,2007,6.569,27.025,66.406
CAN,2008,6.731,27.706,65.563
CAN,2009,6.634,28.774,64.592
CAN,2010,6.497,27.021,66.482
CAN,2011,6.373,27.608,66.02
CAN,2012,6.486,28.251,65.263
CAN,2013,6.82,28.109,65.071
CAN,2014,6.956,27.136,65.909
CAN,2015,6.58,28.001,65.419
CAN,2016,6.543,28.541,64.916
CAN,2017,6.417,28.657,64.927
CAN,2018,6.237,27.569,66.193
CAN,2019,6.302,27.638,66.06
CHL,1965,0,15.188,84.812
CHL,1966,0,14.933,85.067
CHL,1967,0,14.953,85.047
CHL,1968,0,12.559,87.441
CHL,1969,0,13.163,86.837
CHL,1970,0,13.348,86.652
CHL,1971,0,13.976,86.024
CHL,1972,0,16.069,83.931
CHL,1973,0,16.302,83.698
CHL,1974,0,18.711,81.289
CHL,1975,0,20.872,79.128
CHL,1976,0,20.57,79.43
CHL,1977,0,20.955,79.045
CHL,1978,0,20.615,79.385
CHL,1979,0,20.492,79.508
CHL,1980,0,20.987,79.013
CHL,1981,0,21.182,78.818
CHL,1982,0,25.364,74.636
CHL,1983,0,26.791,73.209
CHL,1984,0,26.531,73.469
CHL,1985,0,28.964,71.036
CHL,1986,0,29.801,70.199
CHL,1987,0,30.713,69.287
CHL,1988,0,27.069,72.931
CHL,1989,0,20.687,79.313
CHL,1990,0,17.902,82.098
CHL,1991,0,22.858,77.142
CHL,1992,0,26.955,73.045
CHL,1993,0,26.158,73.842
CHL,1994,0,24.631,75.369
CHL,1995,0,24.706,75.294
CHL,1996,0,21.354,78.646
CHL,1997,0,20.749,79.251
CHL,1998,0,17.076,82.924
CHL,1999,0,14.39,85.61
CHL,2000,0,18.527,81.473
CHL,2001,0,20.889,79.111
CHL,2002,0,21.43,78.57
CHL,2003,0,20.841,79.159
CHL,2004,0,18.651,81.349
CHL,2005,0,21.221,78.779
CHL,2006,0,21.394,78.606
CHL,2007,0,17.573,82.427
CHL,2008,0,19.625,80.375
CHL,2009,0,20.457,79.543
CHL,2010,0,18.015,81.985
CHL,2011,0,16.253,83.747
CHL,2012,0,16.677,83.323
CHL,2013,0,16.909,83.091
CHL,2014,0,18.754,81.246
CHL,2015,0,19.894,80.106
CHL,2016,0,18.129,81.871
CHL,2017,0,20.678,79.322
CHL,2018,0,22.214,77.786
CHL,2019,0,22.851,77.149
CHN,1965,0,4.006,95.994
CHN,1966,0,3.751,96.249
CHN,1967,0,3.595,96.405
CHN,1968,0,4.2,95.8
CHN,1969,0,3.509,96.491
CHN,1970,0,2.832,97.168
CHN,1971,0,2.89,97.11
CHN,1972,0,3.038,96.962
CHN,1973,0,3.217,96.783
CHN,1974,0,3.53,96.47
CHN,1975,0,3.298,96.702
CHN,1976,0,3.175,96.825
CHN,1977,0,3.039,96.961
CHN,1978,0,2.597,97.403
CHN,1979,0,2.832,97.168
CHN,1980,0,3.33,96.67
CHN,1981,0,3.798,96.202
CHN,1982,0,4.132,95.868
CHN,1983,0,4.509,95.491
CHN,1984,0,4.221,95.779
CHN,1985,0,4.154,95.846
CHN,1986,0,4.056,95.944
CHN,1987,0,3.979,96.021
CHN,1988,0,4.043,95.957
CHN,1989,0,4.179,95.821
CHN,1990,0,4.418,95.582
CHN,1991,0,4.138,95.862
CHN,1992,0,4.124,95.876
CHN,1993,0.047,4.451,95.502
CHN,1994,0.407,4.637,94.957
CHN,1995,0.343,5.192,94.465
CHN,1996,0.364,4.818,94.818
CHN,1997,0.364,5.025,94.611
CHN,1998,0.356,5.089,94.555
CHN,1999,0.364,4.865,94.771
CHN,2000,0.394,5.313,94.293
CHN,2001,0.387,6.22,93.393
CHN,2002,0.508,5.892,93.6
CHN,2003,0.747,4.964,94.288
CHN,2004,0.739,5.264,93.997
CHN,2005,0.68,5.219,94.101
CHN,2006,0.637,5.232,94.131
CHN,2007,0.659,5.369,93.971
CHN,2008,0.696,6.827,92.478
CHN,2009,0.678,6.5,92.822
CHN,2010,0.673,7.14,92.187
CHN,2011,0.723,6.636,92.641
CHN,2012,0.779,7.994,91.227
CHN,2013,0.847,8.387,90.766
CHN,2014,0.983,9.619,89.398
CHN,2015,1.245,10.188,88.567
CHN,2016,1.52,10.934,87.546
CHN,2017,1.707,11.542,86.751
CHN,2018,1.944,12.176,85.88
CHN,2019,2.194,12.665,85.142
COL,1965,0,11.153,88.847
COL,1966,0,11.372,88.628
COL,1967,0,11.908,88.092
COL,1968,0,12.596,87.404
COL,1969,0,13.767,86.233
COL,1970,0,14.046,85.954
COL,1971,0,15.166,84.834
COL,1972,0,14.955,85.045
COL,1973,0,16.299,83.701
COL,1974,0,16.515,83.485
COL,1975,0,18.26,81.74
COL,1976,0,18.425,81.575
COL,1977,0,18.388,81.612
COL,1978,0,19.828,80.172
COL,1979,0,20.486,79.514
COL,1980,0,21.934,78.066
COL,1981,0,21.138,78.862
COL,1982,0,21.599,78.401
COL,1983,0,20.724,79.276
COL,1984,0,22.51,77.49
COL,1985,0,23.286,76.714
COL,1986,0,26.035,73.965
COL,1987,0,26.07,73.93
COL,1988,0,27.467,72.533
COL,1989,0,28.487,71.513
COL,1990,0,31.265,68.735
COL,1991,0,30.346,69.654
COL,1992,0,23.443,76.557
COL,1993,0,26.587,73.413
COL,1994,0,28.496,71.504
COL,1995,0,28.029,71.971
COL,1996,0,30.12,69.88
COL,1997,0,26.136,73.864
COL,1998,0,25.46,74.54
COL,1999,0,30.026,69.974
COL,2000,0,28.246,71.754
COL,2001,0,29.265,70.735
COL,2002,0,31.303,68.697
COL,2003,0,31.974,68.026
COL,2004,0,33.075,66.925
COL,2005,0,33.583,66.417
COL,2006,0,32.301,67.699
COL,2007,0,33.22,66.78
COL,2008,0,31.887,68.113
COL,2009,0,29.811,70.189
COL,2010,0,27.582,72.418
COL,2011,0,31.337,68.663
COL,2012,0,28.681,71.319
COL,2013,0,26.213,73.787
COL,2014,0,25.133,74.867
COL,2015,0,24.863,75.137
COL,2016,0,24.545,75.455
COL,2017,0,29.111,70.889
COL,2018,0,28.494,71.506
COL,2019,0,24.986,75.014
HRV,1990,0,10.594,89.406
HRV,1991,0,19.505,80.495
HRV,1992,0,15.171,84.829
HRV,1993,0,15.257,84.743
HRV,1994,0,18.017,81.983
HRV,1995,0,18.199,81.801
HRV,1996,0,23.558,76.442
HRV,1997,0,17.619,82.381
HRV,1998,0,17.146,82.854
HRV,1999,0,20.201,79.799
HRV,2000,0,18.794,81.206
HRV,2001,0,19.77,80.23
HRV,2002,0,15.95,84.05
HRV,2003,0,14.113,85.887
HRV,2004,0,18.92,81.08
HRV,2005,0,17.575,82.425
HRV,2006,0,16.636,83.364
HRV,2007,0,11.702,88.27
HRV,2008,0,14.431,85.531
HRV,2009,0,18.668,81.244
HRV,2010,0,22.724,77.276
HRV,2011,0,14.652,85.304
HRV,2012,0,15.637,83.983
HRV,2013,0,25.134,74.478
HRV,2014,0,26.817,72.819
HRV,2015,0,21.189,78.498
HRV,2016,0,22.58,77.408
HRV,2017,0,19.055,80.938
HRV,2018,0,24.868,74.809
HRV,2019,0,21.537,78.115
CYP,1965,0,0,100
CYP,1966,0,0,100
CYP,1967,0,0,100
CYP,1968,0,0,100
CYP,1969,0,0,100
CYP,1970,0,0,100
CYP,1971,0,0,100
CYP,1972,0,0,100
CYP,1973,0,0,100
CYP,1974,0,0,100
CYP,1975,0,0,100
CYP,1976,0,0,100
CYP,1977,0,0,100
CYP,1978,0,0,100
CYP,1979,0,0,100
CYP,1980,0,0,100
CYP,1981,0,0,100
CYP,1982,0,0,100
CYP,1983,0,0,100
CYP,1984,0,0,100
CYP,1985,0,0,100
CYP,1986,0,0,100
CYP,1987,0,0,100
CYP,1988,0,0,100
CYP,1989,0,0,100
CYP,1990,0,0,100
CYP,1991,0,0,100
CYP,1992,0,0,100
CYP,1993,0,0,100
CYP,1994,0,0,100
CYP,1995,0,0,100
CYP,1996,0,0,100
CYP,1997,0,0,100
CYP,1998,0,0,100
CYP,1999,0,0,100
CYP,2000,0,0,100
CYP,2001,0,0,100
CYP,2002,0,0,100
CYP,2003,0,0,100
CYP,2004,0,0.007,99.993
CYP,2005,0,0.007,99.993
CYP,2006,0,0.012,99.988
CYP,2007,0,0.026,99.944
CYP,2008,0,0.113,99.428
CYP,2009,0,0.235,99.266
CYP,2010,0,0.559,98.957
CYP,2011,0,1.37,98.081
CYP,2012,0,2.099,97.315
