Code,Year,Consumption Geo Biomass Other - TWh,Consumption Hydro Generation - TWh,Consumption Solar Generation - TWh,Consumption Wind Generation -TWh,IDRE
EGY,1989,0,9.487,0,0,1989EGY
EGY,1990,0,9.953,0,0,1990EGY
EGY,1991,0,9.916,0,0,1991EGY
EGY,1992,0,9.8,0,0,1992EGY
EGY,1993,0,10.0925,0,0,1993EGY
EGY,1994,0,10.728,0,0,1994EGY
EGY,1995,0,11.192,0,0,1995EGY
EGY,1996,0,11.484,0,0,1996EGY
EGY,1997,0,11.771,0,0,1997EGY
EGY,1998,0,12.1045,0,0,1998EGY
EGY,1999,0,13.4405,0,0.012,1999EGY
EGY,2000,0,14.178,0.0002,0.0805,2000EGY
EGY,2001,0,14.4135,0.0009,0.179,2001EGY
EGY,2002,0,13.9945,0.001,0.2125,2002EGY
EGY,2003,0,12.939,0.001,0.286,2003EGY
EGY,2004,0,12.8315,0.001,0.504050505,2004EGY
EGY,2005,0,12.644,0.001,0.510111111,2005EGY
EGY,2006,0,12.7845,0.001,0.605060606,2006EGY
EGY,2007,0,14.2175,0.0012,0.662436364,2007EGY
EGY,2008,0,15.096,0.0015,0.929813131,2008EGY
EGY,2009,0,13.7725,0.0022,1.037193939,2009EGY
EGY,2010,0,12.9545,0.0252,1.409143434,2010EGY
EGY,2011,0,12.99,0.0936,1.645793939,2011EGY
EGY,2012,0,13.0275,0.0581,1.78230404,2012EGY
EGY,2013,0,13.2365,0.0591,1.542920202,2013EGY
EGY,2014,0,13.587,0.0415,1.126176768,2014EGY
EGY,2015,0,13.6835,0.0654,1.871145455,2015EGY
EGY,2016,0,13.5025,0.104577,2.52580303,2016EGY
EGY,2017,0,13.121125,0.60195,2.110171212,2017EGY
EGY,2018,0,13.365125,1.510487685,2.029916356,2018EGY
EGY,2019,0,13.39085,3.677013204,2.791673664,2019EGY
EST,1985,0,0,0,0,1985EST
EST,1986,0,0,0,0,1986EST
EST,1987,0,0,0,0,1987EST
EST,1988,0,0,0,0,1988EST
EST,1989,0,0,0,0,1989EST
EST,1990,0,0,0,0,1990EST
EST,1991,0,0,0,0,1991EST
EST,1992,0,0,0,0,1992EST
EST,1993,0,0,0,0,1993EST
EST,1994,0,0,0,0,1994EST
EST,1995,0.006,0,0,0,1995EST
EST,1996,0.005,0,0,0,1996EST
EST,1997,0.008,0,0,0,1997EST
EST,1998,0.012,0,0,0,1998EST
EST,1999,0.012,0.004,0,0,1999EST
EST,2000,0.013,0.005,0,0,2000EST
EST,2001,0.011,0.007,0,0,2001EST
EST,2002,0.027,0.006,0,0.0014,2002EST
EST,2003,0.026,0.013,0,0.0061,2003EST
EST,2004,0.031,0.022,0,0.0076,2004EST
EST,2005,0.033,0.022,0,0.0539,2005EST
EST,2006,0.038,0.014,0,0.0763,2006EST
EST,2007,0.036,0.022,0,0.091,2007EST
EST,2008,0.038,0.028,0,0.133,2008EST
EST,2009,0.314,0.032,0.0001,0.195,2009EST
EST,2010,0.742,0.027,0.0001,0.277,2010EST
EST,2011,0.783,0.03,0.0002,0.368,2011EST
EST,2012,1.001,0.042,0.0003,0.434,2012EST
EST,2013,0.667,0.026,0.0014,0.529,2013EST
EST,2014,0.74,0.0267,0.0031,0.604,2014EST
EST,2015,0.779,0.027,0.0059,0.7151,2015EST
EST,2016,0.885,0.035,0.0101,0.594,2016EST
EST,2017,1.683898,0.026,0.012679515,0.723,2017EST
EST,2018,1.242,0.015,0.021483587,0.636,2018EST
EST,2019,1.187893985,0.015980028,0.072060935,0.677553182,2019EST
,1965,3.009,302.1953528,0,0,
,1966,4.101,324.5698894,0,0,
,1967,4.489,324.4627437,0,0,
,1968,4.997,336.2366779,0,0,
,1969,5.422904,330.9759087,0,0,
,1970,7.118356961,346.0780688,0,0,
,1971,7.231883626,349.5631541,0,0,
,1972,7.12260804,363.832965,0,0,
,1973,7.663391239,369.3127146,0,0,
,1974,8.0420602,399.2912848,0,0,
,1975,8.520942081,407.5107662,0,0,
,1976,8.485597232,376.8346999,0,0,
,1977,8.880291321,456.2716391,0,0,
,1978,9.372139078,455.5287082,0,0.003,
,1979,9.762957992,479.1498824,0,0.006,
,1980,10.74094928,464.7666471,0,0.0105,
,1981,10.75352315,470.435388,0,0.0105,
,1982,9.836121004,466.309649,0,0.0185,
,1983,10.13665216,480.1258491,0,0.0301,
,1984,10.51057781,485.1935345,0.001010101,0.0382,
,1985,10.96141274,502.9945407,0.001010101,0.0574,
,1986,13.01880956,486.0931835,0.001010101,0.1336,
,1987,12.87530129,529.5056594,0,0.1908,
,1988,13.6780998,567.4690014,0.001010101,0.3297,
,1989,13.53727589,493.8059307,0.009090909,0.5154,
,1990,18.95285263,502.4571504,0.0125,0.779460415,
,1991,19.549433,513.0917745,0.0155,0.980027988,
,1992,20.709603,529.6566497,0.027088,1.53504808,
,1993,22.879095,550.4667647,0.032383,2.284826092,
,1994,24.01789971,557.1966285,0.0376885,2.979235703,
,1995,26.49863146,564.8899094,0.04684,3.863029201,
,1996,26.68019984,548.0862941,0.053811411,4.828585245,
,1997,31.66351939,567.678972,0.063926244,7.295492956,
,1998,36.11504184,593.9041617,0.0870885,11.17647914,
,1999,38.09960017,598.1808529,0.091198056,14.24432177,
,2000,42.3312483,617.66352,0.13447325,22.4547142,
,2001,44.95466864,612.0409616,0.1702025,26.93428666,
,2002,50.65633618,563.9424434,0.276755006,36.42594931,
,2003,57.9809708,529.5685025,0.468697744,44.53115229,
,2004,68.80114151,570.1533941,0.751097873,59.29678686,
,2005,78.67317876,571.7251909,1.486383246,71.09674937,
,2006,89.27725775,561.9088764,2.524087814,83.16413988,
,2007,99.46983003,563.9636046,3.815704819,105.7131938,
,2008,110.0447411,593.0331391,7.501071132,121.3539015,
,2009,120.7465527,589.7448745,14.19283506,135.3832286,
,2010,136.8909383,649.8001668,23.26343602,153.4434969,
,2011,146.1651356,569.648632,46.71354931,186.6574032,
,2012,161.9937713,625.8061066,71.86993816,214.8374201,
,2013,171.7380753,661.6366665,86.9351168,248.0939118,
,2014,183.5229332,644.059662,98.83569401,264.813831,
,2015,196.6572063,635.8995303,109.883454,318.8069569,
,2016,201.5577094,651.4348399,113.952463,322.9244416,
,2017,208.2711957,584.7782318,124.4746944,383.9344918,
,2018,215.0079387,645.2554448,138.55657,402.7751069,
,2019,220.335262,632.5383017,154.6634587,461.5876104,
,1965,0,9.40833685,0,0,
,1966,0,10.35547212,0,0,
,1967,0,11.18760738,0,0,
,1968,0,12.35174265,0,0,
,1969,0,15.34087791,0,0,
,1970,0,15.39301318,0,0,
,1971,0,16.5238766,0,0,
,1972,0,19.06574002,0,0,
,1973,0,17.70460343,0,0,
,1974,0,22.14146685,0,0,
,1975,0,21.09233027,0,0,
,1976,0,22.62919369,0,0,
,1977,0,26.72805711,0,0,
,1978,0,27.77192052,0,0,
,1979,0,29.43278394,0,0,
,1980,0,31.64264736,0,0,
,1981,0,28.53370291,0,0,
,1982,0,26.84175847,0,0,
,1983,0,25.22681402,0,0,
,1984,0,28.83086958,0,0,
,1985,0,33.01269853,0,0,
,1986,0,37.54565288,0,0,
,1987,0,38.67528844,0,0,
,1988,0,38.68767479,0,0,
,1989,0,35.64239955,0,0,
,1990,0,23.28519583,0,0,
,1991,0,28.50613309,0,0,
,1992,0,24.70171436,0,0,
,1993,0,22.61378139,0,0.000427273,
,1994,0,25.48877999,0,0.000611111,
,1995,0,25.601664,0,0.000575758,
,1996,0.0142855,31.92751011,0,0.000585859,
,1997,0.012857,28.95645402,0,0.000555556,
,1998,0.0142855,29.22175559,0,0.000551515,
,1999,0.011802,31.4153479,0,0.000567677,
,2000,0.011311,28.05486785,0,0.000528283,
,2001,0.0111205,27.22140601,0.000136,0.000509091,
,2002,0.010448,27.18613487,0.000272,0.000558586,
,2003,0.0110195,27.04860335,0.000372,0.003023232,
,2004,0.026295,31.3273999,0.000472,0.007584848,
,2005,0.027092,32.03152202,0.000572,0.011446465,
,2006,0.030424434,29.92154235,0.000572,0.016139394,
,2007,0.042457635,25.53957282,0.000972,0.016928283,
,2008,0.0351045,27.5240696,0.001172,0.014110101,
,2009,0.038141805,31.92673189,0.003118101,0.016166667,
,2010,0.037162076,40.5520339,0.00592325,0.015731313,
,2011,0.042921,26.91305216,0.015168,0.015682828,
,2012,0.054928288,27.5931063,0.032551247,0.011906061,
,2013,0.069249937,36.02995678,0.052843,0.023875758,
,2014,0.068187877,32.56955638,0.10399425,0.037026465,
,2015,0.105492721,32.30550619,0.2376205,0.058574626,
,2016,0.120255074,35.70714833,0.315163981,0.089617151,
,2017,0.168230427,28.77366307,0.3787205,0.293734582,
,2018,0.19749359,38.7788913,0.258141576,0.627333376,
,2019,0.229191356,34.06605012,0.294001102,1.497692906,
FIN,1965,0,9.353535354,0,0,1965FIN
FIN,1966,0,10.38080808,0,0,1966FIN
FIN,1967,0,11.62929293,0,0,1967FIN
FIN,1968,0,10.48888889,0,0,1968FIN
FIN,1969,0,8.745454545,0,0,1969FIN
FIN,1970,0,9.524242424,0,0,1970FIN
FIN,1971,0,10.68080808,0,0,1971FIN
FIN,1972,0,10.37979798,0,0,1972FIN
FIN,1973,0,10.57979798,0,0,1973FIN
FIN,1974,0,12.7030303,0,0,1974FIN
FIN,1975,0,12.20909091,0,0,1975FIN
FIN,1976,0,9.481818182,0,0,1976FIN
FIN,1977,0,12.18181818,0,0,1977FIN
FIN,1978,0,9.798989899,0,0,1978FIN
FIN,1979,0,10.87070707,0,0,1979FIN
FIN,1980,0,10.21717172,0,0,1980FIN
FIN,1981,0,13.65454545,0,0,1981FIN
FIN,1982,0,13.08888889,0,0,1982FIN
FIN,1983,0,13.58080808,0,0,1983FIN
FIN,1984,0,13.24747475,0,0,1984FIN
FIN,1985,0,12.33434343,0,0,1985FIN
FIN,1986,0,12.38989899,0,0,1986FIN
FIN,1987,0,13.7959596,0,0,1987FIN
FIN,1988,0,13.36262626,0,0,1988FIN
FIN,1989,0,13.03030303,0,0,1989FIN
FIN,1990,5.156,10.86060606,0.0005,0,1990FIN
FIN,1991,4.999,13.1979798,0.0005,0.0006,1991FIN
FIN,1992,4.95,15.10808081,0.0006,0.0024,1992FIN
FIN,1993,5.958,13.47373737,0.0007,0.0044,1993FIN
FIN,1994,6.465,11.77979798,0.0008,0.0072,1994FIN
FIN,1995,6.608,12.91707071,0.0008,0.0108,1995FIN
FIN,1996,5.889,11.82191919,0.001,0.011,1996FIN
FIN,1997,7.891,11.9140404,0.0012,0.0166,1997FIN
FIN,1998,9.333,14.92585859,0.0013,0.023,1998FIN
FIN,1999,8.363,12.67343434,0.0014,0.049,1999FIN
FIN,2000,8.588526316,14.59878788,0.0016,0.0766,2000FIN
FIN,2001,8.211789474,13.14959596,0.0017,0.0696,2001FIN
FIN,2002,8.932421053,10.73040404,0.0019,0.063,2002FIN
FIN,2003,9.292,9.550505051,0.0021,0.0919,2003FIN
FIN,2004,10.37094737,15.01505051,0.0024,0.1203,2004FIN
FIN,2005,9.479473684,13.56363636,0.0026,0.1683,2005FIN
FIN,2006,10.75663158,11.42727273,0.0034,0.1527,2006FIN
FIN,2007,9.928,14.13191919,0.0038,0.1884,2007FIN
FIN,2008,10.39126316,17.08030303,0.0039,0.2605,2008FIN
FIN,2009,8.743578947,12.7,0.0043,0.2766,2009FIN
FIN,2010,10.98021053,12.87171717,0.0047,0.2943,2010FIN
FIN,2011,11.18284211,12.40232323,0.0053,0.4814,2011FIN
FIN,2012,11.10126316,16.83525253,0.0057,0.4943,2012FIN
FIN,2013,11.94263158,12.80040404,0.0065,0.7737,2013FIN
FIN,2014,11.70726316,13.37393939,0.008,1.1072,2014FIN
FIN,2015,11.318,16.75171717,0.0113,2.3274,2015FIN
FIN,2016,11.42231579,15.79212121,0.0221,3.068,2016FIN
FIN,2017,11.2415,14.75777778,0.0485,4.7952,2017FIN
FIN,2018,12.1842,13.1374,0.0902,5.8387,2018FIN
FIN,2019,12.195,12.2863,0.1781,5.9854,2019FIN
FRA,1965,0,46.8810922,0,0,1965FRA
FRA,1966,0.39,52.2084692,0,0,1966FRA
FRA,1967,0.605,45.3776574,0,0,1967FRA
FRA,1968,0.926,50.4226122,0,0,1968FRA
FRA,1969,1.067,52.9420896,0,0,1969FRA
FRA,1970,1.3702458,56.6814826,0,0,1970FRA
FRA,1971,1.3918224,48.8567252,0,0,1971FRA
FRA,1972,1.5151953,48.831467,0,0,1972FRA
FRA,1973,1.5500864,47.6962618,0,0,1973FRA
FRA,1974,1.5770592,56.2302844,0,0,1974FRA
FRA,1975,1.4158849,60.107937,0,0,1975FRA
FRA,1976,1.3329,48.5646282,0,0,1976FRA
FRA,1977,1.3745814,76.3229766,0,0,1977FRA
FRA,1978,1.4183881,68.3598326,0,0,1978FRA
FRA,1979,1.4840102,66.4191396,0,0,1979FRA
FRA,1980,1.4710235,69.5267496,0,0,1980FRA
FRA,1981,1.4921525,72.1951656,0,0,1981FRA
FRA,1982,1.52734,70.5748578,0,0,1982FRA
FRA,1983,1.5587,69.4430148,0,0,1983FRA
FRA,1984,1.6223,65.6901096,0,0,1984FRA
FRA,1985,1.65215,62.4533336,0,0,1985FRA
FRA,1986,1.6628,63.0108452,0,0,1986FRA
FRA,1987,1.7506,71.0875564,0,0,1987FRA
FRA,1988,1.77325,77.1172904,0,0,1988FRA
FRA,1989,1.84145,46.842294,0,0,1989FRA
FRA,1990,1.913,53.866,0,0.000271526,1990FRA
FRA,1991,2.102,57.602,0,0.000489604,1991FRA
FRA,1992,2.134,68.956,0.001488,0.000489604,1992FRA
FRA,1993,1.974,64.895,0.001683,0.00240218,1993FRA
FRA,1994,2.157,78.794,0.0018785,0.004704,1994FRA
FRA,1995,2.329,73.119,0.00204,0.0047142,1995FRA
FRA,1996,2.423,66.044,0.0026503,0.0074302,1996FRA
FRA,1997,2.675,63.764,0.0034068,0.0111284,1997FRA
FRA,1998,2.653,62.093,0.0040885,0.0194972,1998FRA
FRA,1999,2.853,72.514,0.0045475,0.03694443,1999FRA
FRA,2000,2.986,66.363,0.00522325,0.048,2000FRA
FRA,2001,3.334,74.268,0.0061605,0.131,2001FRA
FRA,2002,3.537,60.397,0.00710345,0.265,2002FRA
FRA,2003,3.717,58.943,0.0077673,0.388,2003FRA
FRA,2004,3.782,59.555,0.008447984,0.595,2004FRA
FRA,2005,3.872,51.48,0.01050076,0.962,2005FRA
FRA,2006,3.841,56.303,0.01190605,2.182,2006FRA
FRA,2007,4.216,57.604,0.018,4.07,2007FRA
FRA,2008,4.436,63.654,0.042,5.694,2008FRA
FRA,2009,4.578,56.994,0.174,7.912,2009FRA
FRA,2010,4.917,62.714,0.62,9.945,2010FRA
FRA,2011,5.48,44.791,2.078,12.052,2011FRA
FRA,2012,5.392,58.666,4.016,14.913,2012FRA
FRA,2013,5.388,70.716,4.735,16.033,2013FRA
FRA,2014,5.818,62.83,5.913,17.249,2014FRA
FRA,2015,6.453,54.444,7.262,21.249,2015FRA
FRA,2016,7.639,60.043,8.16,21.4,2016FRA
FRA,2017,7.994645594,49.22161717,9.162760493,24.31716348,2017FRA
FRA,2018,8.521197318,63.92991588,10.31839274,28.0847112,2018FRA
FRA,2019,8.696714559,58.51859739,11.72927434,34.48014278,2019FRA
DEU,1965,0,16.2122092,0,0,1965DEU
DEU,1966,0,17.5339978,0,0,1966DEU
DEU,1967,0,16.6523118,0,0,1967DEU
DEU,1968,0,16.8989908,0,0,1968DEU
DEU,1969,0,13.7134778,0,0,1969DEU
DEU,1970,0.920020161,17.5336782,0,0,1970DEU
DEU,1971,1.001028226,13.4551882,0,0,1971DEU
DEU,1972,1.01874874,13.2058944,0,0,1972DEU
DEU,1973,1.053104839,15.2294618,0,0,1973DEU
DEU,1974,1.07625,17.6381318,0,0,1974DEU
DEU,1975,1.124710181,17.0591234,0,0,1975DEU
DEU,1976,1.277685232,13.846833,0,0,1976DEU
DEU,1977,1.246583921,17.5821604,0,0,1977DEU
DEU,1978,1.317465978,18.3622344,0,0,1978DEU
DEU,1979,1.443317792,18.3836866,0,0,1979DEU
DEU,1980,1.96625378,19.069143,0,0,1980DEU
DEU,1981,1.804237651,19.9146734,0,0,1981DEU
DEU,1982,1.798813004,19.737993,0,0,1982DEU
DEU,1983,1.540238155,18.7120174,0,0,1983DEU
DEU,1984,1.642944808,18.4791744,0,0,1984DEU
DEU,1985,1.644029738,17.4006496,0,0,1985DEU
DEU,1986,1.595569556,18.5719818,0,0.001,1986DEU
DEU,1987,1.445849294,20.34297,0,0.002,1987DEU
DEU,1988,1.637881804,20.0793908,0,0.008,1988DEU
DEU,1989,1.749267893,18.2437278,0,0.026,1989DEU
DEU,1990,1.435,17.335,0.001,0.071,1990DEU
DEU,1991,1.471,15.85,0.001,0.1,1991DEU
DEU,1992,1.558,18.635,0.004,0.275,1992DEU
DEU,1993,1.635,18.96,0.003,0.6,1993DEU
DEU,1994,1.875,20.195,0.007,0.909,1994DEU
DEU,1995,2.01,21.556,0.007,1.5,1995DEU
DEU,1996,2.098,18.818,0.012,2.032,1996DEU
DEU,1997,2.273,18.952,0.018,2.966,1997DEU
DEU,1998,3.256,19.002,0.035,4.489,1998DEU
DEU,1999,3.585,20.686,0.03,5.528,1999DEU
DEU,2000,4.731,24.86675,0.06,9.513,2000DEU
DEU,2001,5.214,23.241,0.076,10.509,2001DEU
DEU,2002,6.048,23.66175,0.162,15.786,2002DEU
DEU,2003,8.841,17.722,0.313,18.713,2003DEU
DEU,2004,10.4712,20.096,0.557,25.509,2004DEU
DEU,2005,14.3542,19.639,1.282,27.229,2005DEU
DEU,2006,18.7004,20.0085,2.22,30.71,2006DEU
DEU,2007,24.3634,21.169,3.075,39.713,2007DEU
DEU,2008,27.8096,20.443,4.42,40.574,2008DEU
DEU,2009,30.9048,19.031,6.583,38.648,2009DEU
DEU,2010,33.9517,20.953,11.729,38.547,2010DEU
DEU,2011,36.9098,17.672274,19.599,49.857,2011DEU
DEU,2012,43.2284,22.09,26.38,51.68,2012DEU
DEU,2013,45.593,22.998,31.01,52.737,2013DEU
DEU,2014,48.385,19.58710177,36.056,58.497,2014DEU
DEU,2015,50.459,18.97715888,38.726,80.624,2015DEU
DEU,2016,51.103,20.54634396,38.098,79.924,2016DEU
DEU,2017,51.094,20.15,39.401,105.693,2017DEU
DEU,2018,51.048,17.975,45.784,109.951,2018DEU
DEU,2019,50.609,20.19231996,47.517,125.975,2019DEU
GRC,1965,0,0.801,0,0,1965GRC
GRC,1966,0,1.73,0,0,1966GRC
GRC,1967,0,1.66,0,0,1967GRC
GRC,1968,0,1.368,0,0,1968GRC
GRC,1969,0,2.055,0,0,1969GRC
GRC,1970,0,2.636,0,0,1970GRC
GRC,1971,0,2.652,0,0,1971GRC
GRC,1972,0,2.677,0,0,1972GRC
GRC,1973,0,2.223,0,0,1973GRC
GRC,1974,0,2.347,0,0,1974GRC
GRC,1975,0,2.015,0,0,1975GRC
GRC,1976,0,1.879,0,0,1976GRC
GRC,1977,0,1.922,0,0,1977GRC
GRC,1978,0,2.988,0,0,1978GRC
GRC,1979,0,3.566,0,0,1979GRC
GRC,1980,0,3.405,0,0,1980GRC
GRC,1981,0,3.407,0,0,1981GRC
GRC,1982,0,3.561,0,0,1982GRC
GRC,1983,0,2.34,0,0,1983GRC
GRC,1984,0,2.862,0,0,1984GRC
GRC,1985,0,2.805,0,0,1985GRC
GRC,1986,0,3.235,0,0,1986GRC
GRC,1987,0,2.78,0,0.001,1987GRC
GRC,1988,0,2.366,0,0.001,1988GRC
GRC,1989,0,1.9,0,0.001,1989GRC
GRC,1990,0,1.769,0,0.002,1990GRC
GRC,1991,0,3.099,0,0.002,1991GRC
GRC,1992,0.001,2.203,0,0.008,1992GRC
GRC,1993,0.001,2.282,0,0.047,1993GRC
GRC,1994,0.001,2.599,0,0.037,1994GRC
GRC,1995,0.001,3.529,0,0.034,1995GRC
GRC,1996,0,4.348,0,0.036,1996GRC
GRC,1997,0,3.882,0,0.037,1997GRC
GRC,1998,0,3.717,0,0.073,1998GRC
GRC,1999,0.001,4.592,0,0.162,1999GRC
GRC,2000,0,3.693,0,0.451,2000GRC
GRC,2001,0.079,2.097,0,0.756,2001GRC
GRC,2002,0.126,2.8,0,0.651,2002GRC
GRC,2003,0.105,4.766,0,1.021,2003GRC
GRC,2004,0.123,4.672,0.001,1.121,2004GRC
GRC,2005,0.122,5.017,0.001,1.266,2005GRC
GRC,2006,0.114,5.865,0.001,1.699,2006GRC
GRC,2007,0.184,2.591,0.001,1.818,2007GRC
GRC,2008,0.191,3.312,0.005,2.242,2008GRC
GRC,2009,0.218,5.374,0.05,2.543,2009GRC
GRC,2010,0.19,7.46,0.158,2.714,2010GRC
GRC,2011,0.207,4.011,0.61,3.315,2011GRC
GRC,2012,0.204,4.403,1.694,3.85,2012GRC
GRC,2013,0.216,6.346,3.648,4.139,2013GRC
GRC,2014,0.22,4.476,3.792,3.689,2014GRC
GRC,2015,0.231,6.098,3.9,4.621,2015GRC
GRC,2016,0.274,5.543,3.93,5.146,2016GRC
GRC,2017,0.310028,3.962547,3.991477,5.536987,2017GRC
GRC,2018,0.31407,5.743448,3.790652,6.300259,2018GRC
GRC,2019,0.321073149,4.005400595,3.959731046,7.278329228,2019GRC
HKG,1965,0,0,0,0,1965HKG
HKG,1966,0,0,0,0,1966HKG
HKG,1967,0,0,0,0,1967HKG
HKG,1968,0,0,0,0,1968HKG
HKG,1969,0,0,0,0,1969HKG
HKG,1970,0,0,0,0,1970HKG
HKG,1971,0,0,0,0,1971HKG
HKG,1972,0,0,0,0,1972HKG
HKG,1973,0,0,0,0,1973HKG
HKG,1974,0,0,0,0,1974HKG
HKG,1975,0,0,0,0,1975HKG
HKG,1976,0,0,0,0,1976HKG
HKG,1977,0,0,0,0,1977HKG
HKG,1978,0,0,0,0,1978HKG
HKG,1979,0,0,0,0,1979HKG
HKG,1980,0,0,0,0,1980HKG
HKG,1981,0,0,0,0,1981HKG
HKG,1982,0,0,0,0,1982HKG
HKG,1983,0,0,0,0,1983HKG
HKG,1984,0,0,0,0,1984HKG
HKG,1985,0,0,0,0,1985HKG
HKG,1986,0,0,0,0,1986HKG
HKG,1987,0,0,0,0,1987HKG
HKG,1988,0,0,0,0,1988HKG
HKG,1989,0,0,0,0,1989HKG
HKG,1990,0,0,0,0,1990HKG
HKG,1991,0,0,0,0,1991HKG
HKG,1992,0,0,0,0,1992HKG
HKG,1993,0,0,0,0,1993HKG
HKG,1994,0,0,0,0,1994HKG
HKG,1995,0,0,0,0,1995HKG
HKG,1996,0,0,0,0,1996HKG
HKG,1997,0,0,0,0,1997HKG
HKG,1998,0,0,0,0,1998HKG
HKG,1999,0,0,0,0,1999HKG
HKG,2000,0,0,0,0,2000HKG
HKG,2001,0,0,0,0,2001HKG
HKG,2002,0,0,0,0,2002HKG
HKG,2003,0,0,0,0,2003HKG
HKG,2004,0,0,0,0,2004HKG
HKG,2005,0,0,0,0,2005HKG
HKG,2006,0,0,0,0.000694,2006HKG
HKG,2007,0,0,0,0.000865,2007HKG
HKG,2008,0,0,0,0.000807,2008HKG
HKG,2009,0,0,0,0.001099,2009HKG
HKG,2010,0.092,0,0.00035,0.001041,2010HKG
HKG,2011,0.078,0,0.000691,0.000868,2011HKG
HKG,2012,0.089,0,0.000854,0.001053,2012HKG
HKG,2013,0.092,0,0.001112,0.000836,2013HKG
HKG,2014,0.103,0,0.001102,0.0009,2014HKG
HKG,2015,0.101,0,0.00103,0.000811,2015HKG
HKG,2016,0.101,0,0.000979,0.000492,2016HKG
HKG,2017,0.106813,0,0.000855,0.0019,2017HKG
HKG,2018,0.098016758,0,0.000810525,0.001801168,2018HKG
HKG,2019,0.108947992,0,0.000782842,0.00173965,2019HKG
HUN,1965,0,0.075,0,0,1965HUN
HUN,1966,0,0.1,0,0,1966HUN
HUN,1967,0,0.082,0,0,1967HUN
HUN,1968,0,0.089,0,0,1968HUN
HUN,1969,0,0.095,0,0,1969HUN
HUN,1970,0,0.088,0,0,1970HUN
HUN,1971,0,0.096,0,0,1971HUN
HUN,1972,0,0.11,0,0,1972HUN
HUN,1973,0,0.101,0,0,1973HUN
HUN,1974,0,0.081,0,0,1974HUN
HUN,1975,0,0.163,0,0,1975HUN
HUN,1976,0,0.165,0,0,1976HUN
HUN,1977,0,0.149,0,0,1977HUN
HUN,1978,0,0.138,0,0,1978HUN
HUN,1979,0,0.146,0,0,1979HUN
HUN,1980,0,0.112,0,0,1980HUN
HUN,1981,0,0.168,0,0,1981HUN
HUN,1982,0,0.159,0,0,1982HUN
HUN,1983,0,0.155,0,0,1983HUN
HUN,1984,0,0.181,0,0,1984HUN
HUN,1985,0,0.155,0,0,1985HUN
HUN,1986,0,0.154,0,0,1986HUN
HUN,1987,0,0.169,0,0,1987HUN
HUN,1988,0,0.169,0,0,1988HUN
HUN,1989,0,0.158,0,0,1989HUN
HUN,1990,0.017,0.178,0,0,1990HUN
HUN,1991,0.024,0.194,0,0,1991HUN
HUN,1992,0.046,0.158,0,0,1992HUN
HUN,1993,0.039,0.166,0,0,1993HUN
HUN,1994,0.045,0.161,0,0,1994HUN
HUN,1995,0.056,0.163,0,0,1995HUN
HUN,1996,0.05,0.207,0,0,1996HUN
HUN,1997,0.053,0.216,0,0,1997HUN
HUN,1998,0.06,0.155,0,0,1998HUN
HUN,1999,0.065,0.181,0,0,1999HUN
HUN,2000,0.065,0.178,0,0,2000HUN
HUN,2001,0.07,0.186,0,0.001,2001HUN
HUN,2002,0.042,0.194,0,0.001,2002HUN
HUN,2003,0.161,0.171,0,0.004,2003HUN
HUN,2004,0.725,0.205,0,0.006,2004HUN
HUN,2005,1.658,0.202,0,0.01,2005HUN
HUN,2006,1.264,0.186,0,0.043,2006HUN
HUN,2007,1.563,0.21,0,0.11,2007HUN
HUN,2008,1.938,0.213,0.001,0.205,2008HUN
HUN,2009,2.335,0.228,0.001,0.331,2009HUN
HUN,2010,2.297,0.188,0.001,0.527,2010HUN
HUN,2011,1.859,0.222,0.001,0.626,2011HUN
HUN,2012,1.655,0.213,0.008,0.771181,2012HUN
HUN,2013,1.832,0.213,0.025,0.717905,2013HUN
HUN,2014,2.126,0.301,0.067,0.65654,2014HUN
HUN,2015,2.161,0.234,0.141,0.693,2015HUN
HUN,2016,2.071,0.259,0.244,0.684,2016HUN
HUN,2017,2.154,0.22,0.349,0.758,2017HUN
HUN,2018,2.292,0.222,0.62,0.607,2018HUN
HUN,2019,2.146,0.22,1.384,0.726,2019HUN
ISL,1965,0,0.6407,0,0,1965ISL
ISL,1966,0,0.6239,0,0,1966ISL
ISL,1967,0,0.6645,0,0,1967ISL
ISL,1968,0,0.6869,0,0,1968ISL
ISL,1969,0.001904,0.8601,0,0,1969ISL
ISL,1970,0.012091,1.4129,0,0,1970ISL
ISL,1971,0.012033,1.5396,0,0,1971ISL
ISL,1972,0.021664,1.7026,0,0,1972ISL
ISL,1973,0.0242,2.181,0,0,1973ISL
ISL,1974,0.005751,2.2582,0,0,1974ISL
ISL,1975,0.018347,2.2056,0,0,1975ISL
ISL,1976,0.019012,2.3495,0,0,1976ISL
ISL,1977,0.016126,2.5197,0,0,1977ISL
ISL,1978,0.018285,2.605,0,0,1978ISL
ISL,1979,0.04563,2.8191,0,0,1979ISL
ISL,1980,0.044672,3.0532,0,0,1980ISL
ISL,1981,0.123133,3.0845,0,0,1981ISL
ISL,1982,0.158968,3.4071,0,0,1982ISL
ISL,1983,0.171714,3.5879,0,0,1983ISL
ISL,1984,0.173233,3.7379,0,0,1984ISL
ISL,1985,0.171233,3.6629,0,0,1985ISL
ISL,1986,0.212339,3.8418,0,0,1986ISL
ISL,1987,0.234136,3.914,0,0,1987ISL
ISL,1988,0.245608,4.164,0,0,1988ISL
ISL,1989,0.257508,4.2132,0,0,1989ISL
