Code,Year,Consumption Geo Biomass Other - TWh,Consumption Hydro Generation - TWh,Consumption Solar Generation - TWh,Consumption Wind Generation -TWh,IDRE
DZA,1965,0,0.4,0,0,1965DZA
DZA,1966,0,0.355,0,0,1966DZA
DZA,1967,0,0.41,0,0,1967DZA
DZA,1968,0,0.563,0,0,1968DZA
DZA,1969,0,0.361,0,0,1969DZA
DZA,1970,0,0.58,0,0,1970DZA
DZA,1971,0,0.33,0,0,1971DZA
DZA,1972,0,0.495,0,0,1972DZA
DZA,1973,0,0.752,0,0,1973DZA
DZA,1974,0,0.497,0,0,1974DZA
DZA,1975,0,0.328,0,0,1975DZA
DZA,1976,0,0.389,0,0,1976DZA
DZA,1977,0,0.269,0,0,1977DZA
DZA,1978,0,0.25,0,0,1978DZA
DZA,1979,0,0.291,0,0,1979DZA
DZA,1980,0,0.257,0,0,1980DZA
DZA,1981,0,0.366,0,0,1981DZA
DZA,1982,0,0.479,0,0,1982DZA
DZA,1983,0,0.235,0,0,1983DZA
DZA,1984,0,0.452,0,0,1984DZA
DZA,1985,0,0.646,0,0,1985DZA
DZA,1986,0,0.25,0,0,1986DZA
DZA,1987,0,0.499,0,0,1987DZA
DZA,1988,0,0.183,0,0,1988DZA
DZA,1989,0,0.226,0,0,1989DZA
DZA,1990,0,0.135,0,0,1990DZA
DZA,1991,0,0.293,0,0,1991DZA
DZA,1992,0,0.199,0,0,1992DZA
DZA,1993,0,0.353,0,0,1993DZA
DZA,1994,0,0.166,0,0,1994DZA
DZA,1995,0,0.193,0,0,1995DZA
DZA,1996,0,0.135,0,0,1996DZA
DZA,1997,0,0.075,0,0,1997DZA
DZA,1998,0,0.215,0,0,1998DZA
DZA,1999,0,0.203,0,0,1999DZA
DZA,2000,0,0.054,0,0,2000DZA
DZA,2001,0,0.069,0,0,2001DZA
DZA,2002,0,0.057,0,0,2002DZA
DZA,2003,0,0.265,0,0,2003DZA
DZA,2004,0,0.251,0,0,2004DZA
DZA,2005,0,0.5553,0,0,2005DZA
DZA,2006,0,0.2176,0,0,2006DZA
DZA,2007,0,0.226,0,0,2007DZA
DZA,2008,0,0.283,0,0,2008DZA
DZA,2009,0,0.342,0,0,2009DZA
DZA,2010,0,0.173,0.0091,0,2010DZA
DZA,2011,0,0.378,0.01811875,0,2011DZA
DZA,2012,0,0.389,0.026723014,0,2012DZA
DZA,2013,0,0.099,0.0286,0,2013DZA
DZA,2014,0,0.193,0.06,0.001,2014DZA
DZA,2015,0,0.145,0.058,0.019,2015DZA
DZA,2016,0,0.072,0.245,0.019052055,2016DZA
DZA,2017,0,0.056,0.504,0.019,2017DZA
DZA,2018,0,0.117,0.603,0.01,2018DZA
DZA,2019,0,0.1515,0.615,0.01,2019DZA
ARG,1965,0,1.225,0,0,1965ARG
ARG,1966,0,1.241,0,0,1966ARG
ARG,1967,0,1.271,0,0,1967ARG
ARG,1968,0,1.498,0,0,1968ARG
ARG,1969,0,1.344,0,0,1969ARG
ARG,1970,0.047540991,1.555,0,0,1970ARG
ARG,1971,0.049864614,1.544,0,0,1971ARG
ARG,1972,0.064353152,1.504,0,0,1972ARG
ARG,1973,0.049042434,2.994,0,0,1973ARG
ARG,1974,0.050067671,5.028,0,0,1974ARG
ARG,1975,0.054922642,5.201,0,0,1975ARG
ARG,1976,0.050202792,5.013,0,0,1976ARG
ARG,1977,0.053855108,5.766,0,0,1977ARG
ARG,1978,0.054136662,7.752,0,0,1978ARG
ARG,1979,0.084393763,10.66,0,0,1979ARG
ARG,1980,0.086251568,15.144,0,0,1980ARG
ARG,1981,0.0747225,14.685,0,0,1981ARG
ARG,1982,0.095912465,17.593,0,0,1982ARG
ARG,1983,0.137314784,18.419,0,0,1983ARG
ARG,1984,0.097392792,19.88,0,0,1984ARG
ARG,1985,0.103321614,20.646,0,0,1985ARG
ARG,1986,0.107078921,21.009,0,0,1986ARG
ARG,1987,0.108156823,21.841,0,0,1987ARG
ARG,1988,0.121116047,15.033,0,0,1988ARG
ARG,1989,0.119376908,12.965,0,0,1989ARG
ARG,1990,0.106763284,17.876,0,0,1990ARG
ARG,1991,0.099600404,16.221,0,0,1991ARG
ARG,1992,0.101865495,19.77905051,0,0,1992ARG
ARG,1993,0.107438403,23.55547475,0,0,1993ARG
ARG,1994,0.119290038,27.97278788,0,0,1994ARG
ARG,1995,0.115592457,28.45812121,0,0,1995ARG
ARG,1996,0.351397492,25.94518182,0,0.009618,1996ARG
ARG,1997,0.44563205,33.0299596,0,0.014592,1997ARG
ARG,1998,0.463881203,32.42178788,1.70E-05,0.032541,1998ARG
ARG,1999,0.650455143,26.53007071,2.60E-05,0.034781,1999ARG
ARG,2000,0.67501431,34.0340101,3.60E-05,0.034758,2000ARG
ARG,2001,0.60932585,41.90326263,4.30E-05,0.049361,2001ARG
ARG,2002,0.850248638,41.46705051,4.70E-05,0.073405,2002ARG
ARG,2003,1.014079858,39.08008081,6.50E-05,0.077954,2003ARG
ARG,2004,0.90029509,35.40287879,7.00E-05,0.072446,2004ARG
ARG,2005,1.074072901,39.35009091,8.10E-05,0.071719665,2005ARG
ARG,2006,1.567410315,43.624,9.00E-05,0.06964,2006ARG
ARG,2007,1.575708696,37.741,0.0001089,0.061593,2007ARG
ARG,2008,1.693536384,37.199,0.0001437,0.041951078,2008ARG
ARG,2009,1.728756162,40.783,7.61E-05,0.036831529,2009ARG
ARG,2010,2.01325481,40.543,8.59E-05,0.025351606,2010ARG
ARG,2011,2.190205828,39.641,0.001614,0.02659055,2011ARG
ARG,2012,2.45382161,36.876,0.008172967,0.369861999,2012ARG
ARG,2013,2.45735005,40.7,0.015074079,0.453354876,2013ARG
ARG,2014,2.302025252,40.864,0.015944,0.619491,2014ARG
ARG,2015,2.378258598,41.7709,0.014683,0.593334963,2015ARG
ARG,2016,1.963408643,38.25439327,0.014273,0.547359,2016ARG
ARG,2017,2.383654508,41.54297858,0.016417,0.611567,2017ARG
ARG,2018,2.492287271,41.64786518,0.10813,1.412743,2018ARG
ARG,2019,2.397314002,37.06678708,0.799697913,4.995966424,2019ARG
,1965,1.644,156.0895546,0,0,
,1966,1.643,162.3118272,0,0,
,1967,1.424,152.8667474,0,0,
,1968,1.577,168.249119,0,0,
,1969,1.608,174.1638034,0,0,
,1970,1.776704,180.7100104,0,0,
,1971,1.754611,199.2820798,0,0,
,1972,1.785591,205.116013,0,0,
,1973,1.834998,194.011624,0,0,
,1974,2.496269105,217.9046095,0,0,
,1975,2.654334368,232.4442504,0,0,
,1976,2.587064579,233.2533699,0,0,
,1977,2.622443474,227.038314,0,0,
,1978,2.917471368,237.0464094,0,0,
,1979,3.712920421,256.9818747,0,0,
,1980,5.173433158,273.4472188,0,0,
,1981,7.071965421,289.7296902,0,0,
,1982,15.95189475,282.6671874,0,0,
,1983,18.06780657,299.3413708,0,0,
,1984,19.74213741,299.406694,0,0,
,1985,20.79148751,320.0446134,0,0,
,1986,21.68989005,328.1591022,0,0,
,1987,22.00974994,326.8912812,0,0,
,1988,23.82670473,361.7862617,0,0,
,1989,26.24333903,388.0435299,0,0,
,1990,22.33408198,399.2715428,0.004,0.032323232,
,1991,22.83825194,410.5242724,0.00945,0.122000909,
,1992,23.00633425,401.5246502,0.0276,0.22047404,
,1993,22.89851394,440.2869206,0.0431,0.311836667,
,1994,26.37097959,443.2981976,0.0534,0.583588081,
,1995,30.90213872,483.4344319,0.070660101,1.121601313,
,1996,31.45602397,473.4094407,0.098160606,0.991205066,
,1997,34.93782766,475.8946677,0.147015452,1.213950041,
,1998,37.54185188,506.6742947,0.202918856,1.489550167,
,1999,41.20269497,500.2429652,0.286266606,2.053249006,
,2000,44.60806485,521.6520706,0.428484426,2.56394698,
,2001,45.24425452,570.4627559,0.608506426,3.517409418,
,2002,47.07413449,578.9078874,0.829111425,4.067013247,
,2003,49.24454746,594.3534075,1.116570608,5.340875855,
,2004,53.02552883,699.1512328,1.463785013,9.1866934,
,2005,60.19216537,727.87445,1.852540528,12.01919361,
,2006,64.50003345,801.696935,2.29110778,18.56980713,
,2007,71.1330306,852.1729591,2.757475173,24.65101102,
,2008,79.03590767,997.7759893,3.362340344,36.12928498,
,2009,87.99922241,968.0859571,4.40856319,54.87951482,
,2010,98.11610115,1097.686867,6.778469872,81.52535563,
,2011,104.6336163,1117.780568,12.24619503,113.6320139,
,2012,112.965958,1261.992655,17.62427339,147.7703711,
,2013,124.7250196,1385.568357,32.46389579,188.8090806,
,2014,140.7061428,1521.868225,63.01369399,214.8385502,
,2015,159.2544845,1565.635742,95.62750983,243.3391816,
,2016,160.6610688,1622.959568,141.6795735,312.5371645,
,2017,185.5970392,1671.971119,219.8893719,388.0033371,
,2018,208.6085196,1710.85692,313.2193249,463.7105424,
,2019,238.0228726,1783.656628,393.9218413,514.2596164,
AUS,1965,0.296,7.689756,0,0,1965AUS
AUS,1966,0.284,7.3450428,0,0,1966AUS
AUS,1967,0.29,7.6057874,0,0,1967AUS
AUS,1968,0.282,7.9505006,0,0,1968AUS
AUS,1969,0.281,8.684121,0,0,1969AUS
AUS,1970,0.261,10.170687,0,0,1970AUS
AUS,1971,0.263,11.5074428,0,0,1971AUS
AUS,1972,0.28,11.5533144,0,0,1972AUS
AUS,1973,0.338,12.2858392,0,0,1973AUS
AUS,1974,0.429,13.8739202,0,0,1974AUS
AUS,1975,0.489,14.8878016,0,0,1975AUS
AUS,1976,0.484,14.1538588,0,0,1976AUS
AUS,1977,0.429,13.5439502,0,0,1977AUS
AUS,1978,0.405,14.6753494,0,0,1978AUS
AUS,1979,0.418,14.2460556,0,0,1979AUS
AUS,1980,0.385,13.4665978,0,0,1980AUS
AUS,1981,0.404,13.8663438,0,0,1981AUS
AUS,1982,0.516,12.770334,0,0,1982AUS
AUS,1983,0.431,12.123648,0,0,1983AUS
AUS,1984,0.441,13.1259488,0,0,1984AUS
AUS,1985,0.456,13.9405106,0,0,1985AUS
AUS,1986,0.46,14.0257988,0,0,1986AUS
AUS,1987,0.47,13.613796,0,0,1987AUS
AUS,1988,0.731,14.3344436,0,0,1988AUS
AUS,1989,0.81,14.253669,0,0,1989AUS
AUS,1990,0.7595,14.7595,0,0,1990AUS
AUS,1991,0.7195,15.6535,0.00545,0,1991AUS
AUS,1992,0.67,15.9415,0.0121,0,1992AUS
AUS,1993,0.67,16.387,0.0146,0.002,1993AUS
AUS,1994,0.6965,16.15,0.0174,0.0055,1994AUS
AUS,1995,0.8255,15.631,0.02115,0.007,1995AUS
AUS,1996,0.9465,15.9685,0.0256,0.007,1996AUS
AUS,1997,0.997,15.9525,0.03065,0.0075,1997AUS
AUS,1998,1.081,15.798,0.0356,0.018,1998AUS
AUS,1999,1.1335,16.2815,0.0406,0.043,1999AUS
AUS,2000,0.8895,16.4665,0.04675,0.134,2000AUS
AUS,2001,0.7975,16.1235,0.05415,0.287,2001AUS
AUS,2002,1.2668,16.095,0.0583,0.53355,2002AUS
AUS,2003,1.6918,16.21055,0.0632,0.70405,2003AUS
AUS,2004,2.81525,15.68665,0.07295,0.795,2004AUS
AUS,2005,3.871,15.4657,0.08405,1.29905,2005AUS
AUS,2006,3.9325,14.9451,0.0975,2.1621,2006AUS
AUS,2007,4.275,13.04895,0.11375,2.8521,2007AUS
AUS,2008,3.6961,11.81515,0.1392,3.45845,2008AUS
AUS,2009,2.7868,12.64205,0.29024203,4.43775,2009AUS
AUS,2010,2.44155,13.746,0.97764828,4.985,2010AUS
AUS,2011,2.57395,19.572,2.04454657,6.432,2011AUS
AUS,2012,3.09785,17.036,2.412,7.725,2012AUS
AUS,2013,3.33165,19.089,3.8474,9.259,2013AUS
AUS,2014,3.546362,14.484,4.952,9.777,2014AUS
AUS,2015,3.678061995,14.08528194,6.206481168,11.83846859,2015AUS
AUS,2016,3.653226915,17.63079505,7.474810511,13.02639137,2016AUS
AUS,2017,3.530612738,13.50215462,8.957432679,13.19522744,2017AUS
AUS,2018,3.554348297,17.35583909,12.27924429,16.41150746,2018AUS
AUS,2019,3.575939232,14.29387513,17.95071448,19.52446188,2019AUS
AUT,1965,0,16.083,0,0,1965AUT
AUT,1966,0,17.331,0,0,1966AUT
AUT,1967,0,17.698,0,0,1967AUT
AUT,1968,0,18.185,0,0,1968AUT
AUT,1969,0,16.718,0,0,1969AUT
AUT,1970,0,21.2897,0,0,1970AUT
AUT,1971,0,16.8201,0,0,1971AUT
AUT,1972,0,17.2876,0,0,1972AUT
AUT,1973,0,19.2092,0,0,1973AUT
AUT,1974,0,22.7122,0,0,1974AUT
AUT,1975,0,23.7952,0,0,1975AUT
AUT,1976,0,20.5656,0,0,1976AUT
AUT,1977,0,24.9208,0,0,1977AUT
AUT,1978,0,24.9408,0,0,1978AUT
AUT,1979,0,28.0968,0,0,1979AUT
AUT,1980,0,29.1099,0,0,1980AUT
AUT,1981,0,30.8473,0,0,1981AUT
AUT,1982,0,30.8963,0,0,1982AUT
AUT,1983,0,30.6063,0,0,1983AUT
AUT,1984,0,26.849564,0,0,1984AUT
AUT,1985,0,30.775146,0,0,1985AUT
AUT,1986,1.287501,30.903927,0,0,1986AUT
AUT,1987,0.905816,35.387991,0,0,1987AUT
AUT,1988,1.04696,35.304088,0,0,1988AUT
AUT,1989,1.10445,35.08243,0,0,1989AUT
AUT,1990,1.142485,31.509,0,0,1990AUT
AUT,1991,1.225832,31.4434,0,0,1991AUT
AUT,1992,1.329164,34.8484,0,0,1992AUT
AUT,1993,1.361111,36.705556,0.001,0,1993AUT
AUT,1994,1.210555,35.7075,0.001,0,1994AUT
AUT,1995,1.857221,37.067222,0.001,0.001,1995AUT
AUT,1996,1.589444,34.216111,0.001,0.005,1996AUT
AUT,1997,1.711389,36.105278,0.002,0.02,1997AUT
AUT,1998,1.842777,37.163333,0.002,0.045,1998AUT
AUT,1999,1.596911819,40.6991208,0.002,0.051,1999AUT
AUT,2000,1.52827932,41.83565055,0.003,0.067,2000AUT
AUT,2001,1.667812,40.45548165,0.005,0.172,2001AUT
AUT,2002,1.520444,40.22700281,0.009,0.203,2002AUT
AUT,2003,1.711921,33.21499204,0.015,0.366,2003AUT
AUT,2004,2.05973,36.762283,0.018,0.924,2004AUT
AUT,2005,2.437154339,37.09513834,0.021018375,1.331276757,2005AUT
AUT,2006,3.237502556,35.65608477,0.022386875,1.752792984,2006AUT
AUT,2007,4.061606911,37.05445286,0.024238375,2.037184927,2007AUT
AUT,2008,4.302304141,38.32949104,0.03011991,2.011257409,2008AUT
AUT,2009,4.277982167,40.89630336,0.04891428,1.954040168,2009AUT
AUT,2010,4.463430081,38.36341829,0.08881314,2.063913736,2010AUT
AUT,2011,4.516752009,34.23908351,0.17406996,1.93623636,2011AUT
AUT,2012,4.608036501,43.80410469,0.33748305,2.462029019,2012AUT
AUT,2013,4.584281709,42.0465273,0.625974,3.153231562,2013AUT
AUT,2014,4.336296196,41.01025937,0.785246,3.845768035,2014AUT
AUT,2015,4.503546527,37.05552838,0.937098,4.840343102,2015AUT
AUT,2016,4.691227039,39.84471615,1.096016,5.234838273,2016AUT
AUT,2017,4.920933436,38.293433,1.268971,6.571511136,2017AUT
AUT,2018,4.853579626,37.638007,1.437640969,6.030429449,2018AUT
AUT,2019,4.786632515,40.73184267,1.351575863,7.435472714,2019AUT
AZE,1985,0,1.3125618,0,0,1985AZE
AZE,1986,0,0.8043308,0,0,1986AZE
AZE,1987,0,0.8043308,0,0,1987AZE
AZE,1988,0,0.6982652,0,0,1988AZE
AZE,1989,0,0.6982652,0,0,1989AZE
AZE,1990,0,1.658,0,0,1990AZE
AZE,1991,0,1.7593,0,0,1991AZE
AZE,1992,0,1.7473,0,0,1992AZE
AZE,1993,0,2.426,0,0,1993AZE
AZE,1994,0,1.83,0,0,1994AZE
AZE,1995,0,1.556,0,0,1995AZE
AZE,1996,0,1.537,0,0,1996AZE
AZE,1997,0,1.712,0,0,1997AZE
AZE,1998,0,1.951,0,0,1998AZE
AZE,1999,0,1.506,0,0,1999AZE
AZE,2000,0,1.534,0,0,2000AZE
AZE,2001,0,1.301,0,0,2001AZE
AZE,2002,0,2.02,0,0,2002AZE
AZE,2003,0,2.47,0,0,2003AZE
AZE,2004,0,2.755,0,0,2004AZE
AZE,2005,0,3.0094,0,0,2005AZE
AZE,2006,0,2.518,0,0,2006AZE
AZE,2007,0,2.364,0,0,2007AZE
AZE,2008,0,2.232,0,0,2008AZE
AZE,2009,0,2.3084,0,0.0021,2009AZE
AZE,2010,0,3.4463,0,0.0005,2010AZE
AZE,2011,0,2.6758,0,0,2011AZE
AZE,2012,0,1.821,0,0,2012AZE
AZE,2013,0.067,1.4891,0.0008,0.0008,2013AZE
AZE,2014,0.087,1.2997,0.0029,0.0023,2014AZE
AZE,2015,0.0909,1.6375,0.0046,0.0046,2015AZE
AZE,2016,0.08725,1.9593,0.0353,0.0228,2016AZE
AZE,2017,0.08515,1.7464,0.0372,0.0221,2017AZE
AZE,2018,0.0811,1.76795,0.03926,0.0822,2018AZE
AZE,2019,0.0811,1.5646,0.0438,0.134644344,2019AZE
BGD,1965,0,0,0,0,1965BGD
BGD,1966,0,0,0,0,1966BGD
BGD,1967,0,0,0,0,1967BGD
BGD,1968,0,0,0,0,1968BGD
BGD,1969,0,0,0,0,1969BGD
BGD,1970,0,0,0,0,1970BGD
BGD,1971,0,0,0,0,1971BGD
BGD,1972,0,0.175,0,0,1972BGD
BGD,1973,0,0.331,0,0,1973BGD
BGD,1974,0,0.243,0,0,1974BGD
BGD,1975,0,0.436,0,0,1975BGD
BGD,1976,0,0.494,0,0,1976BGD
BGD,1977,0,0.437,0,0,1977BGD
BGD,1978,0,0.506,0,0,1978BGD
BGD,1979,0,0.587,0,0,1979BGD
BGD,1980,0,0.583,0,0,1980BGD
BGD,1981,0,0.625,0,0,1981BGD
BGD,1982,0,0.523,0,0,1982BGD
BGD,1983,0,0.662,0,0,1983BGD
BGD,1984,0,0.897,0,0,1984BGD
BGD,1985,0,0.739,0,0,1985BGD
BGD,1986,0,0.45,0,0,1986BGD
BGD,1987,0,0.517,0,0,1987BGD
BGD,1988,0,0.675,0,0,1988BGD
BGD,1989,0,0.92,0,0,1989BGD
BGD,1990,0,0.884,0,0,1990BGD
BGD,1991,0,0.838,0,0,1991BGD
BGD,1992,0,0.796,0,0,1992BGD
BGD,1993,0,0.608,0,0,1993BGD
BGD,1994,0,0.847,0,0,1994BGD
BGD,1995,0,0.372,0,0,1995BGD
BGD,1996,0,0.739,0,0,1996BGD
BGD,1997,0,0.719,0,0,1997BGD
BGD,1998,0,0.865,0,0,1998BGD
BGD,1999,0,0.833,0,0,1999BGD
BGD,2000,0,0.749,0,0,2000BGD
BGD,2001,0,0.993,0,0,2001BGD
BGD,2002,0,0.749,0.0001,0,2002BGD
BGD,2003,0,0.749,0.0009,0,2003BGD
BGD,2004,0,0.749,0.0019,0,2004BGD
BGD,2005,0,0.749,0.0034,0,2005BGD
BGD,2006,0,0.749,0.0054,0.0016,2006BGD
BGD,2007,0,0.749,0.009,0.0016,2007BGD
BGD,2008,0,0.95,0.0152,0.0029,2008BGD
BGD,2009,0.001,0.417,0.0251,0.0051,2009BGD
BGD,2010,0.002,0.729,0.0443,0.0051,2010BGD
BGD,2011,0.003,0.872,0.0584,0.0051,2011BGD
BGD,2012,0.004,0.777,0.0909,0.0051,2012BGD
BGD,2013,0.004993,0.728378728,0.129563,0.005081,2013BGD
BGD,2014,0.006015,0.566453438,0.166947,0.005081,2014BGD
BGD,2015,0.007081,0.898146455,0.198389,0.005081,2015BGD
BGD,2016,0.007738,0.884632595,0.212637,0.005081,2016BGD
BGD,2017,0.007738,1.029528088,0.274312,0.005081,2017BGD
BGD,2018,0.007738,0.865411112,0.297811616,0.005081,2018BGD
BGD,2019,0.007738,0.823091189,0.420637641,0.005081,2019BGD
BLR,1985,0,0.02,0,0,1985BLR
BLR,1986,0,0.02,0,0,1986BLR
BLR,1987,0,0.02,0,0,1987BLR
BLR,1988,0,0.02,0,0,1988BLR
BLR,1989,0,0.02,0,0,1989BLR
BLR,1990,0,0.02,0,0,1990BLR
BLR,1991,0,0.018,0,0,1991BLR
BLR,1992,0,0.017,0,0,1992BLR
BLR,1993,0,0.019,0,0,1993BLR
BLR,1994,0,0.019,0,0,1994BLR
BLR,1995,0,0.02,0,0,1995BLR
BLR,1996,0,0.016,0,0,1996BLR
BLR,1997,0,0.021,0,0,1997BLR
BLR,1998,0,0.028,0,0,1998BLR
BLR,1999,0,0.019,0,0,1999BLR
BLR,2000,0,0.027,0,0,2000BLR
BLR,2001,0,0.03,0,0,2001BLR
BLR,2002,0,0.029,0,0,2002BLR
BLR,2003,0,0.028,0,0,2003BLR
BLR,2004,0,0.033,0,0.001010101,2004BLR
BLR,2005,0,0.036,0,0.001,2005BLR
BLR,2006,0.002,0.035,0,0.001,2006BLR
BLR,2007,0.014,0.035,0,0.001,2007BLR
BLR,2008,0.033,0.039,0,0.001,2008BLR
BLR,2009,0.06,0.045,0,0.001,2009BLR
BLR,2010,0.084,0.045,0,0.001,2010BLR
BLR,2011,0.095,0.042,0,0.004,2011BLR
BLR,2012,0.095,0.072,0,0.006,2012BLR
BLR,2013,0.082,0.138,0.0004,0.008,2013BLR
BLR,2014,0.079,0.121,0.002,0.009,2014BLR
BLR,2015,0.094,0.111,0.009,0.039,2015BLR
BLR,2016,0.094,0.142,0.026,0.073,2016BLR
BLR,2017,0.106,0.405,0.089,0.097,2017BLR
BLR,2018,0.109,0.324,0.118,0.099,2018BLR
BLR,2019,0.113912676,0.324,0.119758911,0.106344214,2019BLR
BEL,1965,0,0.272,0,0,1965BEL
BEL,1966,0,0.299,0,0,1966BEL
BEL,1967,0,0.238,0,0,1967BEL
BEL,1968,0,0.244,0,0,1968BEL
BEL,1969,0,0.23,0,0,1969BEL
BEL,1970,0,0.246,0,0,1970BEL
BEL,1971,0,0.134,0,0,1971BEL
BEL,1972,0,0.18,0,0,1972BEL
BEL,1973,0.116,0.171,0,0,1973BEL
BEL,1974,0.108,0.24,0,0,1974BEL
BEL,1975,0.083,0.183,0,0,1975BEL
BEL,1976,0.057,0.109,0,0,1976BEL
BEL,1977,0.247,0.224,0,0,1977BEL
BEL,1978,0.26,0.223,0,0,1978BEL
BEL,1979,0.315,0.234,0,0,1979BEL
BEL,1980,0.3,0.278,0,0,1980BEL
BEL,1981,0.291,0.381,0,0,1981BEL
BEL,1982,0.046,0.333,0,0,1982BEL
BEL,1983,0.022,0.336,0,0,1983BEL
BEL,1984,0.024,0.351,0,0,1984BEL
BEL,1985,0.053,0.287,0,0,1985BEL
BEL,1986,0.119,0.343,0,0,1986BEL
BEL,1987,0.142,0.429,0,0.006,1987BEL
BEL,1988,0.18,0.359,0,0.008,1988BEL
BEL,1989,0.191,0.305,0,0.007,1989BEL
BEL,1990,0.282,0.266,0,0.007,1990BEL
BEL,1991,0.299,0.229,0,0.008,1991BEL
BEL,1992,0.267,0.341,0,0.009,1992BEL
BEL,1993,0.245,0.254,0,0.008,1993BEL
BEL,1994,0.245,0.346,0,0.009,1994BEL
BEL,1995,0.321,0.338,0,0.009,1995BEL
BEL,1996,0.314,0.239,0,0.008,1996BEL
BEL,1997,0.275,0.305,0,0.008,1997BEL
BEL,1998,0.359,0.389,0,0.011,1998BEL
BEL,1999,0.496,0.341,0,0.013,1999BEL
BEL,2000,0.568,0.46,0,0.016,2000BEL
BEL,2001,0.597,0.441,0,0.037,2001BEL
BEL,2002,0.721,0.36,0,0.057,2002BEL
BEL,2003,0.857,0.247,0,0.088,2003BEL
BEL,2004,1.037,0.317,0.001,0.142,2004BEL
BEL,2005,1.59,0.288,0.001,0.227,2005BEL
BEL,2006,2.225,0.359,0.002,0.366,2006BEL
BEL,2007,2.6,0.389,0.006,0.491,2007BEL
BEL,2008,3.329,0.41,0.042,0.637,2008BEL
BEL,2009,3.949,0.328,0.166,0.996,2009BEL
BEL,2010,4.330428,0.312,0.56,1.292,2010BEL
BEL,2011,4.699934,0.196,1.169,2.312,2011BEL
BEL,2012,5.202093,0.357,2.148,2.751,2012BEL
BEL,2013,4.98362,0.38,2.644,3.665,2013BEL
BEL,2014,4.4732,0.2952,2.8862,4.6153,2014BEL
BEL,2015,5.5637,0.3184,3.0562,5.574,2015BEL
BEL,2016,5.45,0.37,3.0951,5.4377,2016BEL
BEL,2017,5.7771,0.2701,3.3073,6.5137,2017BEL
BEL,2018,5.4708,0.3135,3.9018,7.4647,2018BEL
BEL,2019,5.127103869,0.296374641,3.946641248,9.532237328,2019BEL
BRA,1965,0,25.515,0,0,1965BRA
BRA,1966,0,27.906,0,0,1966BRA
BRA,1967,0,29.189,0,0,1967BRA
BRA,1968,0,30.55,0,0,1968BRA
BRA,1969,0,32.692,0,0,1969BRA
BRA,1970,0.5146915,39.801,0,0,1970BRA
BRA,1971,0.63339525,43.199,0,0,1971BRA
BRA,1972,0.716570188,50.681,0,0,1972BRA
BRA,1973,0.750800375,57.89,0,0,1973BRA
BRA,1974,0.7851518,65.679,0,0,1974BRA
BRA,1975,0.867177575,72.287,0,0,1975BRA
BRA,1976,0.864337725,82.913,0,0,1976BRA
BRA,1977,1.116845463,93.48,0,0,1977BRA
BRA,1978,1.331944075,102.746,0,0,1978BRA
BRA,1979,1.7760194,116.58,0,0,1979BRA
BRA,1980,1.805508263,128.907,0,0,1980BRA
BRA,1981,1.873622875,130.765,0,0,1981BRA
BRA,1982,2.178474475,141.132,0,0,1982BRA
BRA,1983,2.98445495,151.475,0,0,1983BRA
BRA,1984,2.851678888,166.593,0,0,1984BRA
BRA,1985,3.067125589,178.375,0,0,1985BRA
BRA,1986,3.193932424,182.419,0,0,1986BRA
BRA,1987,3.565697315,185.6,0,0,1987BRA
BRA,1988,3.339783794,199.093,0,0,1988BRA
BRA,1989,3.403162339,204.69,0,0,1989BRA
BRA,1990,3.8590625,206.708,0,0,1990BRA
BRA,1991,3.999612563,217.782,0,0,1991BRA
BRA,1992,4.929360738,223.343,0,0,1992BRA
BRA,1993,4.983937033,235.065,0,0,1993BRA
BRA,1994,5.388223649,242.705,0,0,1994BRA
BRA,1995,5.593740489,253.905,0,0,1995BRA
BRA,1996,6.752709628,265.769,0,0.002,1996BRA
BRA,1997,7.378950998,278.972,0,0.004,1997BRA
BRA,1998,7.505233012,291.469,0,0.005,1998BRA
BRA,1999,8.376002281,293,0,0.002,1999BRA
BRA,2000,7.855363,304.403,0,0.001,2000BRA
BRA,2001,8.990407,267.876,0,0.0349,2001BRA
BRA,2002,10.22614696,286.092,0,0.061,2002BRA
BRA,2003,11.894463,305.616,0,0.061,2003BRA
BRA,2004,12.4750557,320.7969068,0,0.061,2004BRA
BRA,2005,13.59093928,337.4566739,0,0.0929,2005BRA
BRA,2006,14.84565898,348.80546,0,0.237,2006BRA
BRA,2007,18.06344408,374.0151216,0,0.662781836,2007BRA
BRA,2008,19.7862573,369.5564,0,1.183,2008BRA
BRA,2009,22.87587213,390.988065,0,1.238,2009BRA
BRA,2010,31.94237545,403.2898133,0,2.176558,2010BRA
BRA,2011,32.62904072,428.3329199,0,2.704769,2011BRA
BRA,2012,35.76567086,415.3421755,0.00098,5.05,2012BRA
BRA,2013,40.97184609,390.992014,0.004793593,6.575862737,2013BRA
BRA,2014,47.07918279,373.4390605,0.016081802,12.21025167,2014BRA
BRA,2015,49.88032083,359.7428082,0.058917412,21.62570216,2015BRA
BRA,2016,51.33469956,380.9109424,0.085260592,33.488872,2016BRA
BRA,2017,52.91210534,370.9064564,0.831813401,42.37325825,2017BRA
BRA,2018,54.38223437,388.9710759,3.461434834,48.47514121,2018BRA
BRA,2019,56.25436624,399.2971157,5.56271064,55.83320041,2019BRA
BGR,1965,0,2,0,0,1965BGR
BGR,1966,0,2.01,0,0,1966BGR
BGR,1967,0,2.022,0,0,1967BGR
