Code,Year,Access to clean fuels cooking %,IDCFA
OMN,2005,90.5,2005OMN
OMN,2006,91.34,2006OMN
OMN,2007,92.06,2007OMN
OMN,2008,92.69,2008OMN
OMN,2009,93.22,2009OMN
OMN,2010,93.71,2010OMN
OMN,2011,94.06,2011OMN
OMN,2012,94.38,2012OMN
OMN,2013,94.74,2013OMN
OMN,2014,94.9,2014OMN
OMN,2015,95.06,2015OMN
OMN,2016,95.22,2016OMN
,2000,44.30460028,
,2001,45.06616791,
,2002,45.88679049,
,2003,46.65681914,
,2004,47.52609408,
,2005,48.43463134,
,2006,49.38621595,
,2007,50.39848127,
,2008,51.33730844,
,2009,52.25226798,
,2010,53.04607612,
,2011,53.65724427,
,2012,54.23901911,
,2013,54.77033391,
,2014,55.23627773,
,2015,55.61818082,
,2016,56.05008783,
,2000,21.61743469,
,2001,22.03203357,
,2002,22.58169492,
,2003,23.00181091,
,2004,23.44057473,
,2005,23.8482551,
,2006,24.33226399,
,2007,24.80622363,
,2008,25.17248624,
,2009,25.57492365,
,2010,25.95832318,
,2011,26.2858896,
,2012,26.53574928,
,2013,26.78288958,
,2014,27.08526998,
,2015,27.25753505,
,2016,27.47456032,
PAK,2000,22.62,2000PAK
PAK,2001,24.14,2001PAK
PAK,2002,25.39,2002PAK
PAK,2003,26.63,2003PAK
PAK,2004,28.12,2004PAK
PAK,2005,29.23,2005PAK
PAK,2006,30.5,2006PAK
PAK,2007,31.81,2007PAK
PAK,2008,33.05,2008PAK
PAK,2009,34.17,2009PAK
PAK,2010,35.59,2010PAK
PAK,2011,36.85,2011PAK
PAK,2012,38.13,2012PAK
PAK,2013,39.47,2013PAK
PAK,2014,40.74,2014PAK
PAK,2015,42.13,2015PAK
PAK,2016,43.32,2016PAK
PLW,2000,64.37,2000PLW
PLW,2001,67.31,2001PLW
PLW,2002,70.1,2002PLW
PLW,2003,72.59,2003PLW
PLW,2004,74.7,2004PLW
PLW,2005,76.68,2005PLW
PLW,2006,78.29,2006PLW
PLW,2007,79.72,2007PLW
PLW,2008,81.07,2008PLW
PLW,2009,82.05,2009PLW
PLW,2010,83.15,2010PLW
PLW,2011,83.91,2011PLW
PLW,2012,84.66,2012PLW
PLW,2013,85.3,2013PLW
PLW,2014,85.85,2014PLW
PLW,2015,86.39,2015PLW
PLW,2016,86.9,2016PLW
PAN,2000,78.71,2000PAN
PAN,2001,79.46,2001PAN
PAN,2002,80.38,2002PAN
PAN,2003,81.16,2003PAN
PAN,2004,81.88,2004PAN
PAN,2005,82.62,2005PAN
PAN,2006,83.26,2006PAN
PAN,2007,83.98,2007PAN
PAN,2008,84.56,2008PAN
PAN,2009,85.23,2009PAN
PAN,2010,85.84,2010PAN
PAN,2011,86.37,2011PAN
PAN,2012,86.9,2012PAN
PAN,2013,87.37,2013PAN
PAN,2014,87.98,2014PAN
PAN,2015,88.47,2015PAN
PAN,2016,89.01,2016PAN
PNG,2000,6.83,2000PNG
PNG,2001,7.23,2001PNG
PNG,2002,7.46,2002PNG
PNG,2003,7.86,2003PNG
PNG,2004,8.24,2004PNG
PNG,2005,8.52,2005PNG
PNG,2006,8.94,2006PNG
PNG,2007,9.24,2007PNG
PNG,2008,9.84,2008PNG
PNG,2009,10.09,2009PNG
PNG,2010,10.59,2010PNG
PNG,2011,10.92,2011PNG
PNG,2012,11.43,2012PNG
PNG,2013,11.95,2013PNG
PNG,2014,12.41,2014PNG
PNG,2015,12.85,2015PNG
PNG,2016,13.43,2016PNG
PRY,2000,44.49,2000PRY
PRY,2001,45.8,2001PRY
PRY,2002,47.32,2002PRY
PRY,2003,48.53,2003PRY
PRY,2004,50.08,2004PRY
PRY,2005,51.58,2005PRY
PRY,2006,52.84,2006PRY
PRY,2007,54.29,2007PRY
PRY,2008,55.71,2008PRY
PRY,2009,57.16,2009PRY
PRY,2010,58.4,2010PRY
PRY,2011,59.77,2011PRY
PRY,2012,61.18,2012PRY
PRY,2013,62.46,2013PRY
PRY,2014,63.73,2014PRY
PRY,2015,65,2015PRY
PRY,2016,66.22,2016PRY
PER,2000,35.28,2000PER
PER,2001,40,2001PER
PER,2002,44.1,2002PER
PER,2003,48.13,2003PER
PER,2004,51.72,2004PER
PER,2005,54.92,2005PER
PER,2006,57.57,2006PER
PER,2007,60.08,2007PER
PER,2008,62.34,2008PER
PER,2009,64.53,2009PER
PER,2010,66.13,2010PER
PER,2011,67.86,2011PER
PER,2012,69.53,2012PER
PER,2013,70.95,2013PER
PER,2014,72.41,2014PER
PER,2015,73.87,2015PER
PER,2016,75.06,2016PER
PHL,2000,36.28,2000PHL
PHL,2001,37.09,2001PHL
PHL,2002,37.87,2002PHL
PHL,2003,38.53,2003PHL
PHL,2004,39.15,2004PHL
PHL,2005,39.29,2005PHL
PHL,2006,40.23,2006PHL
PHL,2007,40.52,2007PHL
PHL,2008,40.75,2008PHL
PHL,2009,41.05,2009PHL
PHL,2010,41.56,2010PHL
PHL,2011,42.06,2011PHL
PHL,2012,42.43,2012PHL
PHL,2013,42.69,2013PHL
PHL,2014,42.83,2014PHL
PHL,2015,43.21,2015PHL
PHL,2016,43.22,2016PHL
POL,2000,100,2000POL
POL,2001,100,2001POL
POL,2002,100,2002POL
POL,2003,100,2003POL
POL,2004,100,2004POL
POL,2005,100,2005POL
POL,2006,100,2006POL
POL,2007,100,2007POL
POL,2008,100,2008POL
POL,2009,100,2009POL
POL,2010,100,2010POL
POL,2011,100,2011POL
POL,2012,100,2012POL
POL,2013,100,2013POL
POL,2014,100,2014POL
POL,2015,100,2015POL
POL,2016,100,2016POL
PRT,2000,100,2000PRT
PRT,2001,100,2001PRT
PRT,2002,100,2002PRT
PRT,2003,100,2003PRT
PRT,2004,100,2004PRT
PRT,2005,100,2005PRT
PRT,2006,100,2006PRT
PRT,2007,100,2007PRT
PRT,2008,100,2008PRT
PRT,2009,100,2009PRT
PRT,2010,100,2010PRT
PRT,2011,100,2011PRT
PRT,2012,100,2012PRT
PRT,2013,100,2013PRT
PRT,2014,100,2014PRT
PRT,2015,100,2015PRT
PRT,2016,100,2016PRT
,2000,98.02813594,
,2001,98.16816398,
,2002,98.28864207,
,2003,98.40296777,
,2004,98.50265635,
,2005,98.59065738,
,2006,98.6751603,
,2007,98.74119453,
,2008,98.8102264,
,2009,98.86013667,
,2010,98.92200932,
,2011,98.95682187,
,2012,99.00843756,
,2013,99.04354891,
,2014,99.07527994,
,2015,99.09961088,
,2016,99.12702872,
,2000,8.358805774,
,2001,8.702932777,
,2002,9.053191534,
,2003,9.382678563,
,2004,9.72244392,
,2005,10.06724853,
,2006,10.40629564,
,2007,10.71881527,
,2008,11.06707041,
,2009,11.4026725,
,2010,11.7977216,
,2011,12.19923056,
,2012,12.59792714,
,2013,13.03458278,
,2014,13.4799324,
,2015,13.91952512,
,2016,14.38306527,
QAT,2000,92.1,2000QAT
QAT,2001,93.26,2001QAT
QAT,2002,94.26,2002QAT
QAT,2003,95.02,2003QAT
QAT,2004,95.62,2004QAT
QAT,2005,96.17,2005QAT
QAT,2006,96.59,2006QAT
QAT,2007,96.94,2007QAT
QAT,2008,97.23,2008QAT
QAT,2009,97.46,2009QAT
QAT,2010,97.71,2010QAT
QAT,2011,97.96,2011QAT
QAT,2012,98.07,2012QAT
QAT,2013,98.25,2013QAT
QAT,2014,98.32,2014QAT
QAT,2015,98.44,2015QAT
QAT,2016,98.49,2016QAT
ROU,2000,64.5,2000ROU
ROU,2001,66.78,2001ROU
ROU,2002,68.69,2002ROU
ROU,2003,70.71,2003ROU
ROU,2004,72.63,2004ROU
ROU,2005,74.2,2005ROU
ROU,2006,75.88,2006ROU
ROU,2007,77.33,2007ROU
ROU,2008,78.59,2008ROU
ROU,2009,79.71,2009ROU
ROU,2010,80.96,2010ROU
ROU,2011,82.04,2011ROU
ROU,2012,83.01,2012ROU
ROU,2013,83.73,2013ROU
ROU,2014,84.6,2014ROU
ROU,2015,85.33,2015ROU
ROU,2016,85.88,2016ROU
RUS,2000,92.69,2000RUS
RUS,2001,93.36,2001RUS
RUS,2002,94.07,2002RUS
RUS,2003,94.57,2003RUS
RUS,2004,95.03,2004RUS
RUS,2005,95.5,2005RUS
RUS,2006,95.96,2006RUS
RUS,2007,96.28,2007RUS
RUS,2008,96.64,2008RUS
RUS,2009,96.93,2009RUS
RUS,2010,97.22,2010RUS
RUS,2011,97.42,2011RUS
RUS,2012,97.62,2012RUS
RUS,2013,97.81,2013RUS
RUS,2014,98.03,2014RUS
RUS,2015,98.15,2015RUS
RUS,2016,98.25,2016RUS
RWA,2000,0.29,2000RWA
RWA,2001,0.31,2001RWA
RWA,2002,0.32,2002RWA
RWA,2003,0.34,2003RWA
RWA,2004,0.35,2004RWA
RWA,2005,0.37,2005RWA
RWA,2006,0.41,2006RWA
RWA,2007,0.43,2007RWA
RWA,2008,0.44,2008RWA
RWA,2009,0.44,2009RWA
RWA,2010,0.47,2010RWA
RWA,2011,0.48,2011RWA
RWA,2012,0.51,2012RWA
RWA,2013,0.52,2013RWA
RWA,2014,0.54,2014RWA
RWA,2015,0.56,2015RWA
RWA,2016,0.57,2016RWA
KNA,2000,100,2000KNA
KNA,2001,100,2001KNA
KNA,2002,100,2002KNA
KNA,2003,100,2003KNA
KNA,2004,100,2004KNA
KNA,2005,100,2005KNA
KNA,2006,100,2006KNA
KNA,2007,100,2007KNA
KNA,2008,100,2008KNA
KNA,2009,100,2009KNA
KNA,2010,100,2010KNA
KNA,2011,100,2011KNA
KNA,2012,100,2012KNA
KNA,2013,100,2013KNA
KNA,2014,100,2014KNA
KNA,2015,100,2015KNA
KNA,2016,100,2016KNA
LCA,2000,86.29,2000LCA
LCA,2001,87.55,2001LCA
LCA,2002,88.65,2002LCA
LCA,2003,89.7,2003LCA
LCA,2004,90.72,2004LCA
LCA,2005,91.55,2005LCA
LCA,2006,92.38,2006LCA
LCA,2007,93.07,2007LCA
LCA,2008,93.73,2008LCA
LCA,2009,94.38,2009LCA
LCA,2010,94.88,2010LCA
LCA,2011,95.41,2011LCA
LCA,2012,95.81,2012LCA
LCA,2013,96.23,2013LCA
LCA,2014,96.61,2014LCA
LCA,2015,96.97,2015LCA
LCA,2016,97.23,2016LCA
VCT,2000,95.42,2000VCT
VCT,2001,95.4,2001VCT
VCT,2002,95.5,2002VCT
VCT,2003,95.57,2003VCT
VCT,2004,95.67,2004VCT
VCT,2005,95.7,2005VCT
VCT,2006,95.79,2006VCT
VCT,2007,95.77,2007VCT
VCT,2008,95.84,2008VCT
VCT,2009,95.92,2009VCT
VCT,2010,95.87,2010VCT
VCT,2011,95.87,2011VCT
VCT,2012,95.97,2012VCT
VCT,2013,95.89,2013VCT
VCT,2014,95.96,2014VCT
VCT,2015,95.9,2015VCT
VCT,2016,95.98,2016VCT
WSM,2000,20.24,2000WSM
WSM,2001,21.06,2001WSM
WSM,2002,21.68,2002WSM
WSM,2003,22.94,2003WSM
WSM,2004,23.79,2004WSM
WSM,2005,24.64,2005WSM
WSM,2006,25.49,2006WSM
WSM,2007,26.18,2007WSM
WSM,2008,26.97,2008WSM
WSM,2009,27.91,2009WSM
WSM,2010,28.79,2010WSM
WSM,2011,29.3,2011WSM
WSM,2012,29.77,2012WSM
WSM,2013,30.56,2013WSM
WSM,2014,31.56,2014WSM
WSM,2015,31.53,2015WSM
WSM,2016,32.29,2016WSM
SMR,2000,100,2000SMR
SMR,2001,100,2001SMR
SMR,2002,100,2002SMR
SMR,2003,100,2003SMR
SMR,2004,100,2004SMR
SMR,2005,100,2005SMR
SMR,2006,100,2006SMR
SMR,2007,100,2007SMR
SMR,2008,100,2008SMR
SMR,2009,100,2009SMR
SMR,2010,100,2010SMR
SMR,2011,100,2011SMR
SMR,2012,100,2012SMR
SMR,2013,100,2013SMR
SMR,2014,100,2014SMR
SMR,2015,100,2015SMR
SMR,2016,100,2016SMR
STP,2000,17.66,2000STP
STP,2001,18.54,2001STP
STP,2002,19.08,2002STP
STP,2003,20.03,2003STP
STP,2004,20.47,2004STP
STP,2005,21.26,2005STP
STP,2006,21.68,2006STP
STP,2007,21.84,2007STP
STP,2008,22.18,2008STP
STP,2009,21.81,2009STP
STP,2010,21.53,2010STP
STP,2011,21.1,2011STP
STP,2012,20.5,2012STP
STP,2013,19.61,2013STP
STP,2014,18.8,2014STP
STP,2015,17.88,2015STP
STP,2016,16.81,2016STP
SAU,2000,94.87,2000SAU
SAU,2001,95.06,2001SAU
SAU,2002,95.22,2002SAU
SAU,2003,95.43,2003SAU
SAU,2004,95.55,2004SAU
SAU,2005,95.54,2005SAU
SAU,2006,95.72,2006SAU
SAU,2007,95.85,2007SAU
SAU,2008,95.88,2008SAU
SAU,2009,95.91,2009SAU
SAU,2010,96.02,2010SAU
SAU,2011,96.06,2011SAU
SAU,2012,96.05,2012SAU
SAU,2013,96.02,2013SAU
SAU,2014,95.99,2014SAU
SAU,2015,95.99,2015SAU
SAU,2016,95.96,2016SAU
SEN,2000,31.76,2000SEN
SEN,2001,31.54,2001SEN
SEN,2002,31.82,2002SEN
SEN,2003,31.74,2003SEN
SEN,2004,31.8,2004SEN
SEN,2005,31.96,2005SEN
SEN,2006,32.19,2006SEN
SEN,2007,31.85,2007SEN
SEN,2008,31.81,2008SEN
SEN,2009,31.81,2009SEN
SEN,2010,31.94,2010SEN
SEN,2011,32.01,2011SEN
SEN,2012,31.65,2012SEN
SEN,2013,31.64,2013SEN
SEN,2014,31.68,2014SEN
SEN,2015,31.82,2015SEN
SEN,2016,31.65,2016SEN
SRB,2000,51.96,2000SRB
SRB,2001,53.33,2001SRB
SRB,2002,55.18,2002SRB
SRB,2003,56.68,2003SRB
SRB,2004,58.53,2004SRB
SRB,2005,60.27,2005SRB
SRB,2006,62.24,2006SRB
SRB,2007,63.84,2007SRB
SRB,2008,65.27,2008SRB
SRB,2009,66.73,2009SRB
SRB,2010,68.56,2010SRB
SRB,2011,69.82,2011SRB
SRB,2012,71.15,2012SRB
SRB,2013,72.76,2013SRB
SRB,2014,73.56,2014SRB
SRB,2015,75.02,2015SRB
SRB,2016,76.41,2016SRB
SYC,2000,76.78,2000SYC
SYC,2001,78.21,2001SYC
SYC,2002,79.83,2002SYC
SYC,2003,81.03,2003SYC
SYC,2004,82.81,2004SYC
SYC,2005,84.16,2005SYC
SYC,2006,84.74,2006SYC
SYC,2007,85.78,2007SYC
SYC,2008,87,2008SYC
SYC,2009,87.5,2009SYC
SYC,2010,88.23,2010SYC
SYC,2011,88.99,2011SYC
SYC,2012,88.85,2012SYC
SYC,2013,89.27,2013SYC
SYC,2014,89.76,2014SYC
SYC,2015,90.23,2015SYC
SYC,2016,90.36,2016SYC
SLE,2000,0.15,2000SLE
SLE,2001,0.17,2001SLE
SLE,2002,0.19,2002SLE
SLE,2003,0.22,2003SLE
SLE,2004,0.24,2004SLE
SLE,2005,0.27,2005SLE
SLE,2006,0.32,2006SLE
SLE,2007,0.36,2007SLE
SLE,2008,0.41,2008SLE
SLE,2009,0.45,2009SLE
SLE,2010,0.53,2010SLE
SLE,2011,0.61,2011SLE
SLE,2012,0.72,2012SLE
SLE,2013,0.73,2013SLE
SLE,2014,0.8,2014SLE
SLE,2015,0.93,2015SLE
SLE,2016,0.99,2016SLE
SGP,2000,100,2000SGP
SGP,2001,100,2001SGP
SGP,2002,100,2002SGP
SGP,2003,100,2003SGP
SGP,2004,100,2004SGP
SGP,2005,100,2005SGP
SGP,2006,100,2006SGP
SGP,2007,100,2007SGP
SGP,2008,100,2008SGP
SGP,2009,100,2009SGP
SGP,2010,100,2010SGP
SGP,2011,100,2011SGP
SGP,2012,100,2012SGP
SGP,2013,100,2013SGP
SGP,2014,100,2014SGP
SGP,2015,100,2015SGP
SGP,2016,100,2016SGP
SVK,2000,93.75,2000SVK
SVK,2001,94.09,2001SVK
SVK,2002,94.67,2002SVK
SVK,2003,95.1,2003SVK
SVK,2004,95.42,2004SVK
SVK,2005,95.58,2005SVK
SVK,2006,95.87,2006SVK
SVK,2007,96.06,2007SVK
SVK,2008,96.47,2008SVK
SVK,2009,96.71,2009SVK
SVK,2010,96.7,2010SVK
SVK,2011,96.78,2011SVK
SVK,2012,96.81,2012SVK
SVK,2013,96.79,2013SVK
SVK,2014,96.81,2014SVK
SVK,2015,96.72,2015SVK
SVK,2016,96.58,2016SVK
SVN,2000,88.93,2000SVN
SVN,2001,89.75,2001SVN
SVN,2002,90.68,2002SVN
SVN,2003,91.49,2003SVN
SVN,2004,92,2004SVN
SVN,2005,92.57,2005SVN
SVN,2006,93.15,2006SVN
SVN,2007,93.65,2007SVN
SVN,2008,94.06,2008SVN
SVN,2009,94.41,2009SVN
SVN,2010,94.81,2010SVN
SVN,2011,95.08,2011SVN
SVN,2012,95.41,2012SVN
SVN,2013,95.66,2013SVN
SVN,2014,95.82,2014SVN
SVN,2015,95.99,2015SVN
SVN,2016,96.17,2016SVN
,2000,50.33615894,
,2001,51.1106708,
,2002,51.93279652,
,2003,52.66640731,
,2004,53.49300872,
,2005,54.29441829,
,2006,55.12530893,
,2007,55.99740715,
,2008,56.77949022,
,2009,57.55242781,
,2010,58.22420227,
,2011,58.76314926,
,2012,59.25110162,
,2013,59.70924939,
,2014,60.12201099,
,2015,60.44668865,
,2016,60.80786588,
SLB,2000,6.27,2000SLB
SLB,2001,6.45,2001SLB
SLB,2002,6.71,2002SLB
SLB,2003,6.78,2003SLB
SLB,2004,7.03,2004SLB
SLB,2005,7.17,2005SLB
SLB,2006,7.19,2006SLB
SLB,2007,7.38,2007SLB
SLB,2008,7.46,2008SLB
SLB,2009,7.66,2009SLB
SLB,2010,7.79,2010SLB
SLB,2011,7.95,2011SLB
SLB,2012,8.01,2012SLB
SLB,2013,8.13,2013SLB
SLB,2014,8.23,2014SLB
SLB,2015,8.36,2015SLB
SLB,2016,8.45,2016SLB
SOM,2000,0.64,2000SOM
SOM,2001,0.69,2001SOM
SOM,2002,0.75,2002SOM
SOM,2003,0.82,2003SOM
SOM,2004,0.88,2004SOM
SOM,2005,0.95,2005SOM
SOM,2006,1.02,2006SOM
SOM,2007,1.11,2007SOM
SOM,2008,1.2,2008SOM
SOM,2009,1.29,2009SOM
SOM,2010,1.41,2010SOM
SOM,2011,1.56,2011SOM
SOM,2012,1.68,2012SOM
SOM,2013,1.82,2013SOM
SOM,2014,1.97,2014SOM
SOM,2015,2.12,2015SOM
SOM,2016,2.34,2016SOM
ZAF,2000,56.43,2000ZAF
ZAF,2001,58.81,2001ZAF
ZAF,2002,61.01,2002ZAF
ZAF,2003,63.29,2003ZAF
ZAF,2004,65.6,2004ZAF
ZAF,2005,67.53,2005ZAF
ZAF,2006,69.58,2006ZAF
ZAF,2007,71.46,2007ZAF
ZAF,2008,73.35,2008ZAF
ZAF,2009,75.04,2009ZAF
ZAF,2010,76.65,2010ZAF
ZAF,2011,78.21,2011ZAF
ZAF,2012,79.65,2012ZAF
ZAF,2013,81,2013ZAF
ZAF,2014,82.36,2014ZAF
ZAF,2015,83.64,2015ZAF
ZAF,2016,84.75,2016ZAF
,2000,20.38263927,
,2001,21.90076516,
,2002,22.97410589,
,2003,23.88162936,
,2004,25.23305731,
,2005,26.13559683,
,2006,27.43338144,
,2007,28.58261658,
,2008,29.6653245,
,2009,30.46459348,
,2010,31.93673804,
,2011,32.96513783,
,2012,34.13983867,
,2013,35.29403235,
,2014,36.31865772,
,2015,37.41662049,
,2016,38.59055196,
,2000,20.38263927,
,2001,21.90076516,
,2002,22.97410589,
,2003,23.88162936,
,2004,25.23305731,
,2005,26.13559683,
,2006,27.43338144,
,2007,28.58261658,
,2008,29.6653245,
,2009,30.46459348,
,2010,31.93673804,
,2011,32.96513783,
,2012,34.13983867,
,2013,35.29403235,
,2014,36.31865772,
,2015,37.41662049,
,2016,38.59055196,
KOR,2000,96.21,2000KOR
KOR,2001,96.36,2001KOR
KOR,2002,96.46,2002KOR
KOR,2003,96.47,2003KOR
KOR,2004,96.6,2004KOR
KOR,2005,96.57,2005KOR
KOR,2006,96.59,2006KOR
KOR,2007,96.57,2007KOR
KOR,2008,96.73,2008KOR
KOR,2009,96.66,2009KOR
KOR,2010,96.8,2010KOR
KOR,2011,96.68,2011KOR
KOR,2012,96.79,2012KOR
KOR,2013,96.8,2013KOR
KOR,2014,96.77,2014KOR
KOR,2015,96.68,2015KOR
KOR,2016,96.68,2016KOR
SSD,2000,0.5,2000SSD
SSD,2001,0.51,2001SSD
SSD,2002,0.51,2002SSD
SSD,2003,0.52,2003SSD
SSD,2004,0.54,2004SSD
SSD,2005,0.53,2005SSD
SSD,2006,0.53,2006SSD
SSD,2007,0.56,2007SSD
SSD,2008,0.57,2008SSD
SSD,2009,0.59,2009SSD
SSD,2010,0.56,2010SSD
SSD,2011,0.58,2011SSD
SSD,2012,0.59,2012SSD
SSD,2013,0.58,2013SSD
SSD,2014,0.62,2014SSD
SSD,2015,0.63,2015SSD
SSD,2016,0.64,2016SSD
ESP,2000,100,2000ESP
ESP,2001,100,2001ESP
ESP,2002,100,2002ESP
ESP,2003,100,2003ESP
ESP,2004,100,2004ESP
ESP,2005,100,2005ESP
ESP,2006,100,2006ESP
ESP,2007,100,2007ESP
ESP,2008,100,2008ESP
ESP,2009,100,2009ESP
ESP,2010,100,2010ESP
ESP,2011,100,2011ESP
ESP,2012,100,2012ESP
ESP,2013,100,2013ESP
ESP,2014,100,2014ESP
ESP,2015,100,2015ESP
ESP,2016,100,2016ESP
LKA,2000,15.64,2000LKA
LKA,2001,16.2,2001LKA
LKA,2002,16.94,2002LKA
LKA,2003,17.31,2003LKA
LKA,2004,18.03,2004LKA
LKA,2005,18.68,2005LKA
LKA,2006,19.41,2006LKA
LKA,2007,20.01,2007LKA
LKA,2008,20.69,2008LKA
LKA,2009,21.12,2009LKA
LKA,2010,21.83,2010LKA
LKA,2011,22.74,2011LKA
LKA,2012,23.37,2012LKA
LKA,2013,24.06,2013LKA
LKA,2014,24.76,2014LKA
LKA,2015,25.44,2015LKA
LKA,2016,26.33,2016LKA
,2000,9.334193468,
,2001,9.607850515,
,2002,9.893931945,
,2003,10.16558881,
,2004,10.46576265,
,2005,10.76474494,
,2006,11.0536354,
,2007,11.32943983,
,2008,11.64285514,
,2009,11.93643408,
,2010,12.25389617,
,2011,12.58487383,
,2012,12.92108614,
,2013,13.25300352,
,2014,13.61526997,
,2015,13.96685263,
,2016,14.31986821,
,2000,9.334193468,
,2001,9.607850515,
,2002,9.893931945,
,2003,10.16558881,
,2004,10.46576265,
,2005,10.76474494,
,2006,11.0536354,
,2007,11.32943983,
,2008,11.64285514,
,2009,11.93643408,
,2010,12.25389617,
,2011,12.58487383,
,2012,12.92108614,
,2013,13.25300352,
,2014,13.61526997,
,2015,13.96685263,
,2016,14.31986821,
,2000,9.326033308,
,2001,9.599759955,
,2002,9.885650298,
,2003,10.15750925,
,2004,10.45776139,
,2005,10.75680577,
,2006,11.04571386,
,2007,11.32161032,
,2008,11.63496861,
,2009,11.92870857,
,2010,12.246124,
,2011,12.57746623,
,2012,12.91381726,
,2013,13.24579076,
,2014,13.60812908,
,2015,13.95973468,
,2016,14.31286616,
SDN,2000,14.21,2000SDN
SDN,2001,15.25,2001SDN
SDN,2002,16.57,2002SDN
SDN,2003,17.77,2003SDN
SDN,2004,19.14,2004SDN
SDN,2005,20.58,2005SDN
SDN,2006,22.19,2006SDN
SDN,2007,23.73,2007SDN
SDN,2008,25.38,2008SDN
SDN,2009,26.97,2009SDN
SDN,2010,28.94,2010SDN
SDN,2011,30.82,2011SDN
SDN,2012,32.75,2012SDN
SDN,2013,34.71,2013SDN
SDN,2014,36.93,2014SDN
SDN,2015,38.95,2015SDN
SDN,2016,41.29,2016SDN
SUR,2000,79.89,2000SUR
SUR,2001,80.72,2001SUR
SUR,2002,81.56,2002SUR
SUR,2003,82.25,2003SUR
SUR,2004,83.17,2004SUR
SUR,2005,83.77,2005SUR
SUR,2006,84.44,2006SUR
SUR,2007,85.08,2007SUR
SUR,2008,85.67,2008SUR
SUR,2009,86.24,2009SUR
SUR,2010,86.89,2010SUR
SUR,2011,87.41,2011SUR
SUR,2012,87.87,2012SUR
SUR,2013,88.33,2013SUR
SUR,2014,88.83,2014SUR
SUR,2015,89.26,2015SUR
SUR,2016,89.61,2016SUR
SWE,2000,100,2000SWE
SWE,2001,100,2001SWE
SWE,2002,100,2002SWE
SWE,2003,100,2003SWE
SWE,2004,100,2004SWE
SWE,2005,100,2005SWE
SWE,2006,100,2006SWE
SWE,2007,100,2007SWE
SWE,2008,100,2008SWE
SWE,2009,100,2009SWE
SWE,2010,100,2010SWE
SWE,2011,100,2011SWE
SWE,2012,100,2012SWE
SWE,2013,100,2013SWE
SWE,2014,100,2014SWE
SWE,2015,100,2015SWE
SWE,2016,100,2016SWE
CHE,2000,100,2000CHE
CHE,2001,100,2001CHE
CHE,2002,100,2002CHE
CHE,2003,100,2003CHE
CHE,2004,100,2004CHE
CHE,2005,100,2005CHE
CHE,2006,100,2006CHE
CHE,2007,100,2007CHE
CHE,2008,100,2008CHE
CHE,2009,100,2009CHE
CHE,2010,100,2010CHE
CHE,2011,100,2011CHE
CHE,2012,100,2012CHE
CHE,2013,100,2013CHE
CHE,2014,100,2014CHE
CHE,2015,100,2015CHE
CHE,2016,100,2016CHE
,2000,97.18,
,2001,97.53,
,2002,97.79,
,2003,97.99,
,2004,98.23,
,2005,98.37,
,2006,98.57,
,2007,98.56,
,2008,98.71,
,2009,98.76,
,2010,98.85,
,2011,98.9,
,2012,98.91,
,2013,98.99,
,2014,99.02,
,2015,99.05,
,2016,99.02,
TJK,2000,38.73,2000TJK
TJK,2001,41.58,2001TJK
TJK,2002,44.57,2002TJK
TJK,2003,47.65,2003TJK
TJK,2004,50.73,2004TJK
TJK,2005,53.63,2005TJK
TJK,2006,56.3,2006TJK
TJK,2007,59.31,2007TJK
TJK,2008,62.08,2008TJK
TJK,2009,64.83,2009TJK
TJK,2010,67.4,2010TJK
TJK,2011,70.04,2011TJK
TJK,2012,72.25,2012TJK
TJK,2013,74.5,2013TJK
TJK,2014,76.55,2014TJK
TJK,2015,78.55,2015TJK
TJK,2016,80.41,2016TJK
TZA,2000,1.08,2000TZA
TZA,2001,1.1,2001TZA
TZA,2002,1.15,2002TZA
TZA,2003,1.2,2003TZA
TZA,2004,1.28,2004TZA
TZA,2005,1.35,2005TZA
TZA,2006,1.36,2006TZA
TZA,2007,1.44,2007TZA
TZA,2008,1.53,2008TZA
TZA,2009,1.54,2009TZA
TZA,2010,1.66,2010TZA
TZA,2011,1.74,2011TZA
TZA,2012,1.85,2012TZA
TZA,2013,1.93,2013TZA
TZA,2014,2,2014TZA
TZA,2015,2.15,2015TZA
TZA,2016,2.16,2016TZA
THA,2000,68.04,2000THA
THA,2001,68.45,2001THA
THA,2002,68.77,2002THA
THA,2003,69.49,2003THA
THA,2004,69.57,2004THA
THA,2005,70.21,2005THA
THA,2006,70.65,2006THA
THA,2007,70.96,2007THA
THA,2008,71.46,2008THA
THA,2009,72.17,2009THA
THA,2010,72.31,2010THA
THA,2011,72.83,2011THA
THA,2012,73.22,2012THA
THA,2013,73.69,2013THA
THA,2014,73.67,2014THA
THA,2015,74.33,2015THA
THA,2016,74.43,2016THA
TLS,2000,2.27,2000TLS
TLS,2001,2.41,2001TLS
TLS,2002,2.54,2002TLS
TLS,2003,2.69,2003TLS
TLS,2004,2.96,2004TLS
TLS,2005,3.12,2005TLS
TLS,2006,3.37,2006TLS
TLS,2007,3.56,2007TLS
TLS,2008,3.89,2008TLS
TLS,2009,4.09,2009TLS
TLS,2010,4.54,2010TLS
TLS,2011,4.77,2011TLS
TLS,2012,5.21,2012TLS
TLS,2013,5.67,2013TLS
TLS,2014,5.98,2014TLS
TLS,2015,6.53,2015TLS
