Code,Year,Access to electricity (% of population),IDEL
KHM,1991,0.105638802,1991KHM
KHM,1992,0.477305949,1992KHM
KHM,1993,0.570303142,1993KHM
KHM,1994,2.769064426,1994KHM
KHM,1995,4.958648682,1995KHM
KHM,1996,7.135995865,1996KHM
KHM,1997,9.298048019,1997KHM
KHM,1998,18.67,1998KHM
KHM,1999,13.56402969,1999KHM
KHM,2000,16.6,2000KHM
KHM,2001,17.74428177,2001KHM
KHM,2002,19.81285667,2002KHM
KHM,2003,19.3,2003KHM
KHM,2004,23.93721771,2004KHM
KHM,2005,20.5,2005KHM
KHM,2006,28.08494759,2006KHM
KHM,2007,30.18273354,2007KHM
KHM,2008,26.4,2008KHM
KHM,2009,34.44437408,2009KHM
KHM,2010,31.1,2010KHM
KHM,2011,38.7781105,2011KHM
KHM,2012,40.96450424,2012KHM
KHM,2013,43.15990829,2013KHM
KHM,2014,56.1,2014KHM
KHM,2015,47.56573868,2015KHM
KHM,2016,49.77065659,2016KHM
CMR,1990,30.12971687,1990CMR
CMR,1991,29,1991CMR
CMR,1992,32.55559921,1992CMR
CMR,1993,33.76522446,1993CMR
CMR,1994,34.96873474,1994CMR
CMR,1995,36.16306686,1995CMR
CMR,1996,37.34516144,1996CMR
CMR,1997,38.51195908,1997CMR
CMR,1998,40.7,1998CMR
CMR,1999,40.78743744,1999CMR
CMR,2000,41,2000CMR
CMR,2001,46.2,2001CMR
CMR,2002,44.05050659,2002CMR
CMR,2003,45.11754227,2003CMR
CMR,2004,47.1,2004CMR
CMR,2005,47.25702286,2005CMR
CMR,2006,49,2006CMR
CMR,2007,48.2,2007CMR
CMR,2008,50.56917572,2008CMR
CMR,2009,51.71525574,2009CMR
CMR,2010,52.8793602,2010CMR
CMR,2011,53.7,2011CMR
CMR,2012,55.24962616,2012CMR
CMR,2013,56.44977951,2013CMR
CMR,2014,56.8,2014CMR
CMR,2015,58.86510086,2015CMR
CMR,2016,60.07476807,2016CMR
CAN,1990,100,1990CAN
CAN,1991,100,1991CAN
CAN,1992,100,1992CAN
CAN,1993,100,1993CAN
CAN,1994,100,1994CAN
CAN,1995,100,1995CAN
CAN,1996,100,1996CAN
CAN,1997,100,1997CAN
CAN,1998,100,1998CAN
CAN,1999,100,1999CAN
CAN,2000,100,2000CAN
CAN,2001,100,2001CAN
CAN,2002,100,2002CAN
CAN,2003,100,2003CAN
CAN,2004,100,2004CAN
CAN,2005,100,2005CAN
CAN,2006,100,2006CAN
CAN,2007,100,2007CAN
CAN,2008,100,2008CAN
CAN,2009,100,2009CAN
CAN,2010,100,2010CAN
CAN,2011,100,2011CAN
CAN,2012,100,2012CAN
CAN,2013,100,2013CAN
CAN,2014,100,2014CAN
CAN,2015,100,2015CAN
CAN,2016,100,2016CAN
CPV,1990,32.55810165,1990CPV
CPV,1991,34.92931366,1991CPV
CPV,1992,37.3000145,1992CPV
CPV,1993,39.66765976,1993CPV
CPV,1994,42.02918625,1994CPV
CPV,1995,44.38153458,1995CPV
CPV,1996,46.72164536,1996CPV
CPV,1997,49.04646301,1997CPV
CPV,1998,51.35292435,1998CPV
CPV,1999,53.63796997,1999CPV
CPV,2000,55.90006638,2000CPV
CPV,2001,58.14375305,2001CPV
CPV,2002,58.6,2002CPV
CPV,2003,62.60014725,2003CPV
CPV,2004,64.82498169,2004CPV
CPV,2005,67,2005CPV
CPV,2006,69.29824066,2006CPV
CPV,2007,71.55879211,2007CPV
CPV,2008,73.84185791,2008CPV
CPV,2009,76.14595795,2009CPV
CPV,2010,81.1,2010CPV
CPV,2011,80.80522156,2011CPV
CPV,2012,83.1543808,2012CPV
CPV,2013,85.51255035,2013CPV
CPV,2014,87.87672424,2014CPV
CPV,2015,90.24390411,2015CPV
CPV,2016,92.61158752,2016CPV
,1990,76.93451563,1990
,1991,79.97517829,1991
,1992,80.79429208,1992
,1993,81.86284749,1993
,1994,82.3787406,1994
,1995,83.15428232,1995
,1996,85.82487727,1996
,1997,84.63400591,1997
,1998,85.29306611,1998
,1999,86.45337933,1999
,2000,87.15004827,2000
,2001,88.75958463,2001
,2002,88.62112761,2002
,2003,88.93760837,2003
,2004,89.50823308,2004
,2005,90.10656897,2005
,2006,90.03914387,2006
,2007,91.26551039,2007
,2008,92.31475504,2008
,2009,92.36868097,2009
,2010,93.11451107,2010
,2011,92.67709519,2011
,2012,93.6253228,2012
,2013,94.67222251,2013
,2014,95.55792271,2014
,2015,95.56868404,2015
,2016,96.01630931,2016
CYM,1990,100,1990CYM
CYM,1991,100,1991CYM
CYM,1992,100,1992CYM
CYM,1993,100,1993CYM
CYM,1994,100,1994CYM
CYM,1995,100,1995CYM
CYM,1996,100,1996CYM
CYM,1997,100,1997CYM
CYM,1998,100,1998CYM
CYM,1999,100,1999CYM
CYM,2000,100,2000CYM
CYM,2001,100,2001CYM
CYM,2002,100,2002CYM
CYM,2003,100,2003CYM
CYM,2004,100,2004CYM
CYM,2005,100,2005CYM
CYM,2006,100,2006CYM
CYM,2007,100,2007CYM
CYM,2008,100,2008CYM
CYM,2009,100,2009CYM
CYM,2010,100,2010CYM
CYM,2011,100,2011CYM
CYM,2012,100,2012CYM
CYM,2013,100,2013CYM
CYM,2014,100,2014CYM
CYM,2015,100,2015CYM
CYM,2016,100,2016CYM
CAF,1990,0.01,1990CAF
CAF,1991,0.53883028,1991CAF
CAF,1992,1.081371188,1992CAF
CAF,1993,1.682021976,1993CAF
CAF,1994,2.276554585,1994CAF
CAF,1995,3,1995CAF
CAF,1996,3.435028553,1996CAF
CAF,1997,3.992851973,1997CAF
CAF,1998,4.532320499,1998CAF
CAF,1999,5.050375462,1999CAF
CAF,2000,6,2000CAF
CAF,2001,6.022170544,2001CAF
CAF,2002,6.486515999,2002CAF
CAF,2003,6.944578171,2003CAF
CAF,2004,7.402419567,2004CAF
CAF,2005,7.866103649,2005CAF
CAF,2006,7.805169325,2006CAF
CAF,2007,8.835249901,2007CAF
CAF,2008,9.351327896,2008CAF
CAF,2009,9.888433456,2009CAF
CAF,2010,9.8,2010CAF
CAF,2011,11.01371098,2011CAF
CAF,2012,11.59587574,2012CAF
CAF,2013,12.18705177,2013CAF
CAF,2014,12.78423595,2014CAF
CAF,2015,13.38442326,2015CAF
CAF,2016,13.98511219,2016CAF
,1990,100,1990
,1991,100,1991
,1992,100,1992
,1993,100,1993
,1994,100,1994
,1995,100,1995
,1996,100,1996
,1997,100,1997
,1998,100,1998
,1999,100,1999
,2000,100,2000
,2001,100,2001
,2002,100,2002
,2003,100,2003
,2004,100,2004
,2005,100,2005
,2006,100,2006
,2007,100,2007
,2008,100,2008
,2009,100,2009
,2010,100,2010
,2011,100,2011
,2012,100,2012
,2013,100,2013
,2014,100,2014
,2015,100,2015
,2016,100,2016
TCD,1990,0.01,1990TCD
TCD,1991,0.030787271,1991TCD
TCD,1992,0.108397804,1992TCD
TCD,1993,0.297480613,1993TCD
TCD,1994,0.575130105,1994TCD
TCD,1995,1.003540397,1995TCD
TCD,1996,1.419714212,1996TCD
TCD,1997,2.3,1997TCD
TCD,1998,2.203116179,1998TCD
TCD,1999,2.564226151,1999TCD
TCD,2000,2.902383566,2000TCD
TCD,2001,3.222131252,2001TCD
TCD,2002,3.529532194,2002TCD
TCD,2003,3.830649137,2003TCD
TCD,2004,3.5,2004TCD
TCD,2005,4.438284397,2005TCD
TCD,2006,4.756928444,2006TCD
TCD,2007,5.093541145,2007TCD
TCD,2008,5.452673912,2008TCD
TCD,2009,5.832834721,2009TCD
TCD,2010,6.4,2010TCD
TCD,2011,6.64422226,2011TCD
TCD,2012,7.069441795,2012TCD
TCD,2013,7.503673077,2013TCD
TCD,2014,7.943912029,2014TCD
TCD,2015,7.7,2015TCD
TCD,2016,8.830898285,2016TCD
OWID_CIS,1990,100,1990OWID_CIS
OWID_CIS,1991,100,1991OWID_CIS
OWID_CIS,1992,100,1992OWID_CIS
OWID_CIS,1993,100,1993OWID_CIS
OWID_CIS,1994,100,1994OWID_CIS
OWID_CIS,1995,100,1995OWID_CIS
OWID_CIS,1996,100,1996OWID_CIS
OWID_CIS,1997,100,1997OWID_CIS
OWID_CIS,1998,100,1998OWID_CIS
OWID_CIS,1999,100,1999OWID_CIS
OWID_CIS,2000,100,2000OWID_CIS
OWID_CIS,2001,100,2001OWID_CIS
OWID_CIS,2002,100,2002OWID_CIS
OWID_CIS,2003,100,2003OWID_CIS
OWID_CIS,2004,100,2004OWID_CIS
OWID_CIS,2005,100,2005OWID_CIS
OWID_CIS,2006,100,2006OWID_CIS
OWID_CIS,2007,100,2007OWID_CIS
OWID_CIS,2008,100,2008OWID_CIS
OWID_CIS,2009,100,2009OWID_CIS
OWID_CIS,2010,100,2010OWID_CIS
OWID_CIS,2011,100,2011OWID_CIS
OWID_CIS,2012,100,2012OWID_CIS
OWID_CIS,2013,100,2013OWID_CIS
OWID_CIS,2014,100,2014OWID_CIS
OWID_CIS,2015,100,2015OWID_CIS
OWID_CIS,2016,100,2016OWID_CIS
CHL,1990,92.257427,1990CHL
CHL,1991,94.25153351,1991CHL
CHL,1992,94.560057,1992CHL
CHL,1993,94.94730377,1993CHL
CHL,1994,95.28754425,1994CHL
CHL,1995,95.6186142,1995CHL
CHL,1996,95.617315,1996CHL
CHL,1997,96.2409668,1997CHL
CHL,1998,97.241124,1998CHL
CHL,1999,96.78990936,1999CHL
CHL,2000,97.938687,2000CHL
CHL,2001,97.25312042,2001CHL
CHL,2002,97.46317291,2002CHL
CHL,2003,98.782325,2003CHL
CHL,2004,97.87049103,2004CHL
CHL,2005,98.08879089,2005CHL
CHL,2006,99.368108,2006CHL
CHL,2007,98.55635071,2007CHL
CHL,2008,98.81767273,2008CHL
CHL,2009,99.593662,2009CHL
CHL,2010,99.38864136,2010CHL
CHL,2011,99.588193,2011CHL
CHL,2012,99.85822296,2012CHL
CHL,2013,99.6,2013CHL
CHL,2014,99.99533844,2014CHL
CHL,2015,99.714844,2015CHL
CHL,2016,100,2016CHL
CHN,1990,92.21601105,1990CHN
CHN,1991,92.65581512,1991CHN
CHN,1992,93.09511566,1992CHN
CHN,1993,93.53135681,1993CHN
CHN,1994,93.96147156,1994CHN
CHN,1995,94.38241577,1995CHN
CHN,1996,94.79112244,1996CHN
CHN,1997,95.18453217,1997CHN
CHN,1998,95.5595932,1998CHN
CHN,1999,95.9132309,1999CHN
CHN,2000,96.243927,2000CHN
CHN,2001,96.55620575,2001CHN
CHN,2002,96.85614014,2002CHN
CHN,2003,97.1497879,2003CHN
CHN,2004,97.44321442,2004CHN
CHN,2005,97.74249268,2005CHN
CHN,2006,98.06681061,2006CHN
CHN,2007,98.39870453,2007CHN
CHN,2008,98.74991608,2008CHN
CHN,2009,99.11564636,2009CHN
CHN,2010,99.7,2010CHN
CHN,2011,99.74872589,2011CHN
CHN,2012,99.91638184,2012CHN
CHN,2013,99.98311615,2013CHN
CHN,2014,99.99848938,2014CHN
CHN,2015,100,2015CHN
CHN,2016,100,2016CHN
COL,1990,89.9,1990COL
COL,1991,90.76000977,1991COL
COL,1992,91.15319824,1992COL
COL,1993,91.54332733,1993COL
COL,1994,91.92734528,1994COL
COL,1995,91.2,1995COL
COL,1996,92.66477203,1996COL
COL,1997,93.01207733,1997COL
COL,1998,93.34102631,1998COL
COL,1999,93.64855957,1999COL
COL,2000,95.2,2000COL
COL,2001,94.19931793,2001COL
COL,2002,94.45314026,2002COL
COL,2003,94.70068359,2003COL
COL,2004,94.94800568,2004COL
COL,2005,96.8,2005COL
COL,2006,95.46623993,2006COL
COL,2007,95.74927521,2007COL
COL,2008,96.806763,2008COL
COL,2009,96.057229,2009COL
COL,2010,96.788995,2010COL
COL,2011,96.6936,2011COL
COL,2012,97.032176,2012COL
COL,2013,97.779418,2013COL
COL,2014,97.790938,2014COL
COL,2015,98.186898,2015COL
COL,2016,99.00445557,2016COL
COM,1990,15.2995491,1990COM
COM,1991,17.76657677,1991COM
COM,1992,20.23309326,1992COM
COM,1993,22.69655228,1993COM
COM,1994,25.15389252,1994COM
COM,1995,27.6020546,1995COM
COM,1996,28.9,1996COM
COM,1997,32.45861053,1997COM
COM,1998,34.86088562,1998COM
COM,1999,37.24174881,1999COM
COM,2000,39.59965897,2000COM
COM,2001,41.93915939,2001COM
COM,2002,44.8,2002COM
COM,2003,46.58718109,2003COM
COM,2004,48.9078331,2004COM
COM,2005,51.23432159,2005COM
COM,2006,53.57271957,2006COM
COM,2007,55.92908478,2007COM
COM,2008,58.30796814,2008COM
COM,2009,60.70788193,2009COM
COM,2010,63.12582016,2010COM
COM,2011,65.55877686,2011COM
COM,2012,69.3,2012COM
COM,2013,70.45773315,2013COM
COM,2014,72.91772461,2014COM
COM,2015,75.38071442,2015COM
COM,2016,77.84421539,2016COM
COG,1990,0.01,1990COG
COG,1991,0.834693372,1991COG
COG,1992,1.627603769,1992COG
COG,1993,3.979705572,1993COG
COG,1994,6.325689316,1994COG
COG,1995,8.662495613,1995COG
COG,1996,10.98706532,1996COG
COG,1997,13.29633999,1997COG
COG,1998,15.58725929,1998COG
COG,1999,17.85676575,1999COG
COG,2000,20.10331917,2000COG
COG,2001,22.33146286,2001COG
COG,2002,24.54726028,2002COG
COG,2003,26.75677299,2003COG
COG,2004,28.96606445,2004COG
COG,2005,33.8,2005COG
COG,2006,33.40824127,2006COG
COG,2007,35.65324783,2007COG
COG,2008,37.92077637,2008COG
COG,2009,37.1,2009COG
COG,2010,42.51591492,2010COG
COG,2011,44.83751297,2011COG
COG,2012,41.6,2012COG
COG,2013,49.5137558,2013COG
COG,2014,51.86239243,2014COG
COG,2015,60.4,2015COG
COG,2016,56.56616974,2016COG
CRI,1990,97.47466278,1990CRI
CRI,1991,97.63420105,1991CRI
CRI,1992,97.79322815,1992CRI
CRI,1993,97.94919586,1993CRI
CRI,1994,98.09217072,1994CRI
CRI,1995,98.23054504,1995CRI
CRI,1996,98.35668945,1996CRI
CRI,1997,98.46755981,1997CRI
CRI,1998,98.56036377,1998CRI
CRI,1999,98.63323975,1999CRI
CRI,2000,98.686409,2000CRI
CRI,2001,98.24978,2001CRI
CRI,2002,98.509188,2002CRI
CRI,2003,98.695902,2003CRI
CRI,2004,98.954779,2004CRI
CRI,2005,99.053051,2005CRI
CRI,2006,99.147523,2006CRI
CRI,2007,99.217998,2007CRI
CRI,2008,99.263937,2008CRI
CRI,2009,99.409804,2009CRI
CRI,2010,98.995734,2010CRI
CRI,2011,99.232348,2011CRI
CRI,2012,99.503298,2012CRI
CRI,2013,99.563517,2013CRI
CRI,2014,99.359291,2014CRI
CRI,2015,99.409804,2015CRI
CRI,2016,100,2016CRI
CIV,1990,36.65949249,1990CIV
CIV,1991,37.78728104,1991CIV
CIV,1992,38.91461563,1992CIV
CIV,1993,40.03924942,1993CIV
CIV,1994,36.5,1994CIV
CIV,1995,42.2695694,1995CIV
CIV,1996,43.36985016,1996CIV
CIV,1997,44.45660019,1997CIV
CIV,1998,45.52711487,1998CIV
CIV,1999,48.2,1999CIV
CIV,2000,47.61742401,2000CIV
CIV,2001,48.64391708,2001CIV
CIV,2002,51.4,2002CIV
CIV,2003,50.67906189,2003CIV
CIV,2004,51.69551468,2004CIV
CIV,2005,58.9,2005CIV
CIV,2006,53.74567795,2006CIV
CIV,2007,54.78623962,2007CIV
CIV,2008,55.83730316,2008CIV
CIV,2009,56.8971138,2009CIV
CIV,2010,57.96392822,2010CIV
CIV,2011,59.03598785,2011CIV
CIV,2012,55.8,2012CIV
CIV,2013,61.18886185,2013CIV
CIV,2014,61.9,2014CIV
CIV,2015,64.0861969,2015CIV
CIV,2016,64.3,2016CIV
HRV,1990,100,1990HRV
HRV,1991,100,1991HRV
HRV,1992,100,1992HRV
HRV,1993,100,1993HRV
HRV,1994,100,1994HRV
HRV,1995,100,1995HRV
HRV,1996,100,1996HRV
HRV,1997,100,1997HRV
HRV,1998,100,1998HRV
HRV,1999,100,1999HRV
HRV,2000,100,2000HRV
HRV,2001,100,2001HRV
HRV,2002,100,2002HRV
HRV,2003,100,2003HRV
HRV,2004,100,2004HRV
HRV,2005,100,2005HRV
HRV,2006,100,2006HRV
HRV,2007,100,2007HRV
HRV,2008,100,2008HRV
HRV,2009,100,2009HRV
HRV,2010,100,2010HRV
HRV,2011,100,2011HRV
HRV,2012,100,2012HRV
HRV,2013,100,2013HRV
HRV,2014,100,2014HRV
HRV,2015,100,2015HRV
HRV,2016,100,2016HRV
CUB,1990,92.52192688,1990CUB
CUB,1991,92.99980164,1991CUB
CUB,1992,93.47717285,1992CUB
CUB,1993,93.95147705,1993CUB
CUB,1994,94.4196701,1994CUB
CUB,1995,94.87867737,1995CUB
CUB,1996,95.32545471,1996CUB
CUB,1997,95.75693512,1997CUB
CUB,1998,96.1700592,1998CUB
CUB,1999,96.56177521,1999CUB
CUB,2000,97,2000CUB
CUB,2001,97.28088379,2001CUB
CUB,2002,97.61888885,2002CUB
CUB,2003,97.9506073,2003CUB
CUB,2004,98.28649139,2004CUB
CUB,2005,98.62835693,2005CUB
CUB,2006,98.97970581,2006CUB
CUB,2007,99.33018494,2007CUB
CUB,2008,99.6403656,2008CUB
CUB,2009,99.85733032,2009CUB
CUB,2010,99.96389771,2010CUB
CUB,2011,99.99571228,2011CUB
CUB,2012,100,2012CUB
CUB,2013,100,2013CUB
CUB,2014,100,2014CUB
CUB,2015,100,2015CUB
CUB,2016,100,2016CUB
CUW,1990,100,1990CUW
CUW,1991,100,1991CUW
CUW,1992,100,1992CUW
CUW,1993,100,1993CUW
CUW,1994,100,1994CUW
CUW,1995,100,1995CUW
CUW,1996,100,1996CUW
CUW,1997,100,1997CUW
CUW,1998,100,1998CUW
CUW,1999,100,1999CUW
CUW,2000,100,2000CUW
CUW,2001,100,2001CUW
CUW,2002,100,2002CUW
CUW,2003,100,2003CUW
CUW,2004,100,2004CUW
CUW,2005,100,2005CUW
CUW,2006,100,2006CUW
CUW,2007,100,2007CUW
CUW,2008,100,2008CUW
CUW,2009,100,2009CUW
CUW,2010,100,2010CUW
CUW,2011,100,2011CUW
CUW,2012,100,2012CUW
CUW,2013,100,2013CUW
CUW,2014,100,2014CUW
CUW,2015,100,2015CUW
CUW,2016,100,2016CUW
CYP,1990,100,1990CYP
CYP,1991,100,1991CYP
CYP,1992,100,1992CYP
CYP,1993,100,1993CYP
CYP,1994,100,1994CYP
CYP,1995,100,1995CYP
CYP,1996,100,1996CYP
CYP,1997,100,1997CYP
CYP,1998,100,1998CYP
CYP,1999,100,1999CYP
CYP,2000,100,2000CYP
CYP,2001,100,2001CYP
CYP,2002,100,2002CYP
CYP,2003,100,2003CYP
CYP,2004,100,2004CYP
CYP,2005,100,2005CYP
CYP,2006,100,2006CYP
CYP,2007,100,2007CYP
CYP,2008,100,2008CYP
CYP,2009,100,2009CYP
CYP,2010,100,2010CYP
CYP,2011,100,2011CYP
CYP,2012,100,2012CYP
CYP,2013,100,2013CYP
CYP,2014,100,2014CYP
CYP,2015,100,2015CYP
CYP,2016,100,2016CYP
CZE,1990,100,1990CZE
CZE,1991,100,1991CZE
CZE,1992,100,1992CZE
CZE,1993,100,1993CZE
CZE,1994,100,1994CZE
CZE,1995,100,1995CZE
CZE,1996,100,1996CZE
CZE,1997,100,1997CZE
CZE,1998,100,1998CZE
CZE,1999,100,1999CZE
CZE,2000,100,2000CZE
CZE,2001,100,2001CZE
CZE,2002,100,2002CZE
CZE,2003,100,2003CZE
CZE,2004,100,2004CZE
CZE,2005,100,2005CZE
CZE,2006,100,2006CZE
CZE,2007,100,2007CZE
CZE,2008,100,2008CZE
CZE,2009,100,2009CZE
CZE,2010,100,2010CZE
CZE,2011,100,2011CZE
CZE,2012,100,2012CZE
CZE,2013,100,2013CZE
CZE,2014,100,2014CZE
CZE,2015,100,2015CZE
CZE,2016,100,2016CZE
COD,1990,0.01,1990COD
COD,1991,0.582454681,1991COD
COD,1992,1.183003187,1992COD
COD,1993,1.911180377,1993COD
COD,1994,2.633239269,1994COD
COD,1995,3.346121073,1995COD
COD,1996,4.046766281,1996COD
COD,1997,4.732116222,1997COD
COD,1998,5.399111271,1998COD
COD,1999,6.044692516,1999COD
COD,2000,6.7,2000COD
COD,2001,7.271540165,2001COD
COD,2002,7.86341238,2002COD
COD,2003,8.449001312,2003COD
COD,2004,9.034368515,2004COD
COD,2005,6,2005COD
COD,2006,10.22869492,2006COD
COD,2007,15.2,2007COD
COD,2008,11.49338341,2008COD
COD,2009,12.15801525,2009COD
COD,2010,12.84067059,2010COD
COD,2011,13.53834534,2011COD
COD,2012,15.4,2012COD
COD,2013,14.9667387,2013COD
COD,2014,13.5,2014COD
COD,2015,16.41916466,2015COD
COD,2016,17.14737892,2016COD
DNK,1990,100,1990DNK
DNK,1991,100,1991DNK
DNK,1992,100,1992DNK
DNK,1993,100,1993DNK
DNK,1994,100,1994DNK
DNK,1995,100,1995DNK
DNK,1996,100,1996DNK
DNK,1997,100,1997DNK
DNK,1998,100,1998DNK
DNK,1999,100,1999DNK
DNK,2000,100,2000DNK
DNK,2001,100,2001DNK
DNK,2002,100,2002DNK
DNK,2003,100,2003DNK
DNK,2004,100,2004DNK
DNK,2005,100,2005DNK
DNK,2006,100,2006DNK
DNK,2007,100,2007DNK
DNK,2008,100,2008DNK
DNK,2009,100,2009DNK
DNK,2010,100,2010DNK
DNK,2011,100,2011DNK
DNK,2012,100,2012DNK
DNK,2013,100,2013DNK
DNK,2014,100,2014DNK
DNK,2015,100,2015DNK
DNK,2016,100,2016DNK
DJI,1990,59.60907745,1990DJI
DJI,1991,59.36952591,1991DJI
DJI,1992,59.1294632,1992DJI
DJI,1993,58.88634491,1993DJI
DJI,1994,58.63710403,1994DJI
DJI,1995,58.37868881,1995DJI
DJI,1996,62,1996DJI
DJI,1997,57.82208633,1997DJI
DJI,1998,57.51778412,1998DJI
DJI,1999,57.19207001,1999DJI
DJI,2000,56.84339905,2000DJI
DJI,2001,56.47632217,2001DJI
DJI,2002,49.7,2002DJI
DJI,2003,55.71118546,2003DJI
DJI,2004,55.32525635,2004DJI
DJI,2005,54.94516754,2005DJI
DJI,2006,55.5,2006DJI
DJI,2007,54.22677231,2007DJI
DJI,2008,53.89907837,2008DJI
DJI,2009,53.59241486,2009DJI
DJI,2010,53.30377197,2010DJI
DJI,2011,53.03014755,2011DJI
DJI,2012,54.6,2012DJI
DJI,2013,52.51594543,2013DJI
DJI,2014,52.26935959,2014DJI
DJI,2015,52.02577591,2015DJI
DJI,2016,51.78269196,2016DJI
DMA,1990,66.03043365,1990DMA
DMA,1991,67.54698181,1991DMA
DMA,1992,69.06302643,1992DMA
DMA,1993,70.57600403,1993DMA
DMA,1994,72.08286285,1994DMA
DMA,1995,73.58055115,1995DMA
DMA,1996,75.06600189,1996DMA
DMA,1997,76.5361557,1997DMA
DMA,1998,75,1998DMA
DMA,1999,79.41833496,1999DMA
DMA,2000,80.82576752,2000DMA
DMA,2001,82.21479034,2001DMA
DMA,2002,87.7,2002DMA
DMA,2003,84.96186066,2003DMA
DMA,2004,86.33203125,2004DMA
DMA,2005,87.70803833,2005DMA
DMA,2006,89.09596252,2006DMA
DMA,2007,90.50184631,2007DMA
DMA,2008,90.9,2008DMA
DMA,2009,93.37969208,2009DMA
DMA,2010,94.84715271,2010DMA
DMA,2011,96.32962799,2011DMA
DMA,2012,97.82411957,2012DMA
DMA,2013,98.8553009,2013DMA
DMA,2014,99.58107758,2014DMA
DMA,2015,99.90296936,2015DMA
DMA,2016,100,2016DMA
DOM,1990,79.59869385,1990DOM
DOM,1991,78.2,1991DOM
DOM,1992,81.42847443,1992DOM
DOM,1993,82.34005737,1993DOM
DOM,1994,83.24551392,1994DOM
DOM,1995,84.14179993,1995DOM
DOM,1996,85.02584076,1996DOM
DOM,1997,85.89459229,1997DOM
DOM,1998,86.74498749,1998DOM
DOM,1999,91,1999DOM
DOM,2000,88.764932,2000DOM
DOM,2001,89.791362,2001DOM
DOM,2002,89.749814,2002DOM
DOM,2003,89.173808,2003DOM
DOM,2004,90.316567,2004DOM
DOM,2005,90.141224,2005DOM
DOM,2006,90.118148,2006DOM
DOM,2007,96.876342,2007DOM
DOM,2008,97.576197,2008DOM
DOM,2009,97.85776,2009DOM
DOM,2010,98.145414,2010DOM
DOM,2011,97.898872,2011DOM
DOM,2012,97.86705,2012DOM
DOM,2013,98.385853,2013DOM
DOM,2014,98.470979,2014DOM
DOM,2015,98.560364,2015DOM
DOM,2016,100,2016DOM
,1990,53.07929931,1990
,1991,53.12009397,1991
,1992,55.65209793,1992
,1993,57.10697435,1993
,1994,57.7000468,1994
,1995,59.21026912,1995
,1996,60.826469,1996
,1997,62.58991925,1997
,1998,63.8562823,1998
,1999,66.35376968,1999
,2000,66.81582573,2000
,2001,65.51125754,2001
,2002,68.99184806,2002
,2003,70.1484666,2003
,2004,71.04468721,2004
,2005,72.46381099,2005
,2006,74.01125663,2006
,2007,75.26805748,2007
,2008,76.51359301,2008
,2009,78.68237985,2009
,2010,79.45510366,2010
,2011,76.45053687,2011
,2012,82.26449485,2012
,2013,82.58564055,2013
,2014,83.53442435,2014
,2015,86.97261487,2015
,2016,86.75162746,2016
,1990,84.11540942,1990
,1991,83.19146009,1991
,1992,85.26959686,1992
,1993,84.66997737,1993
,1994,85.84456391,1994
,1995,86.99880135,1995
,1996,87.99043637,1996
,1997,89.03311269,1997
,1998,89.7023361,1998
,1999,90.30522617,1999
,2000,90.78689416,2000
,2001,91.28777595,2001
,2002,91.81259001,2002
,2003,92.10568788,2003
,2004,92.57293071,2004
,2005,92.76251847,2005
,2006,93.73286279,2006
,2007,93.8699884,2007
,2008,94.46920065,2008
,2009,94.98856199,2009
,2010,95.49618419,2010
,2011,95.81828051,2011
,2012,96.2262975,2012
,2013,96.44602918,2013
,2014,96.58978681,2014
,2015,96.87265866,2015
,2016,96.91424121,2016
,1990,83.65724701,1990
,1991,82.64709764,1991
,1992,84.96428406,1992
,1993,84.30902481,1993
,1994,85.6100717,1994
,1995,86.52362135,1995
,1996,87.63020624,1996
,1997,88.79402035,1997
,1998,89.53362579,1998
,1999,90.19827803,1999
,2000,90.72504297,2000
,2001,91.27274027,2001
,2002,91.84794917,2002
,2003,92.16195817,2003
,2004,92.67203883,2004
,2005,92.86826795,2005
,2006,93.94158835,2006
,2007,94.07555667,2007
,2008,94.7277566,2008
,2009,95.30003574,2009
,2010,95.83935157,2010
,2011,96.17965108,2011
,2012,96.6160081,2012
,2013,96.84057694,2013
,2014,96.97938146,2014
,2015,97.27419311,2015
,2016,97.29803033,2016
,1990,82.59916773,1990
,1991,81.60168426,1991
,1992,83.88937622,1992
,1993,83.24598375,1993
,1994,84.53589534,1994
,1995,85.45995377,1995
,1996,86.57578863,1996
,1997,87.74910858,1997
,1998,88.50377757,1998
,1999,89.18371984,1999
,2000,89.72648209,2000
,2001,90.28895373,2001
,2002,90.87793322,2002
,2003,91.20871949,2003
,2004,91.7333289,2004
,2005,91.94867203,2005
,2006,93.03063998,2006
,2007,93.18554757,2007
,2008,93.85270715,2008
,2009,94.43162676,2009
,2010,94.99733022,2010
,2011,95.35698882,2011
,2012,95.81166173,2012
,2013,96.05724223,2013
,2014,96.2182035,2014
,2015,96.53323788,2015
,2016,96.58073219,2016
ECU,1990,88.94174957,1990ECU
ECU,1991,89.42610168,1991ECU
ECU,1992,89.90994263,1992ECU
ECU,1993,90.39072418,1993ECU
ECU,1994,90.86538696,1994ECU
ECU,1995,89.830167,1995ECU
ECU,1996,91.78411865,1996ECU
ECU,1997,92.22207642,1997ECU
ECU,1998,92.726642,1998ECU
ECU,1999,93.071434,1999ECU
ECU,2000,93.41509247,2000ECU
ECU,2001,93.77191162,2001ECU
ECU,2002,94.11639404,2002ECU
ECU,2003,94.973044,2003ECU
ECU,2004,94.79255676,2004ECU
