Code,Year,Number of people without access to electricity,IDWE
EST,2012,0,EST2012
EST,2013,0,EST2013
EST,2014,0,EST2014
EST,2015,0,EST2015
EST,2016,0,EST2016
SWZ,1990,861287,SWZ1990
SWZ,1991,881868,SWZ1991
SWZ,1992,892907,SWZ1992
SWZ,1993,896280,SWZ1993
SWZ,1994,887225,SWZ1994
SWZ,1995,878428,SWZ1995
SWZ,1996,870426,SWZ1996
SWZ,1997,862498,SWZ1997
SWZ,1998,853354,SWZ1998
SWZ,1999,841304,SWZ1999
SWZ,2000,825494,SWZ2000
SWZ,2001,784310,SWZ2001
SWZ,2002,783005,SWZ2002
SWZ,2003,758837,SWZ2003
SWZ,2004,735133,SWZ2004
SWZ,2005,712996,SWZ2005
SWZ,2006,726093,SWZ2006
SWZ,2007,672979,SWZ2007
SWZ,2008,653657,SWZ2008
SWZ,2009,633684,SWZ2009
SWZ,2010,654920,SWZ2010
SWZ,2011,590036,SWZ2011
SWZ,2012,566401,SWZ2012
SWZ,2013,541549,SWZ2013
SWZ,2014,453284,SWZ2014
SWZ,2015,488106,SWZ2015
SWZ,2016,459471,SWZ2016
ETH,1990,48081707,ETH1990
ETH,1991,49816101,ETH1991
ETH,1992,51633655,ETH1992
ETH,1993,53448780,ETH1993
ETH,1994,55099282,ETH1994
ETH,1995,56668705,ETH1995
ETH,1996,57510180,ETH1996
ETH,1997,58276744,ETH1997
ETH,1998,58991469,ETH1998
ETH,1999,59686875,ETH1999
ETH,2000,58087090,ETH2000
ETH,2001,61086715,ETH2001
ETH,2002,61779902,ETH2002
ETH,2003,62452395,ETH2003
ETH,2004,63088162,ETH2004
ETH,2005,65985291,ETH2005
ETH,2006,64203323,ETH2006
ETH,2007,64671941,ETH2007
ETH,2008,65080995,ETH2008
ETH,2009,65437894,ETH2009
ETH,2010,65747705,ETH2010
ETH,2011,69336002,ETH2011
ETH,2012,66223826,ETH2012
ETH,2013,66380142,ETH2013
ETH,2014,70883011,ETH2014
ETH,2015,66496873,ETH2015
ETH,2016,58472225,ETH2016
,1990,0,1990
,1991,0,1991
,1992,0,1992
,1993,0,1993
,1994,0,1994
,1995,0,1995
,1996,0,1996
,1997,0,1997
,1998,0,1998
,1999,0,1999
,2000,0,2000
,2001,0,2001
,2002,0,2002
,2003,0,2003
,2004,0,2004
,2005,0,2005
,2006,0,2006
,2007,0,2007
,2008,0,2008
,2009,0,2009
,2010,0,2010
,2011,0,2011
,2012,0,2012
,2013,0,2013
,2014,0,2014
,2015,0,2015
,2016,0,2016
,1990,9289960,1990
,1991,8809339,1991
,1992,8311209,1992
,1993,7799068,1993
,1994,7277745,1994
,1995,7233830,1995
,1996,6189453,1996
,1997,5775922,1997
,1998,5317713,1998
,1999,5355148,1999
,2000,4449025,2000
,2001,4077536,2001
,2002,3604087,2002
,2003,3345415,2003
,2004,3075984,2004
,2005,2575229,2005
,2006,2271287,2006
,2007,1777795,2007
,2008,1343813,2008
,2009,813771,2009
,2010,2023499,2010
,2011,239046,2011
,2012,200188,2012
,2013,47770,2013
,2014,40274,2014
,2015,7264,2015
,2016,237,2016
,1990,9289960,1990
,1991,8809339,1991
,1992,8311209,1992
,1993,7799068,1993
,1994,7277745,1994
,1995,6543874,1995
,1996,6189453,1996
,1997,5775922,1997
,1998,5317713,1998
,1999,5355148,1999
,2000,4449025,2000
,2001,4077536,2001
,2002,3604087,2002
,2003,3345415,2003
,2004,3075984,2004
,2005,2575229,2005
,2006,2271287,2006
,2007,1777795,2007
,2008,1343813,2008
,2009,813771,2009
,2010,2023499,2010
,2011,239046,2011
,2012,200188,2012
,2013,47770,2013
,2014,40274,2014
,2015,7264,2015
,2016,237,2016
,1990,9289960,1990
,1991,8809339,1991
,1992,8311209,1992
,1993,7799068,1993
,1994,7277745,1994
,1995,6543874,1995
,1996,6189453,1996
,1997,5775922,1997
,1998,5317713,1998
,1999,5355148,1999
,2000,4449025,2000
,2001,4077536,2001
,2002,3604087,2002
,2003,3345415,2003
,2004,3075984,2004
,2005,2575229,2005
,2006,2271287,2006
,2007,1777795,2007
,2008,1343813,2008
,2009,813771,2009
,2010,2023499,2010
,2011,239046,2011
,2012,200188,2012
,2013,47770,2013
,2014,40274,2014
,2015,7264,2015
,2016,237,2016
,1990,0,1990
,1991,0,1991
,1992,0,1992
,1993,0,1993
,1994,0,1994
,1995,0,1995
,1996,0,1996
,1997,0,1997
,1998,0,1998
,1999,0,1999
,2000,0,2000
,2001,0,2001
,2002,0,2002
,2003,0,2003
,2004,0,2004
,2005,0,2005
,2006,0,2006
,2007,0,2007
,2008,0,2008
,2009,0,2009
,2010,0,2010
,2011,0,2011
,2012,0,2012
,2013,0,2013
,2014,0,2014
,2015,0,2015
,2016,0,2016
FRO,1990,0,FRO1990
FRO,1991,0,FRO1991
FRO,1992,0,FRO1992
FRO,1993,0,FRO1993
FRO,1994,0,FRO1994
FRO,1995,0,FRO1995
FRO,1996,0,FRO1996
FRO,1997,0,FRO1997
FRO,1998,0,FRO1998
FRO,1999,0,FRO1999
FRO,2000,0,FRO2000
FRO,2001,0,FRO2001
FRO,2002,0,FRO2002
FRO,2003,0,FRO2003
FRO,2004,0,FRO2004
FRO,2005,0,FRO2005
FRO,2006,0,FRO2006
FRO,2007,0,FRO2007
FRO,2008,0,FRO2008
FRO,2009,0,FRO2009
FRO,2010,0,FRO2010
FRO,2011,0,FRO2011
FRO,2012,0,FRO2012
FRO,2013,0,FRO2013
FRO,2014,0,FRO2014
FRO,2015,0,FRO2015
FRO,2016,0,FRO2016
FJI,1990,288086,FJI1990
FJI,1991,279539,FJI1991
FJI,1992,271594,FJI1992
FJI,1993,263897,FJI1993
FJI,1994,255975,FJI1994
FJI,1995,247542,FJI1995
FJI,1996,259662,FJI1996
FJI,1997,229436,FJI1997
FJI,1998,219866,FJI1998
FJI,1999,209918,FJI1999
FJI,2000,199622,FJI2000
FJI,2001,188939,FJI2001
FJI,2002,166156,FJI2002
FJI,2003,163326,FJI2003
FJI,2004,155872,FJI2004
FJI,2005,145112,FJI2005
FJI,2006,134504,FJI2006
FJI,2007,92664,FJI2007
FJI,2008,116718,FJI2008
FJI,2009,101654,FJI2009
FJI,2010,89871,FJI2010
FJI,2011,77645,FJI2011
FJI,2012,65054,FJI2012
FJI,2013,72576,FJI2013
FJI,2014,39034,FJI2014
FJI,2015,25698,FJI2015
FJI,2016,12169,FJI2016
FIN,1990,0,FIN1990
FIN,1991,0,FIN1991
FIN,1992,0,FIN1992
FIN,1993,0,FIN1993
FIN,1994,0,FIN1994
FIN,1995,0,FIN1995
FIN,1996,0,FIN1996
FIN,1997,0,FIN1997
FIN,1998,0,FIN1998
FIN,1999,0,FIN1999
FIN,2000,0,FIN2000
FIN,2001,0,FIN2001
FIN,2002,0,FIN2002
FIN,2003,0,FIN2003
FIN,2004,0,FIN2004
FIN,2005,0,FIN2005
FIN,2006,0,FIN2006
FIN,2007,0,FIN2007
FIN,2008,0,FIN2008
FIN,2009,0,FIN2009
FIN,2010,0,FIN2010
FIN,2011,0,FIN2011
FIN,2012,0,FIN2012
FIN,2013,0,FIN2013
FIN,2014,0,FIN2014
FIN,2015,0,FIN2015
FIN,2016,0,FIN2016
,1990,185849908,1990
,1991,190943850,1991
,1992,194742119,1992
,1993,199421897,1993
,1994,204639234,1994
,1995,207288793,1995
,1996,210422978,1996
,1997,213895523,1997
,1998,216778390,1998
,1999,219079714,1999
,2000,225346972,2000
,2001,227613994,2001
,2002,229549759,2002
,2003,233138988,2003
,2004,236545034,2004
,2005,238798436,2005
,2006,239683242,2006
,2007,239914323,2007
,2008,244083298,2008
,2009,247802293,2009
,2010,254806732,2010
,2011,253097228,2011
,2012,249192249,2012
,2013,249993629,2013
,2014,249756413,2014
,2015,253533457,2015
,2016,255171630,2016
FRA,1990,0,FRA1990
FRA,1991,0,FRA1991
FRA,1992,0,FRA1992
FRA,1993,0,FRA1993
FRA,1994,0,FRA1994
FRA,1995,0,FRA1995
FRA,1996,0,FRA1996
FRA,1997,0,FRA1997
FRA,1998,0,FRA1998
FRA,1999,0,FRA1999
FRA,2000,0,FRA2000
FRA,2001,0,FRA2001
FRA,2002,0,FRA2002
FRA,2003,0,FRA2003
FRA,2004,0,FRA2004
FRA,2005,0,FRA2005
FRA,2006,0,FRA2006
FRA,2007,0,FRA2007
FRA,2008,0,FRA2008
FRA,2009,0,FRA2009
FRA,2010,0,FRA2010
FRA,2011,0,FRA2011
FRA,2012,0,FRA2012
FRA,2013,0,FRA2013
FRA,2014,0,FRA2014
FRA,2015,0,FRA2015
FRA,2016,0,FRA2016
PYF,1990,0,PYF1990
PYF,1991,0,PYF1991
PYF,1992,0,PYF1992
PYF,1993,0,PYF1993
PYF,1994,0,PYF1994
PYF,1995,0,PYF1995
PYF,1996,0,PYF1996
PYF,1997,0,PYF1997
PYF,1998,0,PYF1998
PYF,1999,0,PYF1999
PYF,2000,0,PYF2000
PYF,2001,0,PYF2001
PYF,2002,0,PYF2002
PYF,2003,0,PYF2003
PYF,2004,0,PYF2004
PYF,2005,0,PYF2005
PYF,2006,0,PYF2006
PYF,2007,0,PYF2007
PYF,2008,0,PYF2008
PYF,2009,0,PYF2009
PYF,2010,0,PYF2010
PYF,2011,0,PYF2011
PYF,2012,0,PYF2012
PYF,2013,0,PYF2013
PYF,2014,0,PYF2014
PYF,2015,0,PYF2015
PYF,2016,0,PYF2016
GAB,1990,336960,GAB1990
GAB,1991,335487,GAB1991
GAB,1992,333598,GAB1992
GAB,1993,331283,GAB1993
GAB,1994,328552,GAB1994
GAB,1995,325428,GAB1995
GAB,1996,321961,GAB1996
GAB,1997,318209,GAB1997
GAB,1998,314233,GAB1998
GAB,1999,310089,GAB1999
GAB,2000,325016,GAB2000
GAB,2001,301397,GAB2001
GAB,2002,296755,GAB2002
GAB,2003,291933,GAB2003
GAB,2004,286965,GAB2004
GAB,2005,258175,GAB2005
GAB,2006,276274,GAB2006
GAB,2007,270146,GAB2007
GAB,2008,263295,GAB2008
GAB,2009,255667,GAB2009
GAB,2010,247182,GAB2010
GAB,2011,237808,GAB2011
GAB,2012,187979,GAB2012
GAB,2013,247149,GAB2013
GAB,2014,202203,GAB2014
GAB,2015,187083,GAB2015
GAB,2016,170351,GAB2016
GMB,1990,767988,GMB1990
GMB,1991,783272,GMB1991
GMB,1992,795729,GMB1992
GMB,1993,829879,GMB1993
GMB,1994,815835,GMB1994
GMB,1995,825582,GMB1995
GMB,1996,835556,GMB1996
GMB,1997,845677,GMB1997
GMB,1998,856207,GMB1998
GMB,1999,867434,GMB1999
GMB,2000,809322,GMB2000
GMB,2001,892546,GMB2001
GMB,2002,906375,GMB2002
GMB,2003,920716,GMB2003
GMB,2004,935120,GMB2004
GMB,2005,1004353,GMB2005
GMB,2006,962956,GMB2006
GMB,2007,976113,GMB2007
GMB,2008,988641,GMB2008
GMB,2009,1000586,GMB2009
GMB,2010,1011954,GMB2010
GMB,2011,1022722,GMB2011
GMB,2012,1032817,GMB2012
GMB,2013,1031925,GMB2013
GMB,2014,1050662,GMB2014
GMB,2015,1058274,GMB2015
GMB,2016,1064972,GMB2016
GEO,1990,128021,GEO1990
GEO,1991,120063,GEO1991
GEO,1992,112092,GEO1992
GEO,1993,104133,GEO1993
GEO,1994,94981,GEO1994
GEO,1995,84816,GEO1995
GEO,1996,75787,GEO1996
GEO,1997,68302,GEO1997
GEO,1998,62407,GEO1998
GEO,1999,57622,GEO1999
GEO,2000,53784,GEO2000
GEO,2001,50767,GEO2001
GEO,2002,4357,GEO2002
GEO,2003,45929,GEO2003
GEO,2004,43573,GEO2004
GEO,2005,86521,GEO2005
GEO,2006,38068,GEO2006
GEO,2007,34496,GEO2007
GEO,2008,30243,GEO2008
GEO,2009,25311,GEO2009
GEO,2010,19801,GEO2010
GEO,2011,13937,GEO2011
GEO,2012,0,GEO2012
GEO,2013,3833,GEO2013
GEO,2014,0,GEO2014
GEO,2015,242,GEO2015
GEO,2016,0,GEO2016
DEU,1990,0,DEU1990
DEU,1991,0,DEU1991
DEU,1992,0,DEU1992
DEU,1993,0,DEU1993
DEU,1994,0,DEU1994
DEU,1996,0,DEU1996
DEU,1997,0,DEU1997
DEU,1998,0,DEU1998
DEU,1999,0,DEU1999
DEU,2000,0,DEU2000
DEU,2001,0,DEU2001
DEU,2002,0,DEU2002
DEU,2003,0,DEU2003
DEU,2004,0,DEU2004
DEU,2005,0,DEU2005
DEU,2006,0,DEU2006
DEU,2007,0,DEU2007
DEU,2008,0,DEU2008
DEU,2009,0,DEU2009
DEU,2010,0,DEU2010
DEU,2011,0,DEU2011
DEU,2012,0,DEU2012
DEU,2013,0,DEU2013
DEU,2014,0,DEU2014
DEU,2015,0,DEU2015
DEU,2016,0,DEU2016
GHA,1990,11185314,GHA1990
GHA,1991,11176283,GHA1991
GHA,1992,11159083,GHA1992
GHA,1993,11032124,GHA1993
GHA,1994,11083900,GHA1994
GHA,1995,11018609,GHA1995
GHA,1996,10933797,GHA1996
GHA,1997,10832462,GHA1997
GHA,1998,10352948,GHA1998
GHA,1999,10599925,GHA1999
GHA,2000,10477773,GHA2000
GHA,2001,10351924,GHA2001
GHA,2002,10219289,GHA2002
GHA,2003,10570986,GHA2003
GHA,2004,9922573,GHA2004
GHA,2005,9752123,GHA2005
GHA,2006,9930376,GHA2006
GHA,2007,9354228,GHA2007
GHA,2008,9202963,GHA2008
GHA,2009,8859009,GHA2009
GHA,2010,8569233,GHA2010
GHA,2011,9028130,GHA2011
GHA,2012,7903505,GHA2012
GHA,2013,7719452,GHA2013
GHA,2014,5850876,GHA2014
GHA,2015,6698411,GHA2015
GHA,2016,5838793,GHA2016
GIB,1990,0,GIB1990
GIB,1991,0,GIB1991
GIB,1992,0,GIB1992
GIB,1993,0,GIB1993
GIB,1994,0,GIB1994
GIB,1995,0,GIB1995
GIB,1996,0,GIB1996
GIB,1997,0,GIB1997
GIB,1998,0,GIB1998
GIB,1999,0,GIB1999
GIB,2000,0,GIB2000
GIB,2001,0,GIB2001
GIB,2002,0,GIB2002
GIB,2003,0,GIB2003
GIB,2004,0,GIB2004
GIB,2005,0,GIB2005
GIB,2006,0,GIB2006
GIB,2007,0,GIB2007
GIB,2008,0,GIB2008
GIB,2009,0,GIB2009
GIB,2010,0,GIB2010
GIB,2011,0,GIB2011
GIB,2012,0,GIB2012
GIB,2013,0,GIB2013
GIB,2014,0,GIB2014
GIB,2015,0,GIB2015
GIB,2016,0,GIB2016
GRC,1990,0,GRC1990
GRC,1991,0,GRC1991
GRC,1992,0,GRC1992
GRC,1993,0,GRC1993
GRC,1994,0,GRC1994
GRC,1995,0,GRC1995
GRC,1996,0,GRC1996
GRC,1997,0,GRC1997
GRC,1998,0,GRC1998
GRC,1999,0,GRC1999
GRC,2000,0,GRC2000
GRC,2001,0,GRC2001
GRC,2002,0,GRC2002
GRC,2003,0,GRC2003
GRC,2004,0,GRC2004
GRC,2005,0,GRC2005
GRC,2006,0,GRC2006
GRC,2007,0,GRC2007
GRC,2008,0,GRC2008
GRC,2009,0,GRC2009
GRC,2010,0,GRC2010
GRC,2011,0,GRC2011
GRC,2012,0,GRC2012
GRC,2013,0,GRC2013
GRC,2014,0,GRC2014
GRC,2015,0,GRC2015
GRC,2016,0,GRC2016
GRL,1990,0,GRL1990
GRL,1991,0,GRL1991
GRL,1992,0,GRL1992
GRL,1993,0,GRL1993
GRL,1994,0,GRL1994
GRL,1995,0,GRL1995
GRL,1996,0,GRL1996
GRL,1997,0,GRL1997
GRL,1998,0,GRL1998
GRL,1999,0,GRL1999
GRL,2000,0,GRL2000
GRL,2001,0,GRL2001
GRL,2002,0,GRL2002
GRL,2003,0,GRL2003
GRL,2004,0,GRL2004
GRL,2005,0,GRL2005
GRL,2006,0,GRL2006
GRL,2007,0,GRL2007
GRL,2008,0,GRL2008
GRL,2009,0,GRL2009
GRL,2010,0,GRL2010
GRL,2011,0,GRL2011
GRL,2012,0,GRL2012
GRL,2013,0,GRL2013
GRL,2014,0,GRL2014
GRL,2015,0,GRL2015
GRL,2016,0,GRL2016
GRD,1990,17754,GRD1990
GRD,1991,17326,GRD1991
GRD,1992,16997,GRD1992
GRD,1993,16726,GRD1993
GRD,1994,16450,GRD1994
GRD,1995,16132,GRD1995
GRD,1996,15770,GRD1996
GRD,1997,15387,GRD1997
GRD,1998,15156,GRD1998
GRD,1999,14622,GRD1999
GRD,2000,14275,GRD2000
GRD,2001,13952,GRD2001
GRD,2002,13643,GRD2002
GRD,2003,13342,GRD2003
GRD,2004,13040,GRD2004
GRD,2005,12731,GRD2005
GRD,2006,12411,GRD2006
GRD,2007,12071,GRD2007
GRD,2008,10393,GRD2008
GRD,2009,11323,GRD2009
GRD,2010,10917,GRD2010
GRD,2011,11768,GRD2011
GRD,2012,10055,GRD2012
GRD,2013,9606,GRD2013
GRD,2014,9147,GRD2014
GRD,2015,8683,GRD2015
GRD,2016,8216,GRD2016
GUM,1995,0,GUM1995
GUM,1996,0,GUM1996
GUM,1997,0,GUM1997
GUM,1998,0,GUM1998
GUM,1999,0,GUM1999
GUM,2000,0,GUM2000
GUM,2001,0,GUM2001
GUM,2002,0,GUM2002
GUM,2003,0,GUM2003
GUM,2004,0,GUM2004
GUM,2005,0,GUM2005
GUM,2006,0,GUM2006
GUM,2007,0,GUM2007
GUM,2008,0,GUM2008
GUM,2009,0,GUM2009
GUM,2010,0,GUM2010
GUM,2011,0,GUM2011
GUM,2012,0,GUM2012
GUM,2013,0,GUM2013
GUM,2014,0,GUM2014
GUM,2015,0,GUM2015
GUM,2016,0,GUM2016
GTM,1990,3687998,GTM1990
GTM,1991,3654315,GTM1991
GTM,1992,3617246,GTM1992
GTM,1993,3576486,GTM1993
GTM,1994,3531690,GTM1994
GTM,1995,4080128,GTM1995
GTM,1996,3429905,GTM1996
GTM,1997,3373607,GTM1997
GTM,1998,3314885,GTM1998
GTM,1999,3313676,GTM1999
GTM,2000,3108627,GTM2000
GTM,2001,3132371,GTM2001
GTM,2002,2604411,GTM2002
GTM,2003,2686077,GTM2003
GTM,2004,2926708,GTM2004
GTM,2005,2846353,GTM2005
GTM,2006,2179559,GTM2006
GTM,2007,2660710,GTM2007
GTM,2008,2553713,GTM2008
GTM,2009,2437071,GTM2009
GTM,2010,2310990,GTM2010
GTM,2011,2387878,GTM2011
GTM,2012,2030896,GTM2012
GTM,2013,1877093,GTM2013
GTM,2014,2309812,GTM2014
GTM,2015,1542958,GTM2015
GTM,2016,1363207,GTM2016
GIN,1990,5652708,GIN1990
GIN,1991,5897898,GIN1991
GIN,1992,6183063,GIN1992
GIN,1993,6478401,GIN1993
GIN,1994,6744907,GIN1994
GIN,1995,6956373,GIN1995
GIN,1996,7104907,GIN1996
GIN,1997,7201108,GIN1997
GIN,1998,7260511,GIN1998
GIN,1999,7234551,GIN1999
GIN,2000,7354225,GIN2000
GIN,2001,7407652,GIN2001
GIN,2002,7462174,GIN2002
GIN,2003,7519358,GIN2003
GIN,2004,7579753,GIN2004
GIN,2005,7724437,GIN2005
GIN,2006,7712247,GIN2006
GIN,2007,7785931,GIN2007
GIN,2008,7861735,GIN2008
GIN,2009,7936224,GIN2009
GIN,2010,8007367,GIN2010
GIN,2011,8074573,GIN2011
GIN,2012,8325724,GIN2012
GIN,2013,8204387,GIN2013
GIN,2014,8273060,GIN2014
GIN,2015,8347613,GIN2015
GIN,2016,8243289,GIN2016
GNB,1990,1012179,GNB1990
GNB,1991,1034399,GNB1991
GNB,1992,1057043,GNB1992
GNB,1993,1075585,GNB1993
GNB,1994,1093077,GNB1994
GNB,1995,1108995,GNB1995
GNB,1996,1123163,GNB1996
GNB,1997,1136014,GNB1997
GNB,1998,1148376,GNB1998
GNB,1999,1161418,GNB1999
GNB,2000,1175980,GNB2000
GNB,2001,1192268,GNB2001
GNB,2002,1210076,GNB2002
GNB,2003,1229251,GNB2003
GNB,2004,1249502,GNB2004
GNB,2005,1270619,GNB2005
GNB,2006,1207321,GNB2006
GNB,2007,1315069,GNB2007
GNB,2008,1338406,GNB2008
GNB,2009,1446128,GNB2009
GNB,2010,1462527,GNB2010
GNB,2011,1413678,GNB2011
GNB,2012,1440500,GNB2012
GNB,2013,1467837,GNB2013
GNB,2014,1428916,GNB2014
GNB,2015,1522570,GNB2015
GNB,2016,1549593,GNB2016
GUY,1990,236293,GUY1990
GUY,1991,231558,GUY1991
GUY,1992,227685,GUY1992
GUY,1993,208138,GUY1993
GUY,1994,220608,GUY1994
GUY,1995,216447,GUY1995
GUY,1996,211680,GUY1996
GUY,1997,206500,GUY1997
GUY,1998,201157,GUY1998
GUY,1999,195977,GUY1999
GUY,2000,191178,GUY2000
GUY,2001,186773,GUY2001
GUY,2002,182632,GUY2002
GUY,2003,178626,GUY2003
GUY,2004,174580,GUY2004
GUY,2005,168963,GUY2005
GUY,2006,199524,GUY2006
GUY,2007,161329,GUY2007
GUY,2008,156590,GUY2008
GUY,2009,167035,GUY2009
GUY,2010,147384,GUY2010
GUY,2011,143062,GUY2011
GUY,2012,138884,GUY2012
GUY,2013,134762,GUY2013
GUY,2014,100004,GUY2014
GUY,2015,126280,GUY2015
GUY,2016,121850,GUY2016
HTI,1990,5111708,HTI1990
HTI,1991,5180910,HTI1991
HTI,1992,5248739,HTI1992
HTI,1993,5315546,HTI1993
HTI,1994,5381808,HTI1994
HTI,1995,5372207,HTI1995
HTI,1996,5514307,HTI1996
HTI,1997,5581083,HTI1997
HTI,1998,5648218,HTI1998
HTI,1999,5715539,HTI1999
HTI,2000,5668120,HTI2000
HTI,2001,5950724,HTI2001
HTI,2002,5916208,HTI2002
HTI,2003,6139962,HTI2003
HTI,2004,6047175,HTI2004
HTI,2005,6112058,HTI2005
HTI,2006,6219651,HTI2006
HTI,2007,6238244,HTI2007
HTI,2008,6297634,HTI2008
HTI,2009,6353620,HTI2009
HTI,2010,6405903,HTI2010
HTI,2011,6454586,HTI2011
HTI,2012,6389599,HTI2012
HTI,2013,6542074,HTI2013
HTI,2014,6581086,HTI2014
HTI,2015,6617173,HTI2015
HTI,2016,6650482,HTI2016
,1990,318356903,1990
,1991,326891347,1991
,1992,333604726,1992
,1993,342695588,1993
,1994,350821232,1994
,1995,357123644,1995
,1996,362886493,1996
,1997,370497428,1997
,1998,375880742,1998
,1999,383442731,1999
,2000,387970917,2000
,2001,397285535,2001
,2002,405647863,2002
,2003,410422056,2003
,2004,417053017,2004
,2005,428312408,2005
,2006,430384485,2006
,2007,431939865,2007
,2008,440845134,2008
,2009,449978232,2009
,2010,454390532,2010
,2011,464867177,2011
,2012,460097868,2012
,2013,469496479,2013
,2014,464744962,2014
,2015,474820982,2015
,2016,457696935,2016
,1990,5697790,1990
,1991,5210837,1991
,1992,5022118,1992
,1993,4812976,1993
,1994,4603854,1994
,1995,4557978,1995
,1996,4041802,1996
,1997,3791585,1997
,1998,3481841,1998
,1999,3402729,1999
,2000,3058598,2000
,2001,3022394,2001
,2002,2862257,2002
,2003,2346622,2003
,2004,2464364,2004
,2005,2280831,2005
,2006,1906235,2006
,2007,1865705,2007
,2008,1635878,2008
,2009,1294157,2009
,2010,1165877,2010
,2011,875685,2011
,2012,638336,2012
,2013,606172,2013
,2014,382699,2014
,2015,385055,2015
,2016,288932,2016
HND,1990,2242558,HND1990
HND,1991,2306099,HND1991
HND,1992,2156172,HND1992
HND,1993,2100127,HND1993
HND,1994,1958192,HND1994
HND,1995,1934111,HND1995
HND,1996,2248494,HND1996
HND,1997,2122483,HND1997
HND,1998,2052067,HND1998
HND,1999,2072829,HND1999
HND,2000,2112777,HND2000
HND,2001,2087336,HND2001
HND,2002,2529682,HND2002
HND,2003,2455474,HND2003
HND,2004,2369192,HND2004
HND,2005,2292893,HND2005
HND,2006,2166914,HND2006
HND,2007,2038898,HND2007
HND,2008,1858191,HND2008
HND,2009,1746035,HND2009
HND,2010,1558264,HND2010
HND,2011,1486977,HND2011
HND,2012,1394269,HND2012
HND,2013,1109505,HND2013
HND,2014,999514,HND2014
HND,2015,897722,HND2015
HND,2016,1132125,HND2016
HKG,1990,0,HKG1990
HKG,1991,0,HKG1991
HKG,1992,0,HKG1992
HKG,1993,0,HKG1993
HKG,1994,0,HKG1994
HKG,1995,0,HKG1995
HKG,1996,0,HKG1996
HKG,1997,0,HKG1997
HKG,1998,0,HKG1998
HKG,1999,0,HKG1999
HKG,2000,0,HKG2000
HKG,2001,0,HKG2001
HKG,2002,0,HKG2002
HKG,2003,0,HKG2003
HKG,2004,0,HKG2004
HKG,2005,0,HKG2005
HKG,2006,0,HKG2006
HKG,2007,0,HKG2007
HKG,2008,0,HKG2008
HKG,2009,0,HKG2009
HKG,2010,0,HKG2010
HKG,2011,0,HKG2011
HKG,2012,0,HKG2012
HKG,2013,0,HKG2013
HKG,2014,0,HKG2014
HKG,2015,0,HKG2015
HKG,2016,0,HKG2016
HUN,1990,0,HUN1990
HUN,1991,0,HUN1991
HUN,1992,0,HUN1992
HUN,1993,0,HUN1993
HUN,1994,0,HUN1994
HUN,1995,0,HUN1995
HUN,1996,0,HUN1996
HUN,1997,0,HUN1997
HUN,1998,0,HUN1998
HUN,1999,0,HUN1999
HUN,2000,0,HUN2000
HUN,2001,0,HUN2001
HUN,2002,0,HUN2002
HUN,2003,0,HUN2003
HUN,2004,0,HUN2004
HUN,2005,0,HUN2005
HUN,2006,0,HUN2006
HUN,2007,0,HUN2007
HUN,2008,0,HUN2008
HUN,2009,0,HUN2009
HUN,2010,0,HUN2010
HUN,2011,0,HUN2011
HUN,2012,0,HUN2012
HUN,2013,0,HUN2013
HUN,2014,0,HUN2014
HUN,2015,0,HUN2015
HUN,2016,0,HUN2016
,1990,829131791,1990
,1991,839073179,1991
,1992,800855363,1992
,1993,779399633,1993
,1994,775212745,1994
,1995,755413463,1995
,1996,729837691,1996
,1997,697810802,1997
,1998,677896715,1998
,1999,630718880,1999
,2000,634253760,2000
,2001,672672849,2001
,2002,591037745,2002
,2003,572583853,2003
,2004,563788954,2004
,2005,534829263,2005
,2006,502567599,2006
,2007,482729013,2007
,2008,453453436,2008
,2009,405060093,2009
,2010,378422063,2010
,2011,483411432,2011
,2012,323137642,2012
,2013,323368145,2013
,2014,306764061,2014
,2015,212585254,2015
,2016,255789587,2016
,1990,1467023174,1990
,1991,1480409806,1991
,1992,1450871439,1992
,1993,1438032970,1993
,1994,1444259825,1994
,1995,1428969520,1995
,1996,1406814228,1996
,1997,1386815430,1997
,1998,1367882569,1998
,1999,1320823335,1999
,2000,1331935859,2000
,2001,1376614234,2001
,2002,1300075043,2002
,2003,1276914253,2003
,2004,1283584784,2004
,2005,1255198868,2005
,2006,1217056320,2006
,2007,1197082404,2007
,2008,1176800390,2008
,2009,1128021221,2009
,2010,1119906063,2010
,2011,1206091115,2011
,2012,1039754358,2012
,2013,1044314505,2013
,2014,1019068221,2014
,2015,933616493,2015
,2016,921264814,2016
,1990,159129651,1990
,1991,157448863,1991
,1992,156069446,1992
,1993,155317908,1993
,1994,157052124,1994
,1995,156893738,1995
,1996,156906654,1996
,1997,157121687,1997
,1998,159140262,1998
,1999,152748241,1999
,2000,157274047,2000
,2001,154903641,2001
,2002,156619114,2002
,2003,148673996,2003
,2004,155881340,2004
,2005,153054391,2005
,2006,154946532,2006
,2007,147034949,2007
,2008,153306221,2008
,2009,148791096,2009
,2010,161308006,2010
,2011,145438293,2011
,2012,148213837,2012
,2013,147095446,2013
,2014,143472848,2014
,2015,154983521,2015
,2016,127541473,2016
,1990,478761733,1990
,1991,483887764,1991
,1992,493946630,1992
,1993,503315430,1993
,1994,511994956,1994
,1995,516662319,1995
,1996,520069882,1996
,1997,531882941,1997
,1998,530845592,1998
,1999,537356214,1999
,2000,540408052,2000
,2001,549037745,2001
,2002,552418184,2002
,2003,555656405,2003
