Code,Year,Consumption of Ozone-Depleting Substances ,IDCODS
MEX,1994,14353.3,1994MEX
MEX,1995,6745.3,1995MEX
MEX,1996,6168.1,1996MEX
MEX,1997,6108.9,1997MEX
MEX,1998,5641.3,1998MEX
MEX,1999,4819.7,1999MEX
MEX,2000,6055.7,2000MEX
MEX,2001,4666.8,2001MEX
MEX,2002,3954.7,2002MEX
MEX,2003,3783.3,2003MEX
MEX,2004,5619.3,2004MEX
MEX,2005,3816.7,2005MEX
MEX,2006,1617.9,2006MEX
MEX,2007,1917.9,2007MEX
MEX,2008,1992.3,2008MEX
MEX,2009,1769.6,2009MEX
MEX,2010,1598.9,2010MEX
MEX,2011,1563.6,2011MEX
MEX,2012,1428.58,2012MEX
MEX,2013,1106.23,2013MEX
MEX,2014,720.28,2014MEX
FSM,1989,0.3,1989FSM
FSM,1991,0,1991FSM
FSM,1995,1.3,1995FSM
FSM,1996,1.2,1996FSM
FSM,1997,1.2,1997FSM
FSM,1998,1.2,1998FSM
FSM,1999,1.2,1999FSM
FSM,2000,1,2000FSM
FSM,2001,1.4,2001FSM
FSM,2002,2.2,2002FSM
FSM,2003,2,2003FSM
FSM,2004,1.9,2004FSM
FSM,2005,0.5,2005FSM
FSM,2006,0.1,2006FSM
FSM,2007,0.5,2007FSM
FSM,2008,0.2,2008FSM
FSM,2009,0.1,2009FSM
FSM,2010,0.2,2010FSM
FSM,2011,0.06,2011FSM
FSM,2012,0.06,2012FSM
FSM,2013,0.03,2013FSM
FSM,2014,0.09,2014FSM
MDA,1989,0.8,1989MDA
MDA,1991,16.6,1991MDA
MDA,1995,86.1,1995MDA
MDA,1996,73.7,1996MDA
MDA,1997,88.3,1997MDA
MDA,1998,41.6,1998MDA
MDA,1999,11.1,1999MDA
MDA,2000,31.7,2000MDA
MDA,2001,23.5,2001MDA
MDA,2002,29.6,2002MDA
MDA,2003,18.9,2003MDA
MDA,2004,21.5,2004MDA
MDA,2005,15.3,2005MDA
MDA,2006,12.7,2006MDA
MDA,2007,11.3,2007MDA
MDA,2008,2.8,2008MDA
MDA,2009,1.2,2009MDA
MDA,2010,0.7,2010MDA
MDA,2011,1.31,2011MDA
MDA,2012,1.88,2012MDA
MDA,2013,0.99,2013MDA
MDA,2014,0.76,2014MDA
MCO,1989,8.4,1989MCO
MCO,1991,0,1991MCO
MCO,1992,8.4,1992MCO
MCO,1993,10.3,1993MCO
MCO,1994,6.7,1994MCO
MCO,1995,0.9,1995MCO
MCO,1996,0,1996MCO
MCO,1997,0,1997MCO
MCO,1998,0,1998MCO
MCO,1999,0,1999MCO
MCO,2000,0.1,2000MCO
MCO,2001,0.1,2001MCO
MCO,2002,0.1,2002MCO
MCO,2003,1.5,2003MCO
MCO,2004,0.2,2004MCO
MCO,2005,0.1,2005MCO
MCO,2006,0.1,2006MCO
MCO,2007,0.1,2007MCO
MCO,2008,0.1,2008MCO
MCO,2009,0.1,2009MCO
MCO,2010,0,2010MCO
MCO,2011,0.01,2011MCO
MCO,2012,0.01,2012MCO
MCO,2013,0.01,2013MCO
MNG,1989,7.5,1989MNG
MNG,1991,0,1991MNG
MNG,1995,7.5,1995MNG
MNG,1996,12.6,1996MNG
MNG,1997,12.7,1997MNG
MNG,1998,13.4,1998MNG
MNG,1999,12.7,1999MNG
MNG,2000,11.4,2000MNG
MNG,2001,9.9,2001MNG
MNG,2002,7.3,2002MNG
MNG,2003,6.2,2003MNG
MNG,2004,4.5,2004MNG
MNG,2005,4.3,2005MNG
MNG,2006,3.3,2006MNG
MNG,2007,2.6,2007MNG
MNG,2008,2.6,2008MNG
MNG,2009,1.9,2009MNG
MNG,2010,1.5,2010MNG
MNG,2011,1.16,2011MNG
MNG,2012,2.87,2012MNG
MNG,2013,0.94,2013MNG
MNG,2014,0.38,2014MNG
MNE,1989,0,1989MNE
MNE,1991,0,1991MNE
MNE,1995,107.2,1995MNE
MNE,1996,107.2,1996MNE
MNE,1997,107.2,1997MNE
MNE,1998,1.1,1998MNE
MNE,1999,1.1,1999MNE
MNE,2000,1.1,2000MNE
MNE,2006,15.4,2006MNE
MNE,2007,4.2,2007MNE
MNE,2008,0.5,2008MNE
MNE,2009,0.9,2009MNE
MNE,2010,0.6,2010MNE
MNE,2011,0.72,2011MNE
MNE,2012,0.94,2012MNE
MNE,2013,0.75,2013MNE
MNE,2014,0.72,2014MNE
MAR,1989,567.3,1989MAR
MAR,1990,625.4,1990MAR
MAR,1991,855.8,1991MAR
MAR,1992,1335.8,1992MAR
MAR,1993,858.3,1993MAR
MAR,1994,1288.4,1994MAR
MAR,1995,1506.6,1995MAR
MAR,1996,1465,1996MAR
MAR,1997,1304.9,1997MAR
MAR,1998,1902.9,1998MAR
MAR,1999,1301.5,1999MAR
MAR,2000,1456.5,2000MAR
MAR,2001,2078,2001MAR
MAR,2002,1061.6,2002MAR
MAR,2003,1177.5,2003MAR
MAR,2004,1060.9,2004MAR
MAR,2005,595.4,2005MAR
MAR,2006,473.7,2006MAR
MAR,2007,321.1,2007MAR
MAR,2008,212.7,2008MAR
MAR,2009,176.4,2009MAR
MAR,2010,132.3,2010MAR
MAR,2011,129.7,2011MAR
MAR,2012,90.84,2012MAR
MAR,2013,49.41,2013MAR
MAR,2014,49.1,2014MAR
MOZ,1989,20.2,1989MOZ
MOZ,1991,4.3,1991MOZ
MOZ,1994,30.1,1994MOZ
MOZ,1995,27.9,1995MOZ
MOZ,1996,42.4,1996MOZ
MOZ,1997,20.2,1997MOZ
MOZ,1998,3.3,1998MOZ
MOZ,1999,15.7,1999MOZ
MOZ,2000,18.8,2000MOZ
MOZ,2001,17.3,2001MOZ
MOZ,2002,14.4,2002MOZ
MOZ,2003,3.1,2003MOZ
MOZ,2004,3,2004MOZ
MOZ,2005,7.3,2005MOZ
MOZ,2006,9,2006MOZ
MOZ,2007,9.2,2007MOZ
MOZ,2008,10,2008MOZ
MOZ,2009,9.88,2009MOZ
MOZ,2010,9.6,2010MOZ
MOZ,2011,8.4,2011MOZ
MOZ,2012,8.17,2012MOZ
MOZ,2013,8.25,2013MOZ
MMR,1989,0.7,1989MMR
MMR,1991,0,1991MMR
MMR,1992,16.6,1992MMR
MMR,1994,3.4,1994MMR
MMR,1995,51.2,1995MMR
MMR,1996,75.7,1996MMR
MMR,1997,57.4,1997MMR
MMR,1998,55.3,1998MMR
MMR,1999,31.6,1999MMR
MMR,2000,26.6,2000MMR
MMR,2001,39.4,2001MMR
MMR,2002,45.7,2002MMR
MMR,2003,53.7,2003MMR
MMR,2004,33,2004MMR
MMR,2005,15,2005MMR
MMR,2006,1.3,2006MMR
MMR,2007,2.4,2007MMR
MMR,2008,2,2008MMR
MMR,2009,4.1,2009MMR
MMR,2010,4.5,2010MMR
MMR,2011,5.75,2011MMR
MMR,2012,9.66,2012MMR
MMR,2013,3.02,2013MMR
NAM,1989,21,1989NAM
NAM,1991,0,1991NAM
NAM,1993,43.7,1993NAM
NAM,1994,50,1994NAM
NAM,1995,42.4,1995NAM
NAM,1996,33.9,1996NAM
NAM,1997,34.5,1997NAM
NAM,1998,31.3,1998NAM
NAM,1999,32.7,1999NAM
NAM,2000,23.9,2000NAM
NAM,2001,24.6,2001NAM
NAM,2002,20,2002NAM
NAM,2003,17.2,2003NAM
NAM,2004,7.7,2004NAM
NAM,2005,0,2005NAM
NAM,2006,0,2006NAM
NAM,2007,11.8,2007NAM
NAM,2008,5.8,2008NAM
NAM,2009,6,2009NAM
NAM,2010,10.7,2010NAM
NAM,2011,9.95,2011NAM
NAM,2012,4.76,2012NAM
NAM,2013,7.02,2013NAM
NAM,2014,3.64,2014NAM
NRU,1989,0,1989NRU
NRU,1991,0,1991NRU
NRU,1995,0.6,1995NRU
NRU,1996,0.5,1996NRU
NRU,1997,0.5,1997NRU
NRU,1998,0.5,1998NRU
NRU,1999,0.4,1999NRU
NRU,2000,0.4,2000NRU
NRU,2001,0.4,2001NRU
NRU,2002,0,2002NRU
NRU,2003,0,2003NRU
NRU,2004,0,2004NRU
NRU,2005,0,2005NRU
NRU,2006,0,2006NRU
NRU,2007,0,2007NRU
NRU,2008,0,2008NRU
NRU,2009,0,2009NRU
NRU,2010,0,2010NRU
NRU,2011,0.01,2011NRU
NRU,2012,0.01,2012NRU
NRU,2013,0,2013NRU
NPL,1989,27.2,1989NPL
NPL,1991,25,1991NPL
NPL,1992,25,1992NPL
NPL,1993,25,1993NPL
NPL,1994,25,1994NPL
NPL,1995,30.1,1995NPL
NPL,1996,32.3,1996NPL
NPL,1997,31.2,1997NPL
NPL,1998,35.1,1998NPL
NPL,1999,27.2,1999NPL
NPL,2000,99.2,2000NPL
NPL,2001,2.6,2001NPL
NPL,2002,2.6,2002NPL
NPL,2003,0.9,2003NPL
NPL,2004,0.9,2004NPL
NPL,2005,0.1,2005NPL
NPL,2006,1.2,2006NPL
NPL,2007,1.2,2007NPL
NPL,2008,1.4,2008NPL
NPL,2009,1.2,2009NPL
NPL,2010,1.2,2010NPL
NPL,2011,1.2,2011NPL
NPL,2012,0.74,2012NPL
NPL,2013,0.66,2013NPL
NZL,1989,2244.9,1989NZL
NZL,1990,1195.4,1990NZL
NZL,1991,836.6,1991NZL
NZL,1992,721.8,1992NZL
NZL,1993,859.1,1993NZL
NZL,1994,459.6,1994NZL
NZL,1995,322.9,1995NZL
NZL,1996,98.7,1996NZL
NZL,1997,79.9,1997NZL
NZL,1998,49.5,1998NZL
NZL,1999,68.1,1999NZL
NZL,2000,19.2,2000NZL
NZL,2001,32.4,2001NZL
NZL,2002,42.8,2002NZL
NZL,2003,35.3,2003NZL
NZL,2004,32.6,2004NZL
NZL,2005,48.6,2005NZL
NZL,2006,40.2,2006NZL
NZL,2007,33.3,2007NZL
NZL,2008,17.8,2008NZL
NZL,2009,17.5,2009NZL
NZL,2010,11.6,2010NZL
NZL,2011,11.5,2011NZL
NZL,2012,5.47,2012NZL
NZL,2013,8.2,2013NZL
NIC,1989,86.5,1989NIC
NIC,1990,86.5,1990NIC
NIC,1991,90,1991NIC
NIC,1992,94.5,1992NIC
NIC,1993,100,1993NIC
NIC,1994,105.6,1994NIC
NIC,1995,111.1,1995NIC
NIC,1996,86.5,1996NIC
NIC,1997,58.7,1997NIC
NIC,1998,41,1998NIC
NIC,1999,58.1,1999NIC
NIC,2000,44.4,2000NIC
NIC,2001,37.2,2001NIC
NIC,2002,64.9,2002NIC
NIC,2003,32.2,2003NIC
NIC,2004,50.6,2004NIC
NIC,2005,39.4,2005NIC
NIC,2006,28.5,2006NIC
NIC,2007,6.5,2007NIC
NIC,2008,3.9,2008NIC
NIC,2009,8.6,2009NIC
NIC,2010,7.5,2010NIC
NIC,2011,5.41,2011NIC
NIC,2012,11.87,2012NIC
NIC,2013,3.56,2013NIC
NIC,2014,5.4,2014NIC
NER,1989,15.3,1989NER
NER,1990,16,1990NER
NER,1991,16.8,1991NER
NER,1992,18.2,1992NER
NER,1993,18.1,1993NER
NER,1994,17.5,1994NER
NER,1995,18.6,1995NER
NER,1996,18.1,1996NER
NER,1997,61.1,1997NER
NER,1998,62.3,1998NER
NER,1999,59.8,1999NER
NER,2000,40.9,2000NER
NER,2001,44.7,2001NER
NER,2002,42.4,2002NER
NER,2003,39.7,2003NER
NER,2004,38.5,2004NER
NER,2005,29.5,2005NER
NER,2006,30,2006NER
NER,2007,20.4,2007NER
NER,2008,18.9,2008NER
NER,2009,17.65,2009NER
NER,2010,16,2010NER
NER,2011,15.92,2011NER
NER,2012,15.33,2012NER
NER,2013,14.61,2013NER
NER,2014,14.32,2014NER
NGA,1989,590.6,1989NGA
NGA,1990,934,1990NGA
NGA,1991,1046.6,1991NGA
NGA,1992,1095.4,1992NGA
NGA,1993,2152.9,1993NGA
NGA,1994,1946.7,1994NGA
NGA,1995,1714.4,1995NGA
NGA,1996,5111.1,1996NGA
NGA,1997,5503,1997NGA
NGA,1998,5476.1,1998NGA
NGA,1999,4970.5,1999NGA
NGA,2000,4810.9,2000NGA
NGA,2001,4310.3,2001NGA
NGA,2002,3933.3,2002NGA
NGA,2003,3119.8,2003NGA
NGA,2004,2533.6,2004NGA
NGA,2005,497.6,2005NGA
NGA,2006,489.8,2006NGA
NGA,2007,113.5,2007NGA
NGA,2008,312.7,2008NGA
NGA,2009,336.5,2009NGA
NGA,2010,368.4,2010NGA
NGA,2011,402.32,2011NGA
NGA,2012,453.4,2012NGA
NGA,2013,334.46,2013NGA
NIU,1989,0,1989NIU
NIU,1991,0,1991NIU
NIU,1995,0.1,1995NIU
NIU,1996,0.1,1996NIU
NIU,1997,0,1997NIU
NIU,1998,0,1998NIU
NIU,1999,0,1999NIU
NIU,2000,0,2000NIU
NIU,2003,0,2003NIU
NIU,2004,0,2004NIU
NIU,2005,0,2005NIU
NIU,2006,0,2006NIU
NIU,2007,0,2007NIU
NIU,2008,0,2008NIU
NIU,2009,0,2009NIU
NIU,2010,0,2010NIU
NIU,2011,0,2011NIU
NIU,2012,0,2012NIU
NIU,2013,0,2013NIU
,1989,436550,
,1990,242780.1,
,1991,232317.6,
,1992,212336.4,
,1993,197014.5,
,1994,106836.3,
,1995,53229.4,
,1996,15838.8,
,1997,-1968.1,
,1998,-1981.1,
,1999,13908.3,
,2000,4925,
,2001,23047,
,2002,17129.8,
,2003,13251.3,
,2004,14410.4,
,2005,11495.3,
,2006,11426.4,
,2007,9080,
,2008,6746.7,
,2009,4559.6,
,2010,2397.7,
,2011,1687.71,
,2012,-5.97,
,2013,780.29,
,1989,398491.8,
,1990,179748.2,
,1991,240485.1,
,1992,244013.1,
,1993,212573.7,
,1994,141982.7,
,1995,162856.3,
,1996,103617.5,
,1997,114649,
,1998,184175.3,
,1999,120272.6,
,2000,111724.5,
,2001,84855.5,
,2002,64317.7,
,2003,72126.7,
,2004,47108.2,
,2005,37832.9,
,2006,37551.9,
,2007,30913.9,
,2008,22582.5,
,2009,25433.9,
,2010,23823.1,
,2011,23772.8,
,2012,23782.39,
,2013,17714.79,
PRK,1989,1695,1989PRK
PRK,1991,192,1991PRK
PRK,1995,1329,1995PRK
PRK,1996,1509,1996PRK
PRK,1997,1552,1997PRK
PRK,1998,1545.5,1998PRK
PRK,1999,1501,1999PRK
PRK,2000,1127.1,2000PRK
PRK,2001,2405.7,2001PRK
PRK,2002,2326.3,2002PRK
PRK,2003,2172.6,2003PRK
PRK,2004,2206.2,2004PRK
PRK,2005,283.2,2005PRK
PRK,2006,24.5,2006PRK
PRK,2007,138.2,2007PRK
PRK,2008,91.2,2008PRK
PRK,2009,89,2009PRK
PRK,2010,94.1,2010PRK
PRK,2011,90.04,2011PRK
PRK,2012,88.96,2012PRK
PRK,2013,90.56,2013PRK
PRK,2014,79.37,2014PRK
MKD,1989,1174,1989MKD
MKD,1991,12,1991MKD
MKD,1994,246,1994MKD
MKD,1995,601.5,1995MKD
MKD,1996,558.4,1996MKD
MKD,1997,537.1,1997MKD
MKD,1998,79.4,1998MKD
MKD,1999,220.4,1999MKD
MKD,2000,77.9,2000MKD
MKD,2001,77,2001MKD
MKD,2002,43.2,2002MKD
MKD,2003,55.3,2003MKD
MKD,2004,13.6,2004MKD
MKD,2005,13.7,2005MKD
MKD,2006,9.1,2006MKD
MKD,2007,1.2,2007MKD
MKD,2008,2,2008MKD
MKD,2009,2.29,2009MKD
MKD,2010,1.3,2010MKD
MKD,2011,0.9,2011MKD
MKD,2012,0.74,2012MKD
MKD,2013,0.72,2013MKD
MKD,2014,0.57,2014MKD
,1989,10178.8,
,1991,7770.9,
,1993,12444.3,
,1994,8830,
,1995,9884.8,
,1996,10009.6,
,1997,8892.8,
,1998,9922.1,
,1999,8299.5,
,2000,8425.1,
,2001,8531.4,
,2002,7378.2,
,2003,6976.1,
,2004,5726.2,
,2005,4499.1,
,2006,2779,
,2007,1804.7,
,2008,1474.9,
,2009,1408.65,
,2010,1142.64,
,2011,916.19,
,2012,1022.88,
,2013,688.23,
NOR,1989,1921.9,1989NOR
NOR,1990,2195.4,1990NOR
NOR,1991,1454.5,1991NOR
NOR,1992,845.6,1992NOR
NOR,1993,554.5,1993NOR
NOR,1994,267,1994NOR
NOR,1995,92.7,1995NOR
NOR,1996,71.4,1996NOR
NOR,1997,68.4,1997NOR
NOR,1998,51.4,1998NOR
NOR,1999,1.5,1999NOR
NOR,2000,18.3,2000NOR
NOR,2001,0.4,2001NOR
NOR,2002,-41.8,2002NOR
NOR,2003,-55.8,2003NOR
NOR,2004,-84.3,2004NOR
NOR,2005,-7.1,2005NOR
NOR,2006,-207.5,2006NOR
NOR,2007,-46.7,2007NOR
NOR,2008,15.6,2008NOR
NOR,2009,-5.1,2009NOR
NOR,2010,1.7,2010NOR
NOR,2011,-0.16,2011NOR
NOR,2012,0,2012NOR
NOR,2013,0,2013NOR
OMN,1989,714.7,1989OMN
OMN,1991,0,1991OMN
OMN,1992,451.9,1992OMN
OMN,1993,427.7,1993OMN
OMN,1994,413.8,1994OMN
OMN,1995,262.3,1995OMN
OMN,1996,296.3,1996OMN
OMN,1997,278.9,1997OMN
OMN,1998,290.9,1998OMN
OMN,1999,288.1,1999OMN
OMN,2000,315,2000OMN
OMN,2001,229.5,2001OMN
OMN,2002,201.5,2002OMN
OMN,2003,152.2,2003OMN
OMN,2004,118.7,2004OMN
OMN,2005,74.1,2005OMN
OMN,2006,58,2006OMN
OMN,2007,29.6,2007OMN
OMN,2008,33.2,2008OMN
OMN,2009,32.1,2009OMN
OMN,2010,32.2,2010OMN
OMN,2011,34.82,2011OMN
OMN,2012,54.95,2012OMN
OMN,2013,28.87,2013OMN
OMN,2014,20.37,2014OMN
PAK,1989,1041.6,1989PAK
PAK,1990,1455.8,1990PAK
PAK,1991,1795,1991PAK
PAK,1992,1786,1992PAK
PAK,1993,2284.4,1993PAK
PAK,1994,2447.7,1994PAK
PAK,1995,2770.9,1995PAK
PAK,1996,2254.3,1996PAK
PAK,1997,2088.1,1997PAK
PAK,1998,1349.6,1998PAK
PAK,1999,2038.1,1999PAK
PAK,2000,2599.4,2000PAK
PAK,2001,2412.7,2001PAK
PAK,2002,2347.2,2002PAK
PAK,2003,1786.3,2003PAK
PAK,2004,1578.6,2004PAK
PAK,2005,606.8,2005PAK
PAK,2006,733.3,2006PAK
PAK,2007,354,2007PAK
PAK,2008,356.9,2008PAK
PAK,2009,245.3,2009PAK
PAK,2010,255,2010PAK
PAK,2011,276.05,2011PAK
PAK,2012,326.23,2012PAK
PAK,2013,247.02,2013PAK
PAK,2014,239.79,2014PAK
PLW,1989,0,1989PLW
PLW,1991,0,1991PLW
PLW,1995,1.7,1995PLW
PLW,1996,1.1,1996PLW
PLW,1997,2.1,1997PLW
PLW,1998,80.4,1998PLW
PLW,1999,114.1,1999PLW
PLW,2000,70.7,2000PLW
PLW,2001,70.7,2001PLW
PLW,2002,0.2,2002PLW
PLW,2003,1.1,2003PLW
PLW,2004,1,2004PLW
PLW,2005,0.2,2005PLW
PLW,2006,0.1,2006PLW
PLW,2007,0.1,2007PLW
PLW,2008,0.1,2008PLW
PLW,2009,0.1,2009PLW
PLW,2010,0.2,2010PLW
PLW,2011,0.17,2011PLW
PLW,2012,0.17,2012PLW
PLW,2013,0.12,2013PLW
PAN,1989,244.4,1989PAN
PAN,1990,269.6,1990PAN
PAN,1991,403.9,1991PAN
PAN,1992,188.3,1992PAN
PAN,1993,375.4,1993PAN
PAN,1994,268.6,1994PAN
PAN,1995,440.1,1995PAN
PAN,1996,355.2,1996PAN
PAN,1997,370.6,1997PAN
PAN,1998,361.3,1998PAN
PAN,1999,313.6,1999PAN
PAN,2000,261,2000PAN
PAN,2001,192.7,2001PAN
PAN,2002,204.7,2002PAN
PAN,2003,184.7,2003PAN
PAN,2004,152.5,2004PAN
PAN,2005,113.3,2005PAN
PAN,2006,64.8,2006PAN
PAN,2007,43.5,2007PAN
PAN,2008,40.2,2008PAN
PAN,2009,25,2009PAN
PAN,2010,24.6,2010PAN
PAN,2011,23.89,2011PAN
PAN,2012,32.77,2012PAN
PAN,2013,21.37,2013PAN
PAN,2014,19.22,2014PAN
PNG,1989,1.3,1989PNG
PNG,1991,28.5,1991PNG
PNG,1992,39.4,1992PNG
PNG,1993,39.7,1993PNG
PNG,1994,56.2,1994PNG
PNG,1995,12.8,1995PNG
PNG,1996,65,1996PNG
PNG,1997,39,1997PNG
PNG,1998,50,1998PNG
PNG,1999,38.3,1999PNG
PNG,2000,52,2000PNG
PNG,2001,19.3,2001PNG
PNG,2002,39.7,2002PNG
PNG,2003,26.3,2003PNG
PNG,2004,21,2004PNG
PNG,2005,18.8,2005PNG
PNG,2006,7.1,2006PNG
PNG,2007,9.5,2007PNG
PNG,2008,1.5,2008PNG
PNG,2009,3.2,2009PNG
PNG,2010,3.3,2010PNG
PNG,2011,1.69,2011PNG
PNG,2012,3.06,2012PNG
PNG,2013,3.02,2013PNG
PRY,1989,170.9,1989PRY
PRY,1991,0,1991PRY
PRY,1992,240,1992PRY
PRY,1993,190.5,1993PRY
PRY,1994,221,1994PRY
PRY,1995,212.8,1995PRY
PRY,1996,182,1996PRY
PRY,1997,245.9,1997PRY
PRY,1998,113.8,1998PRY
PRY,1999,369.8,1999PRY
PRY,2000,175.5,2000PRY
PRY,2001,138.5,2001PRY
PRY,2002,105.5,2002PRY
PRY,2003,101.1,2003PRY
PRY,2004,145.1,2004PRY
PRY,2005,266.9,2005PRY
PRY,2006,111.7,2006PRY
PRY,2007,27.1,2007PRY
PRY,2008,39,2008PRY
PRY,2009,25.9,2009PRY
PRY,2010,20.9,2010PRY
PRY,2011,16.82,2011PRY
PRY,2012,29.33,2012PRY
PRY,2013,16.46,2013PRY
PRY,2014,17.83,2014PRY
PER,1989,647.9,1989PER
PER,1990,892.9,1990PER
PER,1991,708.8,1991PER
PER,1992,296.9,1992PER
PER,1993,297.6,1993PER
PER,1994,298.8,1994PER
PER,1995,429.2,1995PER
PER,1996,250.3,1996PER
PER,1997,271.9,1997PER
PER,1998,332.7,1998PER
PER,1999,300.2,1999PER
PER,2000,385.6,2000PER
PER,2001,189.8,2001PER
PER,2002,203.6,2002PER
PER,2003,191.1,2003PER
PER,2004,160.6,2004PER
PER,2005,149.4,2005PER
PER,2006,99.5,2006PER
PER,2007,43.4,2007PER
PER,2008,28,2008PER
PER,2009,27.3,2009PER
PER,2010,26.45,2010PER
PER,2011,32.5,2011PER
PER,2012,26.98,2012PER
PER,2013,25.81,2013PER
PER,2014,22.01,2014PER
PHL,1989,3815.2,1989PHL
PHL,1990,3477.2,1990PHL
PHL,1991,2322.4,1991PHL
PHL,1992,3862.1,1992PHL
PHL,1993,3920.4,1993PHL
PHL,1994,4263.9,1994PHL
PHL,1995,3706.9,1995PHL
PHL,1996,3374.3,1996PHL
PHL,1997,2973.8,1997PHL
PHL,1998,2311,1998PHL
PHL,1999,2218.9,1999PHL
PHL,2000,3064.3,2000PHL
PHL,2001,2214.4,2001PHL
PHL,2002,1795.1,2002PHL
PHL,2003,1622.5,2003PHL
PHL,2004,1570.6,2004PHL
PHL,2005,1232.9,2005PHL
PHL,2006,808.6,2006PHL
PHL,2007,325.7,2007PHL
PHL,2008,397.4,2008PHL
PHL,2009,403.4,2009PHL
PHL,2010,222,2010PHL
PHL,2011,164.89,2011PHL
PHL,2012,195.65,2012PHL
PHL,2013,136.69,2013PHL
PHL,2014,149.42,2014PHL
POL,1989,6033.5,1989POL
POL,1990,5269,1990POL
POL,1991,3510.4,1991POL
POL,1992,2637,1992POL
POL,1993,2973.6,1993POL
POL,1994,4163.4,1994POL
POL,1995,1756,1995POL
POL,1996,712.6,1996POL
POL,1997,442.9,1997POL
POL,1998,443.3,1998POL
POL,1999,330.6,1999POL
POL,2000,286.8,2000POL
POL,2001,326.1,2001POL
POL,2002,351.2,2002POL
POL,2003,261,2003POL
QAT,1989,92.2,1989QAT
QAT,1991,0,1991QAT
QAT,1995,103.1,1995QAT
QAT,1996,112.5,1996QAT
QAT,1997,140.5,1997QAT
QAT,1998,175.3,1998QAT
QAT,1999,135.4,1999QAT
QAT,2000,126,2000QAT
QAT,2001,120.9,2001QAT
QAT,2002,105.4,2002QAT
QAT,2003,115.9,2003QAT
QAT,2004,76.4,2004QAT
QAT,2005,52,2005QAT
QAT,2006,46.4,2006QAT
QAT,2007,36.5,2007QAT
QAT,2008,43.8,2008QAT
QAT,2009,79.7,2009QAT
QAT,2010,94.1,2010QAT
QAT,2011,96.61,2011QAT
QAT,2012,93.57,2012QAT
QAT,2013,80.7,2013QAT
ROU,1989,2320.2,1989ROU
ROU,1991,0,1991ROU
ROU,1993,2457.1,1993ROU
ROU,1994,4884.5,1994ROU
ROU,1995,-824,1995ROU
ROU,1996,1422.2,1996ROU
ROU,1997,618.9,1997ROU
ROU,1998,2669.8,1998ROU
ROU,1999,-290.4,1999ROU
ROU,2000,259.3,2000ROU
ROU,2001,231,2001ROU
ROU,2002,418.6,2002ROU
ROU,2003,647.2,2003ROU
ROU,2004,320.9,2004ROU
ROU,2005,228.9,2005ROU
ROU,2006,42,2006ROU
RUS,1989,220156,1989RUS
RUS,1990,130278.5,1990RUS
RUS,1991,51464.5,1991RUS
RUS,1992,48911.6,1992RUS
RUS,1993,29777,1993RUS
RUS,1994,25860.1,1994RUS
RUS,1995,23616.3,1995RUS
RUS,1996,13981.2,1996RUS
RUS,1997,11977.2,1997RUS
RUS,1998,12490.2,1998RUS
RUS,1999,15337.9,1999RUS
RUS,2000,25717,2000RUS
RUS,2001,761.5,2001RUS
RUS,2002,892.3,2002RUS
RUS,2003,938.4,2003RUS
RUS,2004,1105.2,2004RUS
RUS,2005,776.1,2005RUS
RUS,2006,1189.5,2006RUS
RUS,2007,1391.3,2007RUS
RUS,2008,1457.6,2008RUS
RUS,2009,1203.5,2009RUS
RUS,2010,1041.8,2010RUS
RUS,2011,1134.69,2011RUS
RUS,2012,958.93,2012RUS
RUS,2013,836.46,2013RUS
RUS,2014,684.42,2014RUS
RWA,1989,32.3,1989RWA
RWA,1990,30.3,1990RWA
RWA,1991,29.3,1991RWA
RWA,1992,28.6,1992RWA
RWA,1993,27.7,1993RWA
RWA,1994,20,1994RWA
RWA,1995,26.7,1995RWA
RWA,1996,30.4,1996RWA
RWA,1997,34.6,1997RWA
RWA,1998,37.9,1998RWA
RWA,1999,30.4,1999RWA
RWA,2000,30.4,2000RWA
RWA,2001,30.4,2001RWA
RWA,2002,30.4,2002RWA
RWA,2003,30.4,2003RWA
RWA,2004,27.4,2004RWA
RWA,2005,15.3,2005RWA
RWA,2006,15.1,2006RWA
RWA,2007,7.4,2007RWA
RWA,2008,4.8,2008RWA
RWA,2009,3.8,2009RWA
RWA,2010,4.4,2010RWA
RWA,2011,5.48,2011RWA
RWA,2012,3.66,2012RWA
RWA,2013,3.78,2013RWA
KNA,1989,6.6,1989KNA
KNA,1991,0,1991KNA
KNA,1992,6.6,1992KNA
KNA,1993,5.6,1993KNA
KNA,1994,4.8,1994KNA
KNA,1995,4.6,1995KNA
KNA,1996,3.9,1996KNA
KNA,1997,4,1997KNA
KNA,1998,2,1998KNA
KNA,1999,3,1999KNA
KNA,2000,7.8,2000KNA
KNA,2001,7.6,2001KNA
KNA,2002,6.3,2002KNA
KNA,2003,3.2,2003KNA
KNA,2004,3.9,2004KNA
KNA,2005,1.8,2005KNA
KNA,2006,1.1,2006KNA
KNA,2007,0.6,2007KNA
KNA,2008,0.4,2008KNA
KNA,2009,0.4,2009KNA
KNA,2010,0.6,2010KNA
KNA,2011,0.49,2011KNA
KNA,2012,0.38,2012KNA
KNA,2013,0.32,2013KNA
LCA,1989,7.8,1989LCA
LCA,1991,0,1991LCA
LCA,1993,11.5,1993LCA
LCA,1994,8.3,1994LCA
LCA,1995,8.1,1995LCA
LCA,1996,8.7,1996LCA
LCA,1997,8.8,1997LCA
