Code,Year,Consumption of Ozone-Depleting Substances ,IDCODS
,1999,4115.2,
,2000,3474.3,
,2001,2869.4,
,2002,3355.5,
,2003,3058,
TCD,1989,24.1,1989TCD
TCD,1990,26.1,1990TCD
TCD,1991,28.5,1991TCD
TCD,1992,30.1,1992TCD
TCD,1993,31.5,1993TCD
TCD,1994,31.9,1994TCD
TCD,1995,33.2,1995TCD
TCD,1996,35,1996TCD
TCD,1997,36.3,1997TCD
TCD,1998,38.1,1998TCD
TCD,1999,37.6,1999TCD
TCD,2000,36.6,2000TCD
TCD,2001,31.8,2001TCD
TCD,2002,27.3,2002TCD
TCD,2003,22.9,2003TCD
TCD,2004,14.4,2004TCD
TCD,2005,11.6,2005TCD
TCD,2006,9.2,2006TCD
TCD,2007,5.2,2007TCD
TCD,2008,21.5,2008TCD
TCD,2009,26.9,2009TCD
TCD,2010,6.2,2010TCD
TCD,2011,17,2011TCD
TCD,2012,16.5,2012TCD
TCD,2013,15.2,2013TCD
CHL,1989,1298.3,1989CHL
CHL,1990,1015.5,1990CHL
CHL,1991,1049.8,1991CHL
CHL,1992,922.9,1992CHL
CHL,1993,1263.8,1993CHL
CHL,1994,1112.3,1994CHL
CHL,1995,1164.4,1995CHL
CHL,1996,1168.4,1996CHL
CHL,1997,856.8,1997CHL
CHL,1998,1089.4,1998CHL
CHL,1999,815.8,1999CHL
CHL,2000,880.9,2000CHL
CHL,2001,769.1,2001CHL
CHL,2002,591.9,2002CHL
CHL,2003,744.5,2003CHL
CHL,2004,572.5,2004CHL
CHL,2005,469.2,2005CHL
CHL,2006,435.1,2006CHL
CHL,2007,270.2,2007CHL
CHL,2008,304,2008CHL
CHL,2009,262.1,2009CHL
CHL,2010,261.7,2010CHL
CHL,2011,275.31,2011CHL
CHL,2012,272.38,2012CHL
CHL,2013,241.89,2013CHL
CHN,1989,84962,1989CHN
CHN,1990,59674,1990CHN
CHN,1991,70285.1,1991CHN
CHN,1992,102771.7,1992CHN
CHN,1993,113707.8,1993CHN
CHN,1994,92418.6,1994CHN
CHN,1995,110333.1,1995CHN
CHN,1996,82263.5,1996CHN
CHN,1997,90461.1,1997CHN
CHN,1998,166967.8,1998CHN
CHN,1999,100317.6,1999CHN
CHN,2000,90850.7,2000CHN
CHN,2001,66796.5,2001CHN
CHN,2002,47777.2,2002CHN
CHN,2003,56941.4,2003CHN
CHN,2004,35465.8,2004CHN
CHN,2005,31140.5,2005CHN
CHN,2006,30008.1,2006CHN
CHN,2007,25185.9,2007CHN
CHN,2008,17386.3,2008CHN
CHN,2009,20371.2,2009CHN
CHN,2010,21388.2,2010CHN
CHN,2011,21299.43,2011CHN
CHN,2012,21521.55,2012CHN
CHN,2013,15690.57,2013CHN
COL,1989,1613.2,1989COL
COL,1990,2152.7,1990COL
COL,1991,1877.4,1991COL
COL,1992,66,1992COL
COL,1994,2224.1,1994COL
COL,1995,2685.7,1995COL
COL,1996,2837.2,1996COL
COL,1997,2223,1997COL
COL,1998,1262.8,1998COL
COL,1999,1021.9,1999COL
COL,2000,1155.8,2000COL
COL,2001,1275.9,2001COL
COL,2002,1002.2,2002COL
COL,2003,1168.7,2003COL
COL,2004,1023.9,2004COL
COL,2005,709.3,2005COL
COL,2006,821.6,2006COL
COL,2007,469.9,2007COL
COL,2008,414.8,2008COL
COL,2009,320.9,2009COL
COL,2010,241.5,2010COL
COL,2011,217.4,2011COL
COL,2012,285.5,2012COL
COL,2013,176.65,2013COL
COL,2014,153.23,2014COL
COM,1989,0.7,1989COM
COM,1991,1.3,1991COM
COM,1995,2.3,1995COM
COM,1996,2.3,1996COM
COM,1997,2.9,1997COM
COM,1998,3.6,1998COM
COM,1999,2.6,1999COM
COM,2000,2.8,2000COM
COM,2001,2,2001COM
COM,2002,1.9,2002COM
COM,2003,1.3,2003COM
COM,2004,1.2,2004COM
COM,2005,1,2005COM
COM,2006,0.9,2006COM
COM,2007,0.4,2007COM
COM,2008,0.1,2008COM
COM,2009,0.1,2009COM
COM,2010,0.1,2010COM
COM,2011,0.12,2011COM
COM,2012,0.11,2012COM
COM,2013,0.12,2013COM
COM,2014,0.14,2014COM
COG,1989,7.9,1989COG
COG,1991,82.4,1991COG
COG,1994,27.7,1994COG
COG,1995,21.1,1995COG
COG,1996,18.9,1996COG
COG,1997,16.3,1997COG
COG,1998,15.1,1998COG
COG,1999,16,1999COG
COG,2000,29.1,2000COG
COG,2001,15.8,2001COG
COG,2002,11.2,2002COG
COG,2003,13.1,2003COG
COG,2004,11.2,2004COG
COG,2005,10.7,2005COG
COG,2006,10.9,2006COG
COG,2007,9.7,2007COG
COG,2008,10.3,2008COG
COG,2009,9.88,2009COG
COG,2010,10.6,2010COG
COG,2011,10.56,2011COG
COG,2012,9.87,2012COG
COG,2013,9.35,2013COG
COG,2014,8.72,2014COG
COK,1989,0.1,1989COK
COK,1991,0.1,1991COK
COK,1995,2.5,1995COK
COK,1996,1.7,1996COK
COK,1997,1.2,1997COK
COK,1998,0.5,1998COK
COK,1999,0,1999COK
COK,2000,0,2000COK
COK,2003,0,2003COK
COK,2004,0,2004COK
COK,2005,0,2005COK
COK,2006,0,2006COK
COK,2007,0,2007COK
COK,2008,0,2008COK
COK,2009,0,2009COK
COK,2010,0.1,2010COK
COK,2011,0.06,2011COK
COK,2012,0.04,2012COK
COK,2013,0.02,2013COK
COK,2014,0,2014COK
CRI,1989,350.4,1989CRI
CRI,1991,549.3,1991CRI
CRI,1992,489.6,1992CRI
CRI,1993,221.5,1993CRI
CRI,1994,488.3,1994CRI
CRI,1995,410.7,1995CRI
CRI,1996,780.1,1996CRI
CRI,1997,504.1,1997CRI
CRI,1998,238.6,1998CRI
CRI,1999,610.4,1999CRI
CRI,2000,504.5,2000CRI
CRI,2001,542.2,2001CRI
CRI,2002,425.4,2002CRI
CRI,2003,492.2,2003CRI
CRI,2004,409.1,2004CRI
CRI,2005,364.4,2005CRI
CRI,2006,317.2,2006CRI
CRI,2007,281.8,2007CRI
CRI,2008,237,2008CRI
CRI,2009,211.5,2009CRI
CRI,2010,180.9,2010CRI
CRI,2011,127.85,2011CRI
CRI,2012,106.3,2012CRI
CRI,2013,12.6,2013CRI
CIV,1989,187.7,1989CIV
CIV,1991,276.5,1991CIV
CIV,1993,223.3,1993CIV
CIV,1994,355.2,1994CIV
CIV,1995,371.5,1995CIV
CIV,1996,394.5,1996CIV
CIV,1997,157.7,1997CIV
CIV,1998,288.2,1998CIV
CIV,1999,174,1999CIV
CIV,2000,225.4,2000CIV
CIV,2001,173.4,2001CIV
CIV,2002,121.2,2002CIV
CIV,2003,104.6,2003CIV
CIV,2004,122.3,2004CIV
CIV,2005,116.2,2005CIV
CIV,2006,135,2006CIV
CIV,2007,103.3,2007CIV
CIV,2008,77.3,2008CIV
CIV,2009,73.7,2009CIV
CIV,2010,65.9,2010CIV
CIV,2011,59.32,2011CIV
CIV,2012,56.65,2012CIV
CIV,2013,54.2,2013CIV
HRV,1989,933.3,1989HRV
HRV,1990,928.4,1990HRV
HRV,1991,790.8,1991HRV
HRV,1992,882.9,1992HRV
HRV,1993,848.5,1993HRV
HRV,1994,590.6,1994HRV
HRV,1995,438.3,1995HRV
HRV,1996,248,1996HRV
HRV,1997,314.3,1997HRV
HRV,1998,120.1,1998HRV
HRV,1999,169.9,1999HRV
HRV,2000,188.3,2000HRV
HRV,2001,142.5,2001HRV
HRV,2002,172.3,2002HRV
HRV,2003,98,2003HRV
HRV,2004,87.3,2004HRV
HRV,2005,54.2,2005HRV
HRV,2006,-32.9,2006HRV
HRV,2007,2.2,2007HRV
HRV,2008,7.7,2008HRV
HRV,2009,5,2009HRV
HRV,2010,3.4,2010HRV
HRV,2011,4.76,2011HRV
HRV,2012,3.63,2012HRV
CUB,1989,1060.7,1989CUB
CUB,1990,978.3,1990CUB
CUB,1991,397.1,1991CUB
CUB,1992,167.5,1992CUB
CUB,1993,127.2,1993CUB
CUB,1994,177,1994CUB
CUB,1995,606.7,1995CUB
CUB,1996,749.7,1996CUB
CUB,1997,685.2,1997CUB
CUB,1998,611.7,1998CUB
CUB,1999,645.3,1999CUB
CUB,2000,571.7,2000CUB
CUB,2001,530.6,2001CUB
CUB,2002,518,2002CUB
CUB,2003,508.4,2003CUB
CUB,2004,471.8,2004CUB
CUB,2005,241,2005CUB
CUB,2006,266.1,2006CUB
CUB,2007,103.5,2007CUB
CUB,2008,87.7,2008CUB
CUB,2009,11.7,2009CUB
CUB,2010,22.1,2010CUB
CUB,2011,14.26,2011CUB
CUB,2012,15.2,2012CUB
CUB,2013,12.19,2013CUB
CUB,2014,13.8,2014CUB
CYP,1989,372.4,1989CYP
CYP,1990,266.4,1990CYP
CYP,1991,294.7,1991CYP
CYP,1992,336.4,1992CYP
CYP,1993,466.4,1993CYP
CYP,1994,212,1994CYP
CYP,1995,240.5,1995CYP
CYP,1996,208.9,1996CYP
CYP,1997,160.8,1997CYP
CYP,1998,130.3,1998CYP
CYP,1999,158.7,1999CYP
CYP,2000,294,2000CYP
CYP,2001,165.5,2001CYP
CYP,2002,135.9,2002CYP
CYP,2003,74.1,2003CYP
CZE,1989,8592.4,1989CZE
CZE,1991,6.5,1991CZE
CZE,1993,102.6,1993CZE
CZE,1994,555.7,1994CZE
CZE,1995,441.5,1995CZE
CZE,1996,55.4,1996CZE
CZE,1997,23.2,1997CZE
CZE,1998,14.3,1998CZE
CZE,1999,-63.5,1999CZE
CZE,2000,-68.1,2000CZE
CZE,2001,10.6,2001CZE
CZE,2002,146.2,2002CZE
CZE,2003,93.4,2003CZE
COD,1989,21.6,1989COD
COD,1991,17.7,1991COD
COD,1995,1209.7,1995COD
COD,1996,960.4,1996COD
COD,1997,578,1997COD
COD,1998,907.4,1998COD
COD,1999,410.6,1999COD
COD,2000,454.6,2000COD
COD,2001,1151.2,2001COD
COD,2002,1081.3,2002COD
COD,2003,607.6,2003COD
COD,2004,364.3,2004COD
COD,2005,312.6,2005COD
COD,2006,228.2,2006COD
COD,2007,90.5,2007COD
COD,2008,50.5,2008COD
COD,2009,59.82,2009COD
COD,2010,76.6,2010COD
COD,2011,56.93,2011COD
COD,2012,47.85,2012COD
COD,2013,35.94,2013COD
DJI,1989,22.3,1989DJI
DJI,1991,22.1,1991DJI
DJI,1995,22.7,1995DJI
DJI,1996,21.5,1996DJI
DJI,1997,18.9,1997DJI
DJI,1998,20.6,1998DJI
DJI,1999,20.6,1999DJI
DJI,2000,21.2,2000DJI
DJI,2001,18.5,2001DJI
DJI,2002,16.3,2002DJI
DJI,2003,12.6,2003DJI
DJI,2004,9.3,2004DJI
DJI,2005,7.7,2005DJI
DJI,2006,3.7,2006DJI
DJI,2007,2.8,2007DJI
DJI,2008,1.5,2008DJI
DJI,2009,1.2,2009DJI
DJI,2010,0.7,2010DJI
DJI,2011,0.66,2011DJI
DJI,2012,0.64,2012DJI
DJI,2013,0.62,2013DJI
DMA,1989,0,1989DMA
DMA,1991,3.3,1991DMA
DMA,1993,1.5,1993DMA
DMA,1994,1.5,1994DMA
DMA,1995,1.1,1995DMA
DMA,1996,1.8,1996DMA
DMA,1997,1.8,1997DMA
DMA,1998,2.3,1998DMA
DMA,1999,1.2,1999DMA
DMA,2000,2.3,2000DMA
DMA,2001,1.7,2001DMA
DMA,2002,3.1,2002DMA
DMA,2003,1.5,2003DMA
DMA,2004,1.1,2004DMA
DMA,2005,1.9,2005DMA
DMA,2006,0.6,2006DMA
DMA,2007,0,2007DMA
DMA,2008,0,2008DMA
DMA,2009,0.4,2009DMA
DMA,2010,0.4,2010DMA
DMA,2011,0.16,2011DMA
DMA,2012,0.01,2012DMA
DMA,2013,0.09,2013DMA
DOM,1989,270.9,1989DOM
DOM,1991,33.9,1991DOM
DOM,1992,287.9,1992DOM
DOM,1993,426.7,1993DOM
DOM,1994,498.8,1994DOM
DOM,1995,837.9,1995DOM
DOM,1996,677.2,1996DOM
DOM,1997,614.4,1997DOM
DOM,1998,509.6,1998DOM
DOM,1999,877.7,1999DOM
DOM,2000,623.9,2000DOM
DOM,2001,650.8,2001DOM
DOM,2002,406.9,2002DOM
DOM,2003,322.8,2003DOM
DOM,2004,372.8,2004DOM
DOM,2005,262.1,2005DOM
DOM,2006,232.8,2006DOM
DOM,2007,74.4,2007DOM
DOM,2008,53.9,2008DOM
DOM,2009,76.8,2009DOM
DOM,2010,54.7,2010DOM
DOM,2011,50.61,2011DOM
DOM,2012,40.87,2012DOM
DOM,2013,34.78,2013DOM
DOM,2014,36.9,2014DOM
,1989,713.3,
,1991,629.4,
,1995,1044.5,
,1996,887.3,
,1997,1067.2,
,1998,1070.1,
,1999,675.4,
,2000,714.5,
,2001,642.4,
,2002,643.4,
,2003,524,
,2004,411.7,
,2005,470.7,
,2006,288,
,2007,213.9,
,2008,122.1,
,2009,126.35,
,2010,126.42,
,2011,123.31,
,2012,83.13,
,2013,63.59,
,1989,227992.5,
,1990,136383.2,
,1991,57580.3,
,1992,53539.9,
,1993,32659.2,
,1994,29389.9,
,1995,25749.9,
,1996,16935.6,
,1997,12234,
,1998,17153.6,
,1999,16687.4,
,2000,26809.4,
,2001,2178.5,
,2002,1320.9,
,2003,1365.7,
,2004,1479.6,
,2005,1068.8,
,2006,1379.1,
,2007,1533.4,
,2008,1560.9,
,2009,1311.6,
,2010,1152.7,
,2011,1257.75,
,2012,1074,
,2013,911.48,
,2014,693.99,
ECU,1989,577.5,1989ECU
ECU,1990,648.6,1990ECU
ECU,1991,860.8,1991ECU
ECU,1992,477.1,1992ECU
ECU,1993,480.6,1993ECU
ECU,1994,298.1,1994ECU
ECU,1995,382.4,1995ECU
ECU,1996,351.7,1996ECU
ECU,1997,387.8,1997ECU
ECU,1998,365.9,1998ECU
ECU,1999,277.9,1999ECU
ECU,2000,354.9,2000ECU
ECU,2001,578.7,2001ECU
ECU,2002,273.4,2002ECU
ECU,2003,259.9,2003ECU
ECU,2004,167.4,2004ECU
ECU,2005,286.3,2005ECU
ECU,2006,114,2006ECU
ECU,2007,150.7,2007ECU
ECU,2008,79.8,2008ECU
ECU,2009,87.24,2009ECU
ECU,2010,62.04,2010ECU
ECU,2011,32.28,2011ECU
ECU,2012,33.76,2012ECU
ECU,2013,22.03,2013ECU
ECU,2014,21.48,2014ECU
EGY,1989,4742.6,1989EGY
EGY,1990,4426,1990EGY
EGY,1991,3933,1991EGY
EGY,1992,6276,1992EGY
EGY,1993,6600,1993EGY
EGY,1994,2737,1994EGY
EGY,1995,2880.5,1995EGY
EGY,1996,2944.9,1996EGY
EGY,1997,2785,1997EGY
EGY,1998,2816,1998EGY
EGY,1999,2749.8,1999EGY
EGY,2000,2746.3,2000EGY
EGY,2001,2704.3,2001EGY
EGY,2002,1944.1,2002EGY
EGY,2003,1662.7,2003EGY
EGY,2004,1644.2,2004EGY
EGY,2005,1348.6,2005EGY
EGY,2006,1091.6,2006EGY
EGY,2007,860.8,2007EGY
EGY,2008,726.2,2008EGY
EGY,2009,789.5,2009EGY
EGY,2010,705.6,2010EGY
EGY,2011,488.78,2011EGY
EGY,2012,630.18,2012EGY
EGY,2013,352.2,2013EGY
EGY,2014,326.29,2014EGY
SLV,1989,388.4,1989SLV
SLV,1991,425.7,1991SLV
SLV,1992,654.1,1992SLV
SLV,1993,481.7,1993SLV
SLV,1994,261.2,1994SLV
SLV,1995,336.4,1995SLV
SLV,1996,318.5,1996SLV
SLV,1997,284.7,1997SLV
SLV,1998,198.7,1998SLV
SLV,1999,114.7,1999SLV
SLV,2000,107.7,2000SLV
SLV,2001,121.2,2001SLV
SLV,2002,108.1,2002SLV
SLV,2003,105.2,2003SLV
SLV,2004,81.1,2004SLV
SLV,2005,138.7,2005SLV
SLV,2006,84.9,2006SLV
SLV,2007,51.4,2007SLV
SLV,2008,25.4,2008SLV
SLV,2009,11.9,2009SLV
SLV,2010,11.5,2010SLV
SLV,2011,9.55,2011SLV
SLV,2012,9.32,2012SLV
SLV,2013,8.08,2013SLV
SLV,2014,8.54,2014SLV
GNQ,1989,24,1989GNQ
GNQ,1990,43.1,1990GNQ
GNQ,1991,43.3,1991GNQ
GNQ,1992,46,1992GNQ
GNQ,1993,47.5,1993GNQ
GNQ,1994,51.7,1994GNQ
GNQ,1995,58.8,1995GNQ
GNQ,1996,60.8,1996GNQ
GNQ,1997,65,1997GNQ
GNQ,1998,62.3,1998GNQ
GNQ,1999,37.9,1999GNQ
GNQ,2000,49.4,2000GNQ
GNQ,2001,44.1,2001GNQ
GNQ,2002,27.9,2002GNQ
GNQ,2003,19.9,2003GNQ
GNQ,2004,14.4,2004GNQ
GNQ,2005,14.3,2005GNQ
GNQ,2006,10.1,2006GNQ
GNQ,2007,10.6,2007GNQ
GNQ,2008,8.1,2008GNQ
GNQ,2009,6.22,2009GNQ
GNQ,2010,6.4,2010GNQ
GNQ,2011,5.67,2011GNQ
GNQ,2012,5.39,2012GNQ
GNQ,2013,5.12,2013GNQ
GNQ,2014,4.95,2014GNQ
ERI,1989,7,1989ERI
ERI,1991,3.3,1991ERI
ERI,1995,54,1995ERI
ERI,1996,43.2,1996ERI
ERI,1997,42.7,1997ERI
ERI,1998,26.8,1998ERI
ERI,1999,26.5,1999ERI
ERI,2000,51.4,2000ERI
ERI,2005,31.3,2005ERI
ERI,2006,5.1,2006ERI
ERI,2007,4,2007ERI
ERI,2008,3.8,2008ERI
ERI,2009,3.15,2009ERI
ERI,2010,1.12,2010ERI
ERI,2011,0.96,2011ERI
ERI,2012,1.01,2012ERI
ERI,2013,1.02,2013ERI
EST,1989,320.7,1989EST
EST,1991,0,1991EST
EST,1995,765,1995EST
EST,1996,-442,1996EST
EST,1997,56,1997EST
EST,1998,55.7,1998EST
EST,1999,57.8,1999EST
EST,2000,17,2000EST
EST,2001,1.3,2001EST
EST,2002,1.8,2002EST
EST,2003,3.8,2003EST
SWZ,1989,12.9,1989SWZ
SWZ,1991,0.8,1991SWZ
SWZ,1993,97,1993SWZ
SWZ,1994,94.6,1994SWZ
SWZ,1995,36,1995SWZ
SWZ,1996,23.8,1996SWZ
SWZ,1997,17.8,1997SWZ
SWZ,1998,3.7,1998SWZ
SWZ,1999,3.5,1999SWZ
SWZ,2000,1.3,2000SWZ
SWZ,2001,2.1,2001SWZ
SWZ,2002,2.4,2002SWZ
SWZ,2003,2.2,2003SWZ
SWZ,2004,3.5,2004SWZ
SWZ,2005,6,2005SWZ
SWZ,2006,1.2,2006SWZ
SWZ,2007,5.6,2007SWZ
SWZ,2008,8.6,2008SWZ
SWZ,2009,9.5,2009SWZ
SWZ,2010,5,2010SWZ
SWZ,2011,3.14,2011SWZ
SWZ,2012,3.74,2012SWZ
SWZ,2013,1.18,2013SWZ
SWZ,2014,1.47,2014SWZ
ETH,1989,35.4,1989ETH
ETH,1991,12.6,1991ETH
ETH,1995,48.6,1995ETH
ETH,1996,47.7,1996ETH
ETH,1997,50.7,1997ETH
ETH,1998,61.8,1998ETH
ETH,1999,56.2,1999ETH
ETH,2000,58,2000ETH
ETH,2001,54.7,2001ETH
ETH,2002,86.6,2002ETH
ETH,2003,39.7,2003ETH
ETH,2004,23.7,2004ETH
ETH,2005,22,2005ETH
ETH,2006,13.1,2006ETH
ETH,2007,5,2007ETH
ETH,2008,4.3,2008ETH
ETH,2009,2.1,2009ETH
ETH,2010,11,2010ETH
ETH,2011,11.28,2011ETH
ETH,2012,10.8,2012ETH
ETH,2013,5.46,2013ETH
FJI,1989,40.4,1989FJI
FJI,1990,41.8,1990FJI
FJI,1991,55.2,1991FJI
FJI,1992,9.8,1992FJI
FJI,1993,8,1993FJI
FJI,1994,0.9,1994FJI
FJI,1995,62.7,1995FJI
FJI,1996,29.8,1996FJI
FJI,1997,13.7,1997FJI
FJI,1998,15.5,1998FJI
FJI,1999,11.4,1999FJI
FJI,2000,2.5,2000FJI
FJI,2001,2.5,2001FJI
FJI,2002,5.3,2002FJI
FJI,2003,1.6,2003FJI
FJI,2004,5.5,2004FJI
FJI,2005,6,2005FJI
FJI,2006,5.4,2006FJI
FJI,2007,4.5,2007FJI
FJI,2008,4.8,2008FJI
FJI,2009,7.6,2009FJI
FJI,2010,9.2,2010FJI
FJI,2011,14.46,2011FJI
FJI,2012,14.47,2012FJI
FJI,2013,7.67,2013FJI
FIN,1989,2969.3,1989FIN
FIN,1990,2615,1990FIN
FIN,1991,1718.3,1991FIN
FIN,1992,927.5,1992FIN
FIN,1993,1144,1993FIN
FIN,1994,593.4,1994FIN
GAB,1989,13.9,1989GAB
GAB,1991,10.4,1991GAB
GAB,1993,14.2,1993GAB
GAB,1994,13.6,1994GAB
GAB,1995,9.3,1995GAB
GAB,1996,13.5,1996GAB
GAB,1997,14,1997GAB
GAB,1998,14,1998GAB
GAB,1999,9.7,1999GAB
GAB,2000,16.2,2000GAB
GAB,2001,8.4,2001GAB
GAB,2002,6.9,2002GAB
GAB,2003,6.9,2003GAB
GAB,2004,6.2,2004GAB
GAB,2005,3.6,2005GAB
GAB,2006,4.5,2006GAB
GAB,2007,4.1,2007GAB
GAB,2008,5.2,2008GAB
GAB,2009,29.7,2009GAB
GAB,2010,30.6,2010GAB
GAB,2011,45.95,2011GAB
GAB,2012,30.25,2012GAB
GAB,2013,28.6,2013GAB
GMB,1989,6.7,1989GMB
GMB,1990,15,1990GMB
GMB,1991,11.6,1991GMB
GMB,1992,12.4,1992GMB
GMB,1993,21.4,1993GMB
GMB,1994,23.1,1994GMB
GMB,1995,24.7,1995GMB
GMB,1996,21,1996GMB
GMB,1997,28.4,1997GMB
GMB,1998,11.1,1998GMB
GMB,1999,7,1999GMB
GMB,2000,6.2,2000GMB
GMB,2001,5.9,2001GMB
GMB,2002,4.9,2002GMB
GMB,2003,5.3,2003GMB
GMB,2004,0.2,2004GMB
GMB,2005,0.9,2005GMB
GMB,2006,1.1,2006GMB
GMB,2007,0.7,2007GMB
GMB,2008,0.5,2008GMB
GMB,2009,1.6,2009GMB
GMB,2010,1.5,2010GMB
GMB,2011,0.98,2011GMB
GMB,2012,1.91,2012GMB
GMB,2013,0.86,2013GMB
GMB,2014,0.77,2014GMB
GEO,1989,773.2,1989GEO
GEO,1991,94.8,1991GEO
GEO,1994,53.2,1994GEO
GEO,1995,77.8,1995GEO
GEO,1996,79.6,1996GEO
GEO,1997,86.7,1997GEO
GEO,1998,69.9,1998GEO
GEO,1999,62.9,1999GEO
GEO,2000,65.9,2000GEO
GEO,2001,68.1,2001GEO
GEO,2002,64.3,2002GEO
GEO,2003,61.1,2003GEO
GEO,2004,55.8,2004GEO
GEO,2005,34.4,2005GEO
GEO,2006,14.6,2006GEO
GEO,2007,6.3,2007GEO
GEO,2008,5.9,2008GEO
GEO,2009,4.6,2009GEO
GEO,2010,5.9,2010GEO
GEO,2011,4.31,2011GEO
GEO,2012,2.66,2012GEO
GEO,2013,1.38,2013GEO
GEO,2014,0.1,2014GEO
GHA,1989,106.9,1989GHA
GHA,1990,114.7,1990GHA
GHA,1991,107.2,1991GHA
GHA,1992,78.2,1992GHA
GHA,1993,28.2,1993GHA
GHA,1994,46.7,1994GHA
GHA,1995,48.6,1995GHA
GHA,1996,15.7,1996GHA
GHA,1997,51.5,1997GHA
GHA,1998,55.1,1998GHA
GHA,1999,54.7,1999GHA
GHA,2000,56.7,2000GHA
GHA,2001,41.1,2001GHA
GHA,2002,24,2002GHA
GHA,2003,37.7,2003GHA
GHA,2004,47.5,2004GHA
GHA,2005,25.2,2005GHA
GHA,2006,34.2,2006GHA
GHA,2007,23.6,2007GHA
GHA,2008,21.6,2008GHA
GHA,2009,80.7,2009GHA
GHA,2010,37.2,2010GHA
GHA,2011,30.71,2011GHA
GHA,2012,27.19,2012GHA
GHA,2013,25.39,2013GHA
GRD,1989,4.1,1989GRD
GRD,1991,0,1991GRD
GRD,1993,4.1,1993GRD
GRD,1994,4.1,1994GRD
GRD,1995,6.9,1995GRD
GRD,1996,5.1,1996GRD
GRD,1997,6.9,1997GRD
GRD,1998,4.2,1998GRD
GRD,1999,3.1,1999GRD
GRD,2000,3.1,2000GRD
GRD,2001,1.3,2001GRD
GRD,2002,2.3,2002GRD
GRD,2003,2.3,2003GRD
GRD,2004,2.4,2004GRD
GRD,2005,0.7,2005GRD
GRD,2006,0.3,2006GRD
GRD,2007,0.2,2007GRD
GRD,2008,0.5,2008GRD
GRD,2009,0.8,2009GRD
GRD,2010,0.8,2010GRD
GRD,2011,0.18,2011GRD
GRD,2012,0.26,2012GRD
GRD,2013,0.33,2013GRD
GTM,1989,420.7,1989GTM
GTM,1990,360.9,1990GTM
GTM,1991,370.1,1991GTM
GTM,1992,370.1,1992GTM
GTM,1993,370.1,1993GTM
GTM,1994,344.2,1994GTM
GTM,1995,489.2,1995GTM
GTM,1996,505.6,1996GTM
GTM,1997,749.5,1997GTM
GTM,1998,789.8,1998GTM
GTM,1999,720.2,1999GTM
GTM,2000,891.1,2000GTM
GTM,2001,1055.4,2001GTM
GTM,2002,952.5,2002GTM
GTM,2003,677,2003GTM
GTM,2004,556.1,2004GTM
GTM,2005,586.9,2005GTM
GTM,2006,355.8,2006GTM
GTM,2007,302.9,2007GTM
GTM,2008,184.4,2008GTM
GTM,2009,249.3,2009GTM
GTM,2010,256.2,2010GTM
GTM,2011,221,2011GTM
GTM,2012,148.48,2012GTM
GTM,2013,249.98,2013GTM
GTM,2014,229.36,2014GTM
GIN,1989,27.2,1989GIN
GIN,1990,40.6,1990GIN
GIN,1991,42.1,1991GIN
GIN,1992,46,1992GIN
GIN,1993,44.5,1993GIN
GIN,1994,44.5,1994GIN
GIN,1995,48.5,1995GIN
GIN,1996,52.4,1996GIN
GIN,1997,52.2,1997GIN
GIN,1998,42,1998GIN
GIN,1999,40,1999GIN
GIN,2000,49.9,2000GIN
GIN,2001,48.4,2001GIN
GIN,2002,45,2002GIN
GIN,2003,42.1,2003GIN
GIN,2004,32.4,2004GIN
GIN,2005,26.1,2005GIN
GIN,2006,22.9,2006GIN
GIN,2007,22.1,2007GIN
GIN,2008,22,2008GIN
GIN,2009,21.8,2009GIN
GIN,2010,23.4,2010GIN
GIN,2011,24.53,2011GIN
GIN,2012,22.2,2012GIN
GIN,2013,7.08,2013GIN
GNB,1989,22,1989GNB
GNB,1990,22.2,1990GNB
GNB,1991,23,1991GNB
GNB,1992,23.4,1992GNB
GNB,1993,23.9,1993GNB
GNB,1994,24.4,1994GNB
GNB,1995,25.7,1995GNB
GNB,1996,26.3,1996GNB
GNB,1997,26.8,1997GNB
GNB,1998,27.1,1998GNB
GNB,1999,26,1999GNB
GNB,2000,26,2000GNB
GNB,2001,26.9,2001GNB
GNB,2002,27.2,2002GNB
GNB,2003,31.4,2003GNB
GNB,2004,27.2,2004GNB
GNB,2005,14.6,2005GNB
GNB,2006,15.2,2006GNB
GNB,2007,5.2,2007GNB
GNB,2008,3.9,2008GNB
GNB,2009,6.65,2009GNB
GNB,2010,2.9,2010GNB
GNB,2011,2.86,2011GNB
GNB,2012,2.7,2012GNB
GNB,2013,2.31,2013GNB
GUY,1989,31.4,1989GUY
GUY,1990,19.3,1990GUY
GUY,1991,17.7,1991GUY
GUY,1992,23,1992GUY
GUY,1993,59.8,1993GUY
GUY,1994,42.6,1994GUY
GUY,1995,94.1,1995GUY
GUY,1996,44.4,1996GUY
GUY,1997,29.3,1997GUY
GUY,1998,30.9,1998GUY
GUY,1999,42.6,1999GUY
GUY,2000,26.4,2000GUY
GUY,2001,21.2,2001GUY
GUY,2002,15.6,2002GUY
GUY,2003,11.6,2003GUY
GUY,2004,12.9,2004GUY
GUY,2005,26,2005GUY
GUY,2006,9.2,2006GUY
GUY,2007,0.6,2007GUY
GUY,2008,1.7,2008GUY
GUY,2009,1.1,2009GUY
GUY,2010,2.4,2010GUY
GUY,2011,2.41,2011GUY
